Date,ICSA
2013-11-17,328857.14285714284
2013-11-18,326714.28571428574
2013-11-19,324571.4285714286
2013-11-20,322428.5714285714
2013-11-21,320285.71428571426
2013-11-22,318142.85714285716
2013-11-23,316000.0
2013-11-24,315428.5714285714
2013-11-25,314857.14285714284
2013-11-26,314285.71428571426
2013-11-27,313714.28571428574
2013-11-28,313142.85714285716
2013-11-29,312571.4285714286
2013-11-30,312000.0
2013-12-01,318000.0
2013-12-02,324000.0
2013-12-03,330000.0
2013-12-04,336000.0
2013-12-05,342000.0
2013-12-06,348000.0
2013-12-07,354000.0
2013-12-08,355428.5714285714
2013-12-09,356857.14285714284
2013-12-10,358285.71428571426
2013-12-11,359714.28571428574
2013-12-12,361142.85714285716
2013-12-13,362571.4285714286
2013-12-14,364000.0
2013-12-15,359714.28571428574
2013-12-16,355428.5714285714
2013-12-17,351142.85714285716
2013-12-18,346857.14285714284
2013-12-19,342571.4285714286
2013-12-20,338285.7142857143
2013-12-21,334000.0
2013-12-22,333714.28571428574
2013-12-23,333428.5714285714
2013-12-24,333142.85714285716
2013-12-25,332857.14285714284
2013-12-26,332571.4285714286
2013-12-27,332285.71428571426
2013-12-28,332000.0
2013-12-29,330571.4285714286
2013-12-30,329142.85714285716
2013-12-31,327714.28571428574
2014-01-01,326285.71428571426
2014-01-02,324857.14285714284
2014-01-03,323428.5714285714
2014-01-04,322000.0
2014-01-05,321428.5714285714
2014-01-06,320857.14285714284
2014-01-07,320285.71428571426
2014-01-08,319714.28571428574
2014-01-09,319142.85714285716
2014-01-10,318571.4285714286
2014-01-11,318000.0
2014-01-12,319285.71428571426
2014-01-13,320571.4285714286
2014-01-14,321857.14285714284
2014-01-15,323142.85714285716
2014-01-16,324428.5714285714
2014-01-17,325714.28571428574
2014-01-18,327000.0
2014-01-19,328857.14285714284
2014-01-20,330714.28571428574
2014-01-21,332571.4285714286
2014-01-22,334428.5714285714
2014-01-23,336285.71428571426
2014-01-24,338142.85714285716
2014-01-25,340000.0
2014-01-26,338714.28571428574
2014-01-27,337428.5714285714
2014-01-28,336142.85714285716
2014-01-29,334857.14285714284
2014-01-30,333571.4285714286
2014-01-31,332285.71428571426
2014-02-01,331000.0
2014-02-02,331857.14285714284
2014-02-03,332714.28571428574
2014-02-04,333571.4285714286
2014-02-05,334428.5714285714
2014-02-06,335285.71428571426
2014-02-07,336142.85714285716
2014-02-08,337000.0
2014-02-09,336285.71428571426
2014-02-10,335571.4285714286
2014-02-11,334857.14285714284
2014-02-12,334142.85714285716
2014-02-13,333428.5714285714
2014-02-14,332714.28571428574
2014-02-15,332000.0
2014-02-16,333285.71428571426
2014-02-17,334571.4285714286
2014-02-18,335857.14285714284
2014-02-19,337142.85714285716
2014-02-20,338428.5714285714
2014-02-21,339714.28571428574
2014-02-22,341000.0
2014-02-23,337857.14285714284
2014-02-24,334714.28571428574
2014-02-25,331571.4285714286
2014-02-26,328428.5714285714
2014-02-27,325285.71428571426
2014-02-28,322142.85714285716
2014-03-01,319000.0
2014-03-02,319428.5714285714
2014-03-03,319857.14285714284
2014-03-04,320285.71428571426
2014-03-05,320714.28571428574
2014-03-06,321142.85714285716
2014-03-07,321571.4285714286
2014-03-08,322000.0
2014-03-09,321857.14285714284
2014-03-10,321714.28571428574
2014-03-11,321571.4285714286
2014-03-12,321428.5714285714
2014-03-13,321285.71428571426
2014-03-14,321142.85714285716
2014-03-15,321000.0
2014-03-16,319857.14285714284
2014-03-17,318714.28571428574
2014-03-18,317571.4285714286
2014-03-19,316428.5714285714
2014-03-20,315285.71428571426
2014-03-21,314142.85714285716
2014-03-22,313000.0
2014-03-23,315428.5714285714
2014-03-24,317857.14285714284
2014-03-25,320285.71428571426
2014-03-26,322714.28571428574
2014-03-27,325142.85714285716
2014-03-28,327571.4285714286
2014-03-29,330000.0
2014-03-30,327285.71428571426
2014-03-31,324571.4285714286
2014-04-01,321857.14285714284
2014-04-02,319142.85714285716
2014-04-03,316428.5714285714
2014-04-04,313714.28571428574
2014-04-05,311000.0
2014-04-06,310571.4285714286
2014-04-07,310142.85714285716
2014-04-08,309714.28571428574
2014-04-09,309285.71428571426
2014-04-10,308857.14285714284
2014-04-11,308428.5714285714
2014-04-12,308000.0
2014-04-13,310714.28571428574
2014-04-14,313428.5714285714
2014-04-15,316142.85714285716
2014-04-16,318857.14285714284
2014-04-17,321571.4285714286
2014-04-18,324285.71428571426
2014-04-19,327000.0
2014-04-20,329571.4285714286
2014-04-21,332142.85714285716
2014-04-22,334714.28571428574
2014-04-23,337285.71428571426
2014-04-24,339857.14285714284
2014-04-25,342428.5714285714
2014-04-26,345000.0
2014-04-27,342142.85714285716
2014-04-28,339285.71428571426
2014-04-29,336428.5714285714
2014-04-30,333571.4285714286
2014-05-01,330714.28571428574
2014-05-02,327857.14285714284
2014-05-03,325000.0
2014-05-04,321857.14285714284
2014-05-05,318714.28571428574
2014-05-06,315571.4285714286
2014-05-07,312428.5714285714
2014-05-08,309285.71428571426
2014-05-09,306142.85714285716
2014-05-10,303000.0
2014-05-11,306000.0
2014-05-12,309000.0
2014-05-13,312000.0
2014-05-14,315000.0
2014-05-15,318000.0
2014-05-16,321000.0
2014-05-17,324000.0
2014-05-18,321285.71428571426
2014-05-19,318571.4285714286
2014-05-20,315857.14285714284
2014-05-21,313142.85714285716
2014-05-22,310428.5714285714
2014-05-23,307714.28571428574
2014-05-24,305000.0
2014-05-25,306000.0
2014-05-26,307000.0
2014-05-27,308000.0
2014-05-28,309000.0
2014-05-29,310000.0
2014-05-30,311000.0
2014-05-31,312000.0
2014-06-01,312714.28571428574
2014-06-02,313428.5714285714
2014-06-03,314142.85714285716
2014-06-04,314857.14285714284
2014-06-05,315571.4285714286
2014-06-06,316285.71428571426
2014-06-07,317000.0
2014-06-08,316571.4285714286
2014-06-09,316142.85714285716
2014-06-10,315714.28571428574
2014-06-11,315285.71428571426
2014-06-12,314857.14285714284
2014-06-13,314428.5714285714
2014-06-14,314000.0
2014-06-15,314142.85714285716
2014-06-16,314285.71428571426
2014-06-17,314428.5714285714
2014-06-18,314571.4285714286
2014-06-19,314714.28571428574
2014-06-20,314857.14285714284
2014-06-21,315000.0
2014-06-22,314000.0
2014-06-23,313000.0
2014-06-24,312000.0
2014-06-25,311000.0
2014-06-26,310000.0
2014-06-27,309000.0
2014-06-28,308000.0
2014-06-29,307142.85714285716
2014-06-30,306285.71428571426
2014-07-01,305428.5714285714
2014-07-02,304571.4285714286
2014-07-03,303714.28571428574
2014-07-04,302857.14285714284
2014-07-05,302000.0
2014-07-06,302857.14285714284
2014-07-07,303714.28571428574
2014-07-08,304571.4285714286
2014-07-09,305428.5714285714
2014-07-10,306285.71428571426
2014-07-11,307142.85714285716
2014-07-12,308000.0
2014-07-13,306000.0
2014-07-14,304000.0
2014-07-15,302000.0
2014-07-16,300000.0
2014-07-17,298000.0
2014-07-18,296000.0
2014-07-19,294000.0
2014-07-20,295285.71428571426
2014-07-21,296571.4285714286
2014-07-22,297857.14285714284
2014-07-23,299142.85714285716
2014-07-24,300428.5714285714
2014-07-25,301714.28571428574
2014-07-26,303000.0
2014-07-27,301857.14285714284
2014-07-28,300714.28571428574
2014-07-29,299571.4285714286
2014-07-30,298428.5714285714
2014-07-31,297285.71428571426
2014-08-01,296142.85714285716
2014-08-02,295000.0
2014-08-03,297000.0
2014-08-04,299000.0
2014-08-05,301000.0
2014-08-06,303000.0
2014-08-07,305000.0
2014-08-08,307000.0
2014-08-09,309000.0
2014-08-10,308142.85714285716
2014-08-11,307285.71428571426
2014-08-12,306428.5714285714
2014-08-13,305571.4285714286
2014-08-14,304714.28571428574
2014-08-15,303857.14285714284
2014-08-16,303000.0
2014-08-17,302571.4285714286
2014-08-18,302142.85714285716
2014-08-19,301714.28571428574
2014-08-20,301285.71428571426
2014-08-21,300857.14285714284
2014-08-22,300428.5714285714
2014-08-23,300000.0
2014-08-24,300428.5714285714
2014-08-25,300857.14285714284
2014-08-26,301285.71428571426
2014-08-27,301714.28571428574
2014-08-28,302142.85714285716
2014-08-29,302571.4285714286
2014-08-30,303000.0
2014-08-31,303571.4285714286
2014-09-01,304142.85714285716
2014-09-02,304714.28571428574
2014-09-03,305285.71428571426
2014-09-04,305857.14285714284
2014-09-05,306428.5714285714
2014-09-06,307000.0
2014-09-07,304285.71428571426
2014-09-08,301571.4285714286
2014-09-09,298857.14285714284
2014-09-10,296142.85714285716
2014-09-11,293428.5714285714
2014-09-12,290714.28571428574
2014-09-13,288000.0
2014-09-14,289000.0
2014-09-15,290000.0
2014-09-16,291000.0
2014-09-17,292000.0
2014-09-18,293000.0
2014-09-19,294000.0
2014-09-20,295000.0
2014-09-21,294285.71428571426
2014-09-22,293571.4285714286
2014-09-23,292857.14285714284
2014-09-24,292142.85714285716
2014-09-25,291428.5714285714
2014-09-26,290714.28571428574
2014-09-27,290000.0
2014-09-28,290428.5714285714
2014-09-29,290857.14285714284
2014-09-30,291285.71428571426
2014-10-01,291714.28571428574
2014-10-02,292142.85714285716
2014-10-03,292571.4285714286
2014-10-04,293000.0
2014-10-05,291285.71428571426
2014-10-06,289571.4285714286
2014-10-07,287857.14285714284
2014-10-08,286142.85714285716
2014-10-09,284428.5714285714
2014-10-10,282714.28571428574
2014-10-11,281000.0
2014-10-12,282285.71428571426
2014-10-13,283571.4285714286
2014-10-14,284857.14285714284
2014-10-15,286142.85714285716
2014-10-16,287428.5714285714
2014-10-17,288714.28571428574
2014-10-18,290000.0
2014-10-19,290142.85714285716
2014-10-20,290285.71428571426
2014-10-21,290428.5714285714
2014-10-22,290571.4285714286
2014-10-23,290714.28571428574
2014-10-24,290857.14285714284
2014-10-25,291000.0
2014-10-26,289428.5714285714
2014-10-27,287857.14285714284
2014-10-28,286285.71428571426
2014-10-29,284714.28571428574
2014-10-30,283142.85714285716
2014-10-31,281571.4285714286
2014-11-01,280000.0
2014-11-02,281571.4285714286
2014-11-03,283142.85714285716
2014-11-04,284714.28571428574
2014-11-05,286285.71428571426
2014-11-06,287857.14285714284
2014-11-07,289428.5714285714
2014-11-08,291000.0
2014-11-09,291285.71428571426
2014-11-10,291571.4285714286
2014-11-11,291857.14285714284
2014-11-12,292142.85714285716
2014-11-13,292428.5714285714
2014-11-14,292714.28571428574
2014-11-15,293000.0
2014-11-16,294428.5714285714
2014-11-17,295857.14285714284
2014-11-18,297285.71428571426
2014-11-19,298714.28571428574
2014-11-20,300142.85714285716
2014-11-21,301571.4285714286
2014-11-22,303000.0
2014-11-23,301285.71428571426
2014-11-24,299571.4285714286
2014-11-25,297857.14285714284
2014-11-26,296142.85714285716
2014-11-27,294428.5714285714
2014-11-28,292714.28571428574
2014-11-29,291000.0
2014-11-30,291000.0
2014-12-01,291000.0
2014-12-02,291000.0
2014-12-03,291000.0
2014-12-04,291000.0
2014-12-05,291000.0
2014-12-06,291000.0
2014-12-07,290285.71428571426
2014-12-08,289571.4285714286
2014-12-09,288857.14285714284
2014-12-10,288142.85714285716
2014-12-11,287428.5714285714
2014-12-12,286714.28571428574
2014-12-13,286000.0
2014-12-14,284571.4285714286
2014-12-15,283142.85714285716
2014-12-16,281714.28571428574
2014-12-17,280285.71428571426
2014-12-18,278857.14285714284
2014-12-19,277428.5714285714
2014-12-20,276000.0
2014-12-21,277285.71428571426
2014-12-22,278571.4285714286
2014-12-23,279857.14285714284
2014-12-24,281142.85714285716
2014-12-25,282428.5714285714
2014-12-26,283714.28571428574
2014-12-27,285000.0
2014-12-28,286285.71428571426
2014-12-29,287571.4285714286
2014-12-30,288857.14285714284
2014-12-31,290142.85714285716
2015-01-01,291428.5714285714
2015-01-02,292714.28571428574
2015-01-03,294000.0
2015-01-04,295428.5714285714
2015-01-05,296857.14285714284
2015-01-06,298285.71428571426
2015-01-07,299714.28571428574
2015-01-08,301142.85714285716
2015-01-09,302571.4285714286
2015-01-10,304000.0
2015-01-11,303142.85714285716
2015-01-12,302285.71428571426
2015-01-13,301428.5714285714
2015-01-14,300571.4285714286
2015-01-15,299714.28571428574
2015-01-16,298857.14285714284
2015-01-17,298000.0
2015-01-18,292714.28571428574
2015-01-19,287428.5714285714
2015-01-20,282142.85714285716
2015-01-21,276857.14285714284
2015-01-22,271571.4285714286
2015-01-23,266285.7142857143
2015-01-24,261000.0
2015-01-25,263857.14285714284
2015-01-26,266714.28571428574
2015-01-27,269571.4285714286
2015-01-28,272428.5714285714
2015-01-29,275285.71428571426
2015-01-30,278142.85714285716
2015-01-31,281000.0
2015-02-01,283428.5714285714
2015-02-02,285857.14285714284
2015-02-03,288285.71428571426
2015-02-04,290714.28571428574
2015-02-05,293142.85714285716
2015-02-06,295571.4285714286
2015-02-07,298000.0
2015-02-08,296142.85714285716
2015-02-09,294285.71428571426
2015-02-10,292428.5714285714
2015-02-11,290571.4285714286
2015-02-12,288714.28571428574
2015-02-13,286857.14285714284
2015-02-14,285000.0
2015-02-15,287857.14285714284
2015-02-16,290714.28571428574
2015-02-17,293571.4285714286
2015-02-18,296428.5714285714
2015-02-19,299285.71428571426
2015-02-20,302142.85714285716
2015-02-21,305000.0
2015-02-22,306714.28571428574
2015-02-23,308428.5714285714
2015-02-24,310142.85714285716
2015-02-25,311857.14285714284
2015-02-26,313571.4285714286
2015-02-27,315285.71428571426
2015-02-28,317000.0
2015-03-01,313571.4285714286
2015-03-02,310142.85714285716
2015-03-03,306714.28571428574
2015-03-04,303285.71428571426
2015-03-05,299857.14285714284
2015-03-06,296428.5714285714
2015-03-07,293000.0
2015-03-08,292571.4285714286
2015-03-09,292142.85714285716
2015-03-10,291714.28571428574
2015-03-11,291285.71428571426
2015-03-12,290857.14285714284
2015-03-13,290428.5714285714
2015-03-14,290000.0
2015-03-15,289142.85714285716
2015-03-16,288285.71428571426
2015-03-17,287428.5714285714
2015-03-18,286571.4285714286
2015-03-19,285714.28571428574
2015-03-20,284857.14285714284
2015-03-21,284000.0
2015-03-22,281857.14285714284
2015-03-23,279714.28571428574
2015-03-24,277571.4285714286
2015-03-25,275428.5714285714
2015-03-26,273285.71428571426
2015-03-27,271142.85714285716
2015-03-28,269000.0
2015-03-29,270857.14285714284
2015-03-30,272714.28571428574
2015-03-31,274571.4285714286
2015-04-01,276428.5714285714
2015-04-02,278285.71428571426
2015-04-03,280142.85714285716
2015-04-04,282000.0
2015-04-05,284285.71428571426
2015-04-06,286571.4285714286
2015-04-07,288857.14285714284
2015-04-08,291142.85714285716
2015-04-09,293428.5714285714
2015-04-10,295714.28571428574
2015-04-11,298000.0
2015-04-12,297571.4285714286
2015-04-13,297142.85714285716
2015-04-14,296714.28571428574
2015-04-15,296285.71428571426
2015-04-16,295857.14285714284
2015-04-17,295428.5714285714
2015-04-18,295000.0
2015-04-19,291285.71428571426
2015-04-20,287571.4285714286
2015-04-21,283857.14285714284
2015-04-22,280142.85714285716
2015-04-23,276428.5714285714
2015-04-24,272714.28571428574
2015-04-25,269000.0
2015-04-26,268714.28571428574
2015-04-27,268428.5714285714
2015-04-28,268142.85714285716
2015-04-29,267857.14285714284
2015-04-30,267571.4285714286
2015-05-01,267285.71428571426
2015-05-02,267000.0
2015-05-03,267571.4285714286
2015-05-04,268142.85714285716
2015-05-05,268714.28571428574
2015-05-06,269285.71428571426
2015-05-07,269857.14285714284
2015-05-08,270428.5714285714
2015-05-09,271000.0
2015-05-10,271714.28571428574
2015-05-11,272428.5714285714
2015-05-12,273142.85714285716
2015-05-13,273857.14285714284
2015-05-14,274571.4285714286
2015-05-15,275285.71428571426
2015-05-16,276000.0
2015-05-17,276714.28571428574
2015-05-18,277428.5714285714
2015-05-19,278142.85714285716
2015-05-20,278857.14285714284
2015-05-21,279571.4285714286
2015-05-22,280285.71428571426
2015-05-23,281000.0
2015-05-24,280142.85714285716
2015-05-25,279285.71428571426
2015-05-26,278428.5714285714
2015-05-27,277571.4285714286
2015-05-28,276714.28571428574
2015-05-29,275857.14285714284
2015-05-30,275000.0
2015-05-31,275428.5714285714
2015-06-01,275857.14285714284
2015-06-02,276285.71428571426
2015-06-03,276714.28571428574
2015-06-04,277142.85714285716
2015-06-05,277571.4285714286
2015-06-06,278000.0
2015-06-07,276714.28571428574
2015-06-08,275428.5714285714
2015-06-09,274142.85714285716
2015-06-10,272857.14285714284
2015-06-11,271571.4285714286
2015-06-12,270285.71428571426
2015-06-13,269000.0
2015-06-14,269571.4285714286
2015-06-15,270142.85714285716
2015-06-16,270714.28571428574
2015-06-17,271285.71428571426
2015-06-18,271857.14285714284
2015-06-19,272428.5714285714
2015-06-20,273000.0
2015-06-21,273285.71428571426
2015-06-22,273571.4285714286
2015-06-23,273857.14285714284
2015-06-24,274142.85714285716
2015-06-25,274428.5714285714
2015-06-26,274714.28571428574
2015-06-27,275000.0
2015-06-28,277428.5714285714
2015-06-29,279857.14285714284
2015-06-30,282285.71428571426
2015-07-01,284714.28571428574
2015-07-02,287142.85714285716
2015-07-03,289571.4285714286
2015-07-04,292000.0
2015-07-05,291000.0
2015-07-06,290000.0
2015-07-07,289000.0
2015-07-08,288000.0
2015-07-09,287000.0
2015-07-10,286000.0
2015-07-11,285000.0
2015-07-12,282142.85714285716
2015-07-13,279285.71428571426
2015-07-14,276428.5714285714
2015-07-15,273571.4285714286
2015-07-16,270714.28571428574
2015-07-17,267857.14285714284
2015-07-18,265000.0
2015-07-19,265571.4285714286
2015-07-20,266142.85714285716
2015-07-21,266714.28571428574
2015-07-22,267285.71428571426
2015-07-23,267857.14285714284
2015-07-24,268428.5714285714
2015-07-25,269000.0
2015-07-26,269142.85714285716
2015-07-27,269285.71428571426
2015-07-28,269428.5714285714
2015-07-29,269571.4285714286
2015-07-30,269714.28571428574
2015-07-31,269857.14285714284
2015-08-01,270000.0
2015-08-02,270571.4285714286
2015-08-03,271142.85714285716
2015-08-04,271714.28571428574
2015-08-05,272285.71428571426
2015-08-06,272857.14285714284
2015-08-07,273428.5714285714
2015-08-08,274000.0
2015-08-09,274714.28571428574
2015-08-10,275428.5714285714
2015-08-11,276142.85714285716
2015-08-12,276857.14285714284
2015-08-13,277571.4285714286
2015-08-14,278285.71428571426
2015-08-15,279000.0
2015-08-16,278285.71428571426
2015-08-17,277571.4285714286
2015-08-18,276857.14285714284
2015-08-19,276142.85714285716
2015-08-20,275428.5714285714
2015-08-21,274714.28571428574
2015-08-22,274000.0
2015-08-23,274714.28571428574
2015-08-24,275428.5714285714
2015-08-25,276142.85714285716
2015-08-26,276857.14285714284
2015-08-27,277571.4285714286
2015-08-28,278285.71428571426
2015-08-29,279000.0
2015-08-30,278142.85714285716
2015-08-31,277285.71428571426
2015-09-01,276428.5714285714
2015-09-02,275571.4285714286
2015-09-03,274714.28571428574
2015-09-04,273857.14285714284
2015-09-05,273000.0
2015-09-06,271714.28571428574
2015-09-07,270428.5714285714
2015-09-08,269142.85714285716
2015-09-09,267857.14285714284
2015-09-10,266571.4285714286
2015-09-11,265285.71428571426
2015-09-12,264000.0
2015-09-13,264714.28571428574
2015-09-14,265428.5714285714
2015-09-15,266142.85714285716
2015-09-16,266857.14285714284
2015-09-17,267571.4285714286
2015-09-18,268285.71428571426
2015-09-19,269000.0
2015-09-20,269428.5714285714
2015-09-21,269857.14285714284
2015-09-22,270285.71428571426
2015-09-23,270714.28571428574
2015-09-24,271142.85714285716
2015-09-25,271571.4285714286
2015-09-26,272000.0
2015-09-27,271285.71428571426
2015-09-28,270571.4285714286
2015-09-29,269857.14285714284
2015-09-30,269142.85714285716
2015-10-01,268428.5714285714
2015-10-02,267714.28571428574
2015-10-03,267000.0
2015-10-04,266714.28571428574
2015-10-05,266428.5714285714
2015-10-06,266142.85714285716
2015-10-07,265857.14285714284
2015-10-08,265571.4285714286
2015-10-09,265285.71428571426
2015-10-10,265000.0
2015-10-11,264857.14285714284
2015-10-12,264714.28571428574
2015-10-13,264571.4285714286
2015-10-14,264428.5714285714
2015-10-15,264285.71428571426
2015-10-16,264142.85714285716
2015-10-17,264000.0
2015-10-18,264000.0
2015-10-19,264000.0
2015-10-20,264000.0
2015-10-21,264000.0
2015-10-22,264000.0
2015-10-23,264000.0
2015-10-24,264000.0
2015-10-25,265571.4285714286
2015-10-26,267142.85714285716
2015-10-27,268714.28571428574
2015-10-28,270285.71428571426
2015-10-29,271857.14285714284
2015-10-30,273428.5714285714
2015-10-31,275000.0
2015-11-01,275142.85714285716
2015-11-02,275285.71428571426
2015-11-03,275428.5714285714
2015-11-04,275571.4285714286
2015-11-05,275714.28571428574
2015-11-06,275857.14285714284
2015-11-07,276000.0
2015-11-08,275428.5714285714
2015-11-09,274857.14285714284
2015-11-10,274285.71428571426
2015-11-11,273714.28571428574
2015-11-12,273142.85714285716
2015-11-13,272571.4285714286
2015-11-14,272000.0
2015-11-15,270428.5714285714
2015-11-16,268857.14285714284
2015-11-17,267285.71428571426
2015-11-18,265714.28571428574
2015-11-19,264142.85714285716
2015-11-20,262571.4285714286
2015-11-21,261000.0
2015-11-22,261571.42857142858
2015-11-23,262142.85714285713
2015-11-24,262714.28571428574
2015-11-25,263285.71428571426
2015-11-26,263857.14285714284
2015-11-27,264428.5714285714
2015-11-28,265000.0
2015-11-29,267142.85714285716
2015-11-30,269285.71428571426
2015-12-01,271428.5714285714
2015-12-02,273571.4285714286
2015-12-03,275714.28571428574
2015-12-04,277857.14285714284
2015-12-05,280000.0
2015-12-06,278285.71428571426
2015-12-07,276571.4285714286
2015-12-08,274857.14285714284
2015-12-09,273142.85714285716
2015-12-10,271428.5714285714
2015-12-11,269714.28571428574
2015-12-12,268000.0
2015-12-13,266857.14285714284
2015-12-14,265714.28571428574
2015-12-15,264571.4285714286
2015-12-16,263428.5714285714
2015-12-17,262285.71428571426
2015-12-18,261142.85714285713
