Date,Open,High,Low,Close,Volume
2013-04-15,73.6500015258789,73.81999969482422,72.37000274658203,72.37000274658203,3345500
2013-04-16,72.88999938964844,73.6500015258789,72.33999633789062,73.56999969482422,3296300
2013-04-17,73.30000305175781,73.37999725341797,72.2699966430664,72.79000091552734,3039700
2013-04-18,72.94999694824219,73.0199966430664,72.33000183105469,72.68000030517578,2616900
2013-04-19,72.94999694824219,73.8499984741211,72.76000213623047,73.80000305175781,1621200
2013-04-22,74.01000213623047,74.08000183105469,73.27999877929688,73.69999694824219,2638500
2013-04-23,74.05999755859375,74.26000213623047,73.58000183105469,74.11000061035156,3312300
2013-04-24,74.18000030517578,74.4000015258789,73.94999694824219,74.2699966430664,1750700
2013-04-25,74.37000274658203,74.41000366210938,73.62000274658203,74.0199966430664,2981700
2013-04-26,73.94999694824219,74.27999877929688,73.70999908447266,73.77999877929688,2601000
2013-04-29,74.36000061035156,74.47000122070312,73.8499984741211,74.41000366210938,1889800
2013-04-30,74.44999694824219,75.29000091552734,74.37000274658203,75.27999877929688,2439700
2013-05-01,75.38999938964844,75.43000030517578,74.52999877929688,74.68000030517578,6260100
2013-05-02,74.79000091552734,75.47000122070312,74.79000091552734,75.16999816894531,2590600
2013-05-03,75.68000030517578,75.87000274658203,75.31999969482422,75.47000122070312,2878800
2013-05-06,75.4800033569336,75.91999816894531,75.4800033569336,75.86000061035156,2427700
2013-05-07,75.97000122070312,76.31999969482422,75.70999908447266,76.27999877929688,2442800
2013-05-08,76.19000244140625,76.4800033569336,75.9000015258789,76.31999969482422,2703100
2013-05-09,76.1500015258789,76.33999633789062,75.70999908447266,75.81999969482422,2255800
2013-05-10,76.04000091552734,76.16999816894531,75.75,76.0999984741211,1706300
2013-05-13,76.05999755859375,76.51000213623047,76.04000091552734,76.45999908447266,2114100
2013-05-14,76.4800033569336,76.94999694824219,76.44999694824219,76.73999786376953,2081600
2013-05-15,76.80000305175781,77.5,76.44000244140625,77.5,2836800
2013-05-16,77.38999938964844,77.70999908447266,76.86000061035156,77.0999984741211,2485200
2013-05-17,77.29000091552734,77.56999969482422,77.05000305175781,77.52999877929688,1717700
2013-05-20,77.66000366210938,77.7699966430664,77.37000274658203,77.70999908447266,2534100
2013-05-21,77.9000015258789,78.33000183105469,77.87000274658203,78.1500015258789,2321300
2013-05-22,78.02999877929688,78.86000061035156,75.75,76.25,5514100
2013-05-23,75.62999725341797,75.62999725341797,74.3499984741211,74.81999969482422,5071800
2013-05-24,74.55999755859375,74.77999877929688,73.77999877929688,74.62999725341797,3020000
2013-05-28,75.48999786376953,75.5999984741211,73.55000305175781,73.98999786376953,3666200
2013-05-29,73.41000366210938,73.47000122070312,71.54000091552734,72.41999816894531,5983200
2013-05-30,72.30999755859375,72.94999694824219,71.66000366210938,71.73999786376953,3753500
2013-05-31,71.4800033569336,72.16000366210938,70.75,70.77999877929688,6474200
2013-06-03,70.76000213623047,71.5,70.0999984741211,71.18000030517578,6934600
2013-06-04,71.27999877929688,71.4800033569336,70.19000244140625,70.19000244140625,4116400
2013-06-05,70.05000305175781,70.47000122070312,69.4000015258789,69.61000061035156,4197000
2013-06-06,69.66000366210938,70.80999755859375,69.1500015258789,70.7300033569336,5111000
2013-06-07,70.94999694824219,71.12999725341797,69.75,70.73999786376953,3588900
2013-06-10,70.9000015258789,70.95999908447266,69.9800033569336,70.12999725341797,3347500
2013-06-11,69.3499984741211,69.94999694824219,69.05999755859375,69.08999633789062,4747000
2013-06-12,69.4800033569336,69.62000274658203,67.93000030517578,68.1500015258789,3558600
2013-06-13,67.86000061035156,70.13999938964844,67.80000305175781,69.91999816894531,4603500
2013-06-14,69.98999786376953,71.04000091552734,69.73999786376953,70.18000030517578,3547000
2013-06-17,70.69000244140625,71.08000183105469,69.93000030517578,70.37999725341797,4148100
2013-06-18,70.48999786376953,71.19999694824219,70.0999984741211,70.73999786376953,4303700
2013-06-19,70.51000213623047,70.93000030517578,68.3499984741211,68.56999969482422,4929600
2013-06-20,67.77999877929688,67.91000366210938,65.38999938964844,65.72000122070312,8148100
2013-06-21,66.2300033569336,67.16999816894531,65.41000366210938,66.61000061035156,7812200
2013-06-24,64.83000183105469,67.0999984741211,64.27999877929688,65.68000030517578,8414700
2013-06-25,66.44000244140625,67.18000030517578,65.69000244140625,66.77999877929688,11383300
2013-06-26,67.52999877929688,67.97000122070312,67.33000183105469,67.79000091552734,6721700
2013-06-27,68.33999633789062,69.18000030517578,68.20999908447266,69.1500015258789,5114900
2013-06-28,68.88999938964844,69.3499984741211,68.38999938964844,68.72000122070312,6234200
2013-07-01,69.26000213623047,69.52999877929688,68.37000274658203,68.56999969482422,3141000
2013-07-02,68.66999816894531,69.68000030517578,67.91999816894531,69.62000274658203,3707600
2013-07-03,69.38999938964844,69.38999938964844,68.33999633789062,69.16000366210938,2446400
2013-07-05,69.1500015258789,69.26000213623047,67.37000274658203,68.83000183105469,2506100
2013-07-08,69.08999633789062,69.55999755859375,68.83999633789062,68.9000015258789,2918000
2013-07-09,69.30000305175781,70.13999938964844,68.97000122070312,69.87999725341797,1955900
2013-07-10,69.87000274658203,70.08000183105469,69.3499984741211,69.91000366210938,3267800
2013-07-11,70.94999694824219,71.66999816894531,70.72000122070312,71.5999984741211,3844300
2013-07-12,71.83000183105469,71.9000015258789,70.87999725341797,71.16000366210938,3398200
2013-07-15,71.37999725341797,71.69000244140625,71.04000091552734,71.45999908447266,2942200
2013-07-16,71.37999725341797,71.80000305175781,71.30999755859375,71.51000213623047,2946400
2013-07-17,71.83000183105469,71.97000122070312,71.41999816894531,71.7699966430664,2209600
2013-07-18,72.08999633789062,72.41000366210938,71.7699966430664,72.37999725341797,1931600
2013-07-19,72.30999755859375,72.51000213623047,72.0199966430664,72.33000183105469,1864400
2013-07-22,72.37999725341797,72.69000244140625,72.0999984741211,72.55000305175781,1934800
2013-07-23,72.77999877929688,72.86000061035156,72.20999908447266,72.47000122070312,1402800
2013-07-24,72.5999984741211,72.69999694824219,70.56999969482422,71.05999755859375,3115300
2013-07-25,70.98999786376953,71.27999877929688,70.58999633789062,71.16999816894531,1760800
2013-07-26,70.94999694824219,71.3499984741211,70.66000366210938,71.2300033569336,1586800
2013-07-29,71.06999969482422,71.4000015258789,70.58999633789062,70.69999694824219,3562300
2013-07-30,70.9000015258789,71.33000183105469,70.25,70.48999786376953,2362600
2013-07-31,70.33000183105469,70.7300033569336,68.7699966430664,69.33999633789062,3443900
2013-08-01,69.61000061035156,69.80999755859375,68.88999938964844,69.06999969482422,3445000
2013-08-02,69.23999786376953,69.3499984741211,68.70999908447266,68.7300033569336,2578300
2013-08-05,68.54000091552734,68.9800033569336,68.47000122070312,68.68000030517578,2831300
2013-08-06,68.5999984741211,68.97000122070312,68.33000183105469,68.44000244140625,3889300
2013-08-07,68.63999938964844,68.69999694824219,67.91999816894531,68.26000213623047,2021200
2013-08-08,68.47000122070312,68.63999938964844,67.93000030517578,68.29000091552734,2476400
2013-08-09,68.19999694824219,69.27999877929688,68.0999984741211,68.88999938964844,2893000
2013-08-12,68.80999755859375,68.80999755859375,68.08999633789062,68.4000015258789,2709000
2013-08-13,68.4000015258789,68.5,67.2699966430664,67.45999908447266,3778200
2013-08-14,67.4000015258789,67.62000274658203,67.1500015258789,67.19999694824219,2538300
2013-08-15,66.6500015258789,66.81999969482422,65.72000122070312,65.97000122070312,3630500
2013-08-16,65.91999816894531,65.91999816894531,64.23999786376953,64.3499984741211,4256700
2013-08-19,64.37999725341797,64.37999725341797,63.470001220703125,63.5,4763500
2013-08-20,63.869998931884766,65.22000122070312,63.650001525878906,64.94000244140625,4124500
2013-08-21,64.36000061035156,65.81999969482422,64.0,64.79000091552734,4437200
2013-08-22,64.94999694824219,65.20999908447266,64.43000030517578,65.18000030517578,2499500
2013-08-23,65.22000122070312,65.87999725341797,64.94000244140625,65.86000061035156,2917800
2013-08-26,65.86000061035156,66.0,65.47000122070312,65.66999816894531,2925200
2013-08-27,65.08999633789062,65.73999786376953,65.0,65.3499984741211,3355100
2013-08-28,65.47000122070312,65.47000122070312,64.80999755859375,64.94999694824219,2142600
2013-08-29,64.7699966430664,65.05999755859375,64.4800033569336,65.05000305175781,2334600
2013-08-30,65.20999908447266,65.47000122070312,64.41000366210938,64.5,3852400
2013-09-03,64.75,64.98999786376953,63.400001525878906,63.939998626708984,6455100
2013-09-04,64.0,64.70999908447266,63.709999084472656,64.48999786376953,4261500
2013-09-05,64.55000305175781,64.55000305175781,63.7400016784668,63.810001373291016,3024700
2013-09-06,64.38999938964844,65.37999725341797,64.38999938964844,64.80000305175781,4582200
2013-09-09,64.87000274658203,66.1500015258789,64.83000183105469,66.1500015258789,3579700
