Date,Technical Analysis
2016-06-09,39.0
2016-06-10,25.35
2016-06-11,5.8500000000000005
2016-06-12,0.0
2016-06-13,4.68
2016-06-14,18.72
2016-06-15,14.43
2016-06-16,14.43
2016-06-17,9.75
2016-06-18,5.8500000000000005
2016-06-19,17.94
2016-06-20,14.43
2016-06-21,19.5
2016-06-22,0.0
2016-06-23,5.07
2016-06-24,24.57
2016-06-25,5.8500000000000005
2016-06-26,11.700000000000001
2016-06-27,9.36
2016-06-28,19.11
2016-06-29,14.82
2016-06-30,14.82
2016-07-01,16.169999999999998
2016-07-02,0.0
2016-07-03,19.6
2016-07-04,9.31
2016-07-05,17.15
2016-07-06,15.68
2016-07-07,24.009999999999998
2016-07-08,7.84
2016-07-09,18.62
2016-07-10,9.31
2016-07-11,49.0
2016-07-12,48.51
2016-07-13,16.169999999999998
2016-07-14,23.52
2016-07-15,0.0
2016-07-16,19.11
2016-07-17,9.31
2016-07-18,15.68
2016-07-19,23.52
2016-07-20,0.0
2016-07-21,7.84
2016-07-22,41.16
2016-07-23,18.13
2016-07-24,0.0
2016-07-25,23.52
2016-07-26,7.84
2016-07-27,15.68
2016-07-28,31.849999999999998
2016-07-29,16.169999999999998
2016-07-30,9.31
2016-07-31,27.439999999999998
2016-08-01,13.64
2016-08-02,17.16
2016-08-03,37.84
2016-08-04,21.12
2016-08-05,29.48
2016-08-06,12.76
2016-08-07,33.44
2016-08-08,17.6
2016-08-09,14.08
2016-08-10,14.08
2016-08-11,44.0
2016-08-12,14.52
2016-08-13,16.72
2016-08-14,25.52
2016-08-15,7.04
2016-08-16,18.04
2016-08-17,14.52
2016-08-18,11.0
2016-08-19,14.96
2016-08-20,8.36
2016-08-21,8.8
2016-08-22,7.04
2016-08-23,18.04
2016-08-24,17.6
2016-08-25,26.84
2016-08-26,27.28
2016-08-27,15.84
2016-08-28,23.76
2016-08-29,6.6
2016-08-30,13.2
2016-08-31,13.2
2016-09-01,28.6
2016-09-02,19.8
2016-09-03,11.0
2016-09-04,22.88
2016-09-05,10.56
2016-09-06,32.56
2016-09-07,22.88
2016-09-08,23.32
2016-09-09,23.76
2016-09-10,44.0
2016-09-11,26.4
2016-09-12,18.48
2016-09-13,27.28
2016-09-14,18.48
2016-09-15,27.72
2016-09-16,24.2
2016-09-17,11.0
2016-09-18,15.84
2016-09-19,31.68
2016-09-20,22.88
2016-09-21,32.12
2016-09-22,28.16
2016-09-23,19.36
2016-09-24,33.88
2016-09-25,11.0
2016-09-26,36.08
2016-09-27,9.24
2016-09-28,23.32
2016-09-29,14.08
2016-09-30,14.52
2016-10-01,6.72
2016-10-02,0.0
2016-10-03,14.399999999999999
2016-10-04,22.56
2016-10-05,11.52
2016-10-06,22.56
2016-10-07,14.399999999999999
2016-10-08,17.28
2016-10-09,10.08
2016-10-10,11.52
2016-10-11,11.52
2016-10-12,20.16
2016-10-13,14.399999999999999
2016-10-14,48.0
2016-10-15,10.559999999999999
2016-10-16,13.44
2016-10-17,20.16
2016-10-18,28.32
2016-10-19,14.399999999999999
2016-10-20,14.399999999999999
2016-10-21,17.759999999999998
2016-10-22,43.68
2016-10-23,27.84
2016-10-24,11.52
2016-10-25,31.2
2016-10-26,22.56
2016-10-27,11.04
2016-10-28,17.759999999999998
2016-10-29,13.92
2016-10-30,10.08
2016-10-31,11.52
2016-11-01,9.200000000000001
2016-11-02,26.220000000000002
2016-11-03,8.74
2016-11-04,18.400000000000002
2016-11-05,32.660000000000004
2016-11-06,36.800000000000004
2016-11-07,30.360000000000003
2016-11-08,29.44
2016-11-09,10.58
2016-11-10,35.42
2016-11-11,27.6
2016-11-12,16.1
2016-11-13,15.64
2016-11-14,22.080000000000002
2016-11-15,30.360000000000003
2016-11-16,26.68
2016-11-17,27.14
2016-11-18,36.800000000000004
2016-11-19,32.2
2016-11-20,10.58
2016-11-21,35.42
2016-11-22,17.94
2016-11-23,33.58
2016-11-24,21.16
2016-11-25,28.98
2016-11-26,15.180000000000001
2016-11-27,10.120000000000001
2016-11-28,28.52
2016-11-29,20.240000000000002
2016-11-30,46.0
2016-12-01,40.7
2016-12-02,55.00000000000001
2016-12-03,15.950000000000001
2016-12-04,30.250000000000004
2016-12-05,28.05
2016-12-06,25.3
2016-12-07,35.2
2016-12-08,30.800000000000004
2016-12-09,32.45
2016-12-10,27.500000000000004
2016-12-11,10.450000000000001
2016-12-12,47.85
2016-12-13,39.050000000000004
2016-12-14,22.0
2016-12-15,31.35
2016-12-16,23.650000000000002
2016-12-17,11.0
2016-12-18,16.5
2016-12-19,28.05
2016-12-20,14.3
2016-12-21,39.050000000000004
2016-12-22,20.35
2016-12-23,25.85
2016-12-24,11.55
2016-12-25,18.700000000000003
2016-12-26,32.45
2016-12-27,19.25
2016-12-28,14.850000000000001
2016-12-29,19.8
2016-12-30,35.2
2016-12-31,15.950000000000001
2017-01-01,17.6
2017-01-02,7.48
2017-01-03,36.52
2017-01-04,29.04
2017-01-05,14.52
2017-01-06,25.52
2017-01-07,8.36
2017-01-08,8.36
2017-01-09,17.6
2017-01-10,14.08
2017-01-11,21.12
2017-01-12,14.08
2017-01-13,10.56
2017-01-14,12.32
2017-01-15,20.24
2017-01-16,7.48
2017-01-17,24.2
2017-01-18,20.68
2017-01-19,24.2
2017-01-20,20.68
2017-01-21,16.28
2017-01-22,11.88
2017-01-23,33.44
2017-01-24,24.2
2017-01-25,27.72
2017-01-26,37.84
2017-01-27,21.56
2017-01-28,25.080000000000002
2017-01-29,24.64
2017-01-30,33.88
2017-01-31,44.0
2017-02-01,29.150000000000002
2017-02-02,29.700000000000003
2017-02-03,30.800000000000004
2017-02-04,12.100000000000001
2017-02-05,23.650000000000002
2017-02-06,23.650000000000002
2017-02-07,39.050000000000004
2017-02-08,39.6
2017-02-09,55.00000000000001
2017-02-10,46.2
2017-02-11,42.900000000000006
2017-02-12,23.650000000000002
2017-02-13,43.45
2017-02-14,25.3
2017-02-15,25.3
2017-02-16,19.8
2017-02-17,29.700000000000003
2017-02-18,17.6
2017-02-19,24.750000000000004
2017-02-20,25.85
2017-02-21,14.850000000000001
2017-02-22,9.9
2017-02-23,9.9
2017-02-24,20.35
2017-02-25,29.700000000000003
2017-02-26,23.1
2017-02-27,46.2
2017-02-28,18.700000000000003
2017-03-01,24.36
2017-03-02,38.86
2017-03-03,26.099999999999998
2017-03-04,26.099999999999998
2017-03-05,13.34
2017-03-06,24.36
2017-03-07,44.66
2017-03-08,36.54
2017-03-09,14.499999999999998
2017-03-10,44.66
2017-03-11,26.099999999999998
2017-03-12,20.299999999999997
2017-03-13,47.559999999999995
2017-03-14,25.52
2017-03-15,36.54
2017-03-16,22.04
2017-03-17,30.74
2017-03-18,57.99999999999999
2017-03-19,30.74
2017-03-20,14.499999999999998
2017-03-21,25.52
2017-03-22,26.099999999999998
2017-03-23,26.099999999999998
2017-03-24,15.079999999999998
2017-03-25,13.34
2017-03-26,30.74
2017-03-27,47.559999999999995
2017-03-28,29.58
2017-03-29,11.02
2017-03-30,37.699999999999996
2017-03-31,26.68
2017-04-01,27.729999999999997
2017-04-02,11.209999999999999
2017-04-03,53.69
2017-04-04,17.7
2017-04-05,59.0
2017-04-06,22.419999999999998
2017-04-07,37.76
2017-04-08,39.53
2017-04-09,17.11
2017-04-10,37.169999999999995
2017-04-11,50.739999999999995
2017-04-12,32.449999999999996
2017-04-13,18.88
2017-04-14,50.739999999999995
2017-04-15,23.009999999999998
2017-04-16,23.599999999999998
2017-04-17,32.449999999999996
2017-04-18,27.139999999999997
2017-04-19,22.419999999999998
2017-04-20,46.019999999999996
2017-04-21,23.599999999999998
2017-04-22,33.629999999999995
2017-04-23,16.52
2017-04-24,40.71
2017-04-25,22.419999999999998
2017-04-26,44.839999999999996
2017-04-27,45.43
2017-04-28,37.76
2017-04-29,33.04
2017-04-30,33.04
2017-05-01,17.02
2017-05-02,28.98
2017-05-03,17.02
2017-05-04,29.900000000000002
2017-05-05,26.68
2017-05-06,21.16
2017-05-07,26.220000000000002
2017-05-08,26.220000000000002
2017-05-09,34.5
2017-05-10,26.220000000000002
2017-05-11,39.56
2017-05-12,45.54
2017-05-13,21.62
2017-05-14,33.120000000000005
2017-05-15,46.0
2017-05-16,32.660000000000004
2017-05-17,0.0
2017-05-18,23.0
2017-05-19,28.98
2017-05-20,17.02
2017-05-21,22.540000000000003
2017-05-22,13.8
2017-05-23,31.28
2017-05-24,37.260000000000005
2017-05-25,28.060000000000002
2017-05-26,44.620000000000005
2017-05-27,0.0
2017-05-28,23.46
2017-05-29,22.080000000000002
2017-05-30,18.400000000000002
2017-05-31,31.28
2017-06-01,32.48
2017-06-02,38.86
2017-06-03,32.48
2017-06-04,18.56
2017-06-05,41.76
2017-06-06,30.74
2017-06-07,36.54
2017-06-08,26.099999999999998
2017-06-09,44.08
2017-06-10,12.76
2017-06-11,13.34
2017-06-12,15.659999999999998
2017-06-13,15.659999999999998
2017-06-14,52.199999999999996
2017-06-15,38.279999999999994
2017-06-16,33.059999999999995
2017-06-17,57.99999999999999
2017-06-18,25.52
2017-06-19,36.54
2017-06-20,45.239999999999995
2017-06-21,35.379999999999995
2017-06-22,46.4
2017-06-23,41.18
2017-06-24,24.36
2017-06-25,38.279999999999994
2017-06-26,37.699999999999996
2017-06-27,32.48
2017-06-28,11.02
2017-06-29,16.82
2017-06-30,34.22
2017-07-01,28.000000000000004
2017-07-02,43.68000000000001
2017-07-03,6.16
2017-07-04,56.00000000000001
2017-07-05,37.52
2017-07-06,24.080000000000002
2017-07-07,24.080000000000002
2017-07-08,20.160000000000004
2017-07-09,20.720000000000002
2017-07-10,29.680000000000003
2017-07-11,23.520000000000003
2017-07-12,11.760000000000002
2017-07-13,0.0
2017-07-14,11.760000000000002
2017-07-15,20.720000000000002
2017-07-16,14.000000000000002
2017-07-17,6.16
2017-07-18,23.520000000000003
2017-07-19,23.520000000000003
2017-07-20,11.760000000000002
2017-07-21,24.080000000000002
2017-07-22,6.720000000000001
2017-07-23,6.720000000000001
2017-07-24,17.360000000000003
2017-07-25,17.92
2017-07-26,0.0
2017-07-27,17.360000000000003
2017-07-28,6.16
2017-07-29,6.720000000000001
2017-07-30,6.720000000000001
2017-07-31,17.360000000000003
2017-08-01,23.18
2017-08-02,40.26
2017-08-03,46.97
2017-08-04,19.52
2017-08-05,22.57
2017-08-06,22.57
2017-08-07,40.87
2017-08-08,58.56
2017-08-09,46.97
2017-08-10,34.16
2017-08-11,29.28
2017-08-12,16.47
2017-08-13,44.53
2017-08-14,43.31
2017-08-15,28.669999999999998
2017-08-16,9.76
2017-08-17,37.82
2017-08-18,14.64
2017-08-19,28.06
2017-08-20,49.41
2017-08-21,35.38
2017-08-22,61.0
2017-08-23,42.699999999999996
2017-08-24,32.94
2017-08-25,33.55
2017-08-26,32.94
2017-08-27,15.86
2017-08-28,32.94
2017-08-29,41.48
2017-08-30,14.03
2017-08-31,42.089999999999996
2017-09-01,33.660000000000004
2017-09-02,44.88
2017-09-03,51.480000000000004
2017-09-04,30.360000000000003
2017-09-05,42.24
2017-09-06,40.92
2017-09-07,63.36
2017-09-08,64.02
2017-09-09,25.080000000000002
2017-09-10,48.84
2017-09-11,37.620000000000005
2017-09-12,37.620000000000005
2017-09-13,42.9
2017-09-14,53.46
2017-09-15,66.0
2017-09-16,19.14
2017-09-17,43.56
2017-09-18,36.96
2017-09-19,58.080000000000005
2017-09-20,36.96
2017-09-21,37.620000000000005
2017-09-22,38.940000000000005
2017-09-23,26.400000000000002
2017-09-24,64.02
2017-09-25,53.46
2017-09-26,21.12
2017-09-27,53.46
2017-09-28,27.060000000000002
2017-09-29,27.720000000000002
2017-09-30,52.800000000000004
2017-10-01,36.4
2017-10-02,29.25
2017-10-03,37.7
2017-10-04,29.900000000000002
2017-10-05,25.35
2017-10-06,17.55
2017-10-07,20.8
2017-10-08,19.5
2017-10-09,29.25
2017-10-10,33.15
2017-10-11,25.35
2017-10-12,42.25
2017-10-13,22.1
2017-10-14,36.4
2017-10-15,29.900000000000002
2017-10-16,29.25
2017-10-17,42.9
2017-10-18,65.0
2017-10-19,52.65
2017-10-20,22.75
2017-10-21,31.85
2017-10-22,30.55
2017-10-23,21.45
2017-10-24,37.7
2017-10-25,46.800000000000004
2017-10-26,26.0
2017-10-27,35.75
2017-10-28,51.35
2017-10-29,35.75
2017-10-30,57.85
2017-10-31,30.55
2017-11-01,25.080000000000002
2017-11-02,29.040000000000003
2017-11-03,56.1
2017-11-04,29.700000000000003
2017-11-05,51.480000000000004
2017-11-06,57.42
2017-11-07,48.84
2017-11-08,44.22
2017-11-09,44.22
2017-11-10,46.86
2017-11-11,23.76
2017-11-12,58.74
2017-11-13,43.56
2017-11-14,43.56
2017-11-15,29.040000000000003
2017-11-16,34.32
2017-11-17,66.0
2017-11-18,11.88
2017-11-19,11.88
2017-11-20,49.5
2017-11-21,30.360000000000003
2017-11-22,32.34
2017-11-23,48.18
2017-11-24,45.54
2017-11-25,29.040000000000003
2017-11-26,52.14
2017-11-27,13.860000000000001
2017-11-28,19.14
2017-11-29,43.56
2017-11-30,38.940000000000005
2017-12-01,32.68
2017-12-02,38.7
2017-12-03,37.839999999999996
2017-12-04,44.72
2017-12-05,49.019999999999996
2017-12-06,45.58
2017-12-07,40.42
2017-12-08,42.14
2017-12-09,27.52
2017-12-10,22.36
2017-12-11,54.18
2017-12-12,40.42
2017-12-13,77.4
2017-12-14,65.36
2017-12-15,52.46
2017-12-16,33.54
2017-12-17,27.52
2017-12-18,55.9
2017-12-19,52.46
2017-12-20,53.32
2017-12-21,86.0
2017-12-22,79.98
2017-12-23,64.5
2017-12-24,67.08
2017-12-25,38.7
2017-12-26,38.7
2017-12-27,46.44
2017-12-28,67.08
2017-12-29,46.44
2017-12-30,39.56
2017-12-31,61.06
2018-01-01,27.0
2018-01-02,62.0
2018-01-03,47.0
2018-01-04,60.0
2018-01-05,100.0
2018-01-06,75.0
2018-01-07,47.0
2018-01-08,50.0
2018-01-09,63.0
2018-01-10,87.0
2018-01-11,36.0
2018-01-12,41.0
2018-01-13,43.0
2018-01-14,48.0
2018-01-15,53.0
2018-01-16,54.0
2018-01-17,49.0
2018-01-18,77.0
2018-01-19,70.0
2018-01-20,38.0
2018-01-21,31.0
2018-01-22,44.0
2018-01-23,44.0
2018-01-24,77.0
2018-01-25,54.0
2018-01-26,45.0
2018-01-27,33.0
2018-01-28,37.0
2018-01-29,40.0
2018-01-30,49.0
2018-01-31,62.0
2018-02-01,45.0
2018-02-02,66.60000000000001
2018-02-03,58.5
2018-02-04,27.900000000000002
2018-02-05,90.0
2018-02-06,63.9
2018-02-07,47.7
2018-02-08,36.0
2018-02-09,49.5
2018-02-10,9.9
2018-02-11,66.60000000000001
2018-02-12,59.4
2018-02-13,56.7
2018-02-14,36.9
2018-02-15,36.9
2018-02-16,45.9
2018-02-17,37.800000000000004
2018-02-18,18.900000000000002
2018-02-19,46.800000000000004
2018-02-20,40.5
2018-02-21,32.4
2018-02-22,44.1
2018-02-23,40.5
2018-02-24,9.9
2018-02-25,47.7
2018-02-26,27.900000000000002
2018-02-27,52.2
2018-02-28,47.7
2018-03-01,72.0
2018-03-02,15.0
2018-03-03,42.0
2018-03-04,65.25
2018-03-05,73.5
2018-03-06,45.0
2018-03-07,30.0
2018-03-08,75.0
2018-03-09,30.75
2018-03-10,66.0
2018-03-11,47.25
2018-03-12,25.5
2018-03-13,45.0
2018-03-14,60.0
2018-03-15,60.75
2018-03-16,62.25
2018-03-17,30.0
2018-03-18,42.75
2018-03-19,50.25
2018-03-20,34.5
2018-03-21,30.0
2018-03-22,40.5
2018-03-23,52.5
2018-03-24,42.75
2018-03-25,24.0
2018-03-26,51.0
2018-03-27,41.25
2018-03-28,63.0
2018-03-29,52.5
2018-03-30,39.0
2018-03-31,36.75
2018-04-01,32.3
2018-04-02,32.3
2018-04-03,35.699999999999996
2018-04-04,77.35
2018-04-05,62.9
2018-04-06,42.5
2018-04-07,61.199999999999996
2018-04-08,36.55
2018-04-09,30.599999999999998
2018-04-10,25.5
2018-04-11,35.699999999999996
2018-04-12,45.9
2018-04-13,37.4
2018-04-14,30.599999999999998
2018-04-15,35.699999999999996
2018-04-16,44.199999999999996
2018-04-17,25.5
2018-04-18,45.9
2018-04-19,41.65
2018-04-20,37.4
2018-04-21,37.4
2018-04-22,56.1
2018-04-23,65.45
2018-04-24,85.0
2018-04-25,45.05
2018-04-26,45.9
2018-04-27,26.349999999999998
2018-04-28,50.15
2018-04-29,56.1
2018-04-30,66.3
2018-05-01,46.199999999999996
2018-05-02,33.599999999999994
2018-05-03,51.099999999999994
2018-05-04,70.0
2018-05-05,25.9
2018-05-06,36.4
2018-05-07,30.099999999999998
2018-05-08,50.4
2018-05-09,46.9
2018-05-10,60.9
2018-05-11,48.3
2018-05-12,53.199999999999996
2018-05-13,21.7
2018-05-14,52.5
2018-05-15,38.5
2018-05-16,34.3
2018-05-17,43.4
2018-05-18,31.499999999999996
2018-05-19,25.9
2018-05-20,31.499999999999996
2018-05-21,39.199999999999996
2018-05-22,21.7
2018-05-23,22.4
2018-05-24,32.199999999999996
2018-05-25,37.8
2018-05-26,16.099999999999998
2018-05-27,49.0
2018-05-28,46.199999999999996
2018-05-29,39.199999999999996
2018-05-30,47.599999999999994
2018-05-31,67.19999999999999
2018-06-01,41.4
2018-06-02,49.67999999999999
2018-06-03,43.47
2018-06-04,36.57
2018-06-05,31.049999999999997
2018-06-06,46.23
2018-06-07,36.57
2018-06-08,32.43
2018-06-09,26.909999999999997
2018-06-10,48.3
2018-06-11,39.33
2018-06-12,51.059999999999995
2018-06-13,38.64
2018-06-14,49.67999999999999
2018-06-15,28.29
2018-06-16,22.08
2018-06-17,33.12
2018-06-18,36.57
2018-06-19,40.709999999999994
2018-06-20,32.43
2018-06-21,18.63
2018-06-22,33.12
2018-06-23,21.389999999999997
2018-06-24,0.0
2018-06-25,41.4
2018-06-26,51.059999999999995
2018-06-27,69.0
2018-06-28,28.29
2018-06-29,52.44
2018-06-30,32.43
2018-07-01,34.769999999999996
2018-07-02,29.28
2018-07-03,46.97
2018-07-04,29.89
2018-07-05,31.72
2018-07-06,25.62
2018-07-07,19.52
2018-07-08,19.52
2018-07-09,42.089999999999996
2018-07-10,28.669999999999998
2018-07-11,39.65
2018-07-12,34.769999999999996
2018-07-13,21.96
2018-07-14,14.64
2018-07-15,14.64
2018-07-16,42.699999999999996
2018-07-17,46.36
2018-07-18,43.31
2018-07-19,39.04
2018-07-20,61.0
2018-07-21,24.4
2018-07-22,34.769999999999996
2018-07-23,46.97
2018-07-24,33.55
2018-07-25,20.74
2018-07-26,29.89
2018-07-27,17.69
2018-07-28,9.76
2018-07-29,20.13
2018-07-30,51.24
2018-07-31,29.28
2018-08-01,23.369999999999997
2018-08-02,41.04
2018-08-03,14.249999999999998
2018-08-04,16.529999999999998
2018-08-05,33.059999999999995
2018-08-06,23.939999999999998
2018-08-07,32.489999999999995
2018-08-08,18.81
2018-08-09,28.499999999999996
2018-08-10,23.939999999999998
2018-08-11,21.659999999999997
2018-08-12,33.059999999999995
2018-08-13,28.499999999999996
2018-08-14,23.369999999999997
2018-08-15,42.74999999999999
2018-08-16,28.499999999999996
2018-08-17,56.99999999999999
2018-08-18,11.399999999999999
2018-08-19,33.629999999999995
2018-08-20,18.81
2018-08-21,23.369999999999997
2018-08-22,37.62
2018-08-23,52.44
2018-08-24,38.19
2018-08-25,22.229999999999997
2018-08-26,33.059999999999995
2018-08-27,14.249999999999998
2018-08-28,18.24
2018-08-29,31.919999999999998
2018-08-30,27.929999999999996
2018-08-31,18.81
2018-09-01,13.68
2018-09-02,9.12
2018-09-03,26.22
2018-09-04,34.199999999999996
2018-09-05,48.449999999999996
2018-09-06,29.639999999999997
2018-09-07,41.61
2018-09-08,17.669999999999998
2018-09-09,38.19
2018-09-10,37.62
2018-09-11,29.639999999999997
2018-09-12,37.62
2018-09-13,45.029999999999994
2018-09-14,7.409999999999999
2018-09-15,22.799999999999997
2018-09-16,39.33
2018-09-17,22.229999999999997
2018-09-18,26.22
2018-09-19,30.209999999999997
2018-09-20,41.61
2018-09-21,30.779999999999998
2018-09-22,9.12
2018-09-23,49.019999999999996
2018-09-24,37.62
2018-09-25,37.05
2018-09-26,41.04
2018-09-27,56.99999999999999
2018-09-28,23.369999999999997
2018-09-29,9.12
2018-09-30,44.459999999999994
2018-10-01,24.36
2018-10-02,16.24
2018-10-03,56.839999999999996
2018-10-04,45.82
2018-10-05,16.82
2018-10-06,45.239999999999995
2018-10-07,19.139999999999997
2018-10-08,57.99999999999999
2018-10-09,41.18
2018-10-10,37.12
2018-10-11,29.58
2018-10-12,30.159999999999997
2018-10-13,10.44
2018-10-14,0.0
2018-10-15,28.999999999999996
2018-10-16,37.699999999999996
2018-10-17,28.999999999999996
2018-10-18,42.339999999999996
2018-10-19,47.559999999999995
2018-10-20,9.86
2018-10-21,24.939999999999998
2018-10-22,20.88
2018-10-23,28.419999999999998
2018-10-24,48.72
2018-10-25,50.459999999999994
2018-10-26,30.74
2018-10-27,34.8
2018-10-28,9.86
2018-10-29,8.12
2018-10-30,33.059999999999995
2018-10-31,34.8
2018-11-01,39.6
2018-11-02,19.25
2018-11-03,17.05
2018-11-04,11.0
2018-11-05,34.650000000000006
2018-11-06,23.1
2018-11-07,20.35
2018-11-08,22.55
2018-11-09,23.650000000000002
2018-11-10,33.550000000000004
2018-11-11,55.00000000000001
2018-11-12,13.750000000000002
2018-11-13,27.500000000000004
2018-11-14,23.650000000000002
2018-11-15,36.85
2018-11-16,24.200000000000003
2018-11-17,22.55
2018-11-18,22.0
2018-11-19,14.3
2018-11-20,42.900000000000006
2018-11-21,20.35
2018-11-22,17.05
2018-11-23,26.400000000000002
2018-11-24,21.450000000000003
2018-11-25,37.400000000000006
2018-11-26,39.050000000000004
2018-11-27,26.950000000000003
2018-11-28,18.150000000000002
2018-11-29,46.2
2018-11-30,35.75
2018-12-01,46.36
2018-12-02,11.59
2018-12-03,29.28
2018-12-04,39.04
2018-12-05,29.28
2018-12-06,20.13
2018-12-07,30.5
2018-12-08,24.4
2018-12-09,57.949999999999996
2018-12-10,59.78
2018-12-11,20.13
2018-12-12,61.0
2018-12-13,10.37
2018-12-14,19.52
2018-12-15,25.009999999999998
2018-12-16,12.2
2018-12-17,18.91
2018-12-18,19.52
2018-12-19,31.72
2018-12-20,42.699999999999996
2018-12-21,0.0
2018-12-22,37.82
2018-12-23,12.81
2018-12-24,0.0
2018-12-25,42.699999999999996
2018-12-26,23.79
2018-12-27,44.53
2018-12-28,10.98
2018-12-29,12.2
2018-12-30,0.0
2018-12-31,22.57
2019-01-01,20.14
2019-01-02,17.490000000000002
2019-01-03,38.690000000000005
2019-01-04,30.21
2019-01-05,38.690000000000005
2019-01-06,33.39
2019-01-07,16.43
2019-01-08,20.14
2019-01-09,7.95
2019-01-10,53.0
2019-01-11,37.63
2019-01-12,24.380000000000003
2019-01-13,19.080000000000002
2019-01-14,48.760000000000005
2019-01-15,24.380000000000003
2019-01-16,32.33
2019-01-17,47.7
2019-01-18,28.62
2019-01-19,28.62
2019-01-20,31.270000000000003
2019-01-21,16.96
2019-01-22,23.85
2019-01-23,36.04
2019-01-24,19.61
2019-01-25,37.1
2019-01-26,39.22
2019-01-27,23.85
2019-01-28,23.85
2019-01-29,27.560000000000002
2019-01-30,11.66
2019-01-31,28.09
2019-02-01,45.0
2019-02-02,53.4
2019-02-03,21.0
2019-02-04,43.199999999999996
2019-02-05,18.0
2019-02-06,35.4
2019-02-07,43.199999999999996
2019-02-08,27.0
2019-02-09,21.599999999999998
2019-02-10,10.2
2019-02-11,60.0
2019-02-12,9.0
2019-02-13,35.4
2019-02-14,27.0
2019-02-15,28.2
2019-02-16,10.799999999999999
2019-02-17,32.4
2019-02-18,28.2
2019-02-19,27.0
2019-02-20,18.0
2019-02-21,9.0
2019-02-22,18.0
2019-02-23,40.8
2019-02-24,10.799999999999999
2019-02-25,17.4
2019-02-26,0.0
2019-02-27,51.6
2019-02-28,36.0
2019-03-01,31.349999999999998
2019-03-02,27.36
2019-03-03,31.919999999999998
2019-03-04,38.76
2019-03-05,38.76
2019-03-06,56.99999999999999
2019-03-07,31.349999999999998
2019-03-08,40.47
2019-03-09,14.249999999999998
2019-03-10,9.69
2019-03-11,47.309999999999995
2019-03-12,39.33
2019-03-13,27.36
2019-03-14,15.959999999999999
2019-03-15,31.919999999999998
2019-03-16,23.939999999999998
2019-03-17,29.639999999999997
2019-03-18,41.04
2019-03-19,39.33
2019-03-20,32.489999999999995
2019-03-21,35.91
2019-03-22,28.499999999999996
2019-03-23,33.059999999999995
2019-03-24,9.12
2019-03-25,19.95
2019-03-26,28.499999999999996
2019-03-27,33.059999999999995
2019-03-28,44.459999999999994
2019-03-29,12.54
2019-03-30,28.499999999999996
2019-03-31,37.62
2019-04-01,42.9
2019-04-02,64.68
2019-04-03,27.060000000000002
2019-04-04,54.120000000000005
2019-04-05,21.78
2019-04-06,33.0
2019-04-07,38.940000000000005
2019-04-08,48.84
2019-04-09,58.74
2019-04-10,64.68
2019-04-11,36.96
2019-04-12,60.720000000000006
2019-04-13,19.8
2019-04-14,32.34
2019-04-15,37.620000000000005
2019-04-16,66.0
2019-04-17,33.660000000000004
2019-04-18,44.22
2019-04-19,41.580000000000005
2019-04-20,27.060000000000002
2019-04-21,42.9
2019-04-22,23.1
2019-04-23,55.440000000000005
2019-04-24,55.440000000000005
2019-04-25,37.620000000000005
2019-04-26,43.56
2019-04-27,32.34
2019-04-28,52.800000000000004
2019-04-29,42.9
2019-04-30,42.24
2019-05-01,20.8
2019-05-02,32.76
2019-05-03,26.0
2019-05-04,49.92
2019-05-05,40.56
2019-05-06,24.96
2019-05-07,12.48
2019-05-08,8.32
2019-05-09,24.96
2019-05-10,26.0
2019-05-11,0.0
2019-05-12,26.0
2019-05-13,42.64
2019-05-14,29.64
2019-05-15,25.48
2019-05-16,37.96
2019-05-17,48.36
2019-05-18,20.8
2019-05-19,31.200000000000003
2019-05-20,34.32
2019-05-21,29.64
2019-05-22,30.16
2019-05-23,52.0
2019-05-24,40.56
2019-05-25,0.0
2019-05-26,43.68
2019-05-27,20.28
2019-05-28,29.64
2019-05-29,24.96
2019-05-30,20.8
2019-05-31,35.36
2019-06-01,0.0
2019-06-02,33.059999999999995
2019-06-03,37.699999999999996
2019-06-04,9.86
2019-06-05,37.699999999999996
2019-06-06,28.419999999999998
2019-06-07,38.86
2019-06-08,34.8
2019-06-09,11.02
2019-06-10,19.139999999999997
2019-06-11,38.86
2019-06-12,9.86
2019-06-13,9.86
2019-06-14,19.139999999999997
2019-06-15,0.0
2019-06-16,11.6
2019-06-17,57.99999999999999
2019-06-18,28.999999999999996
2019-06-19,56.839999999999996
2019-06-20,38.86
2019-06-21,29.58
2019-06-22,23.2
2019-06-23,23.2
2019-06-24,49.3
2019-06-25,28.999999999999996
2019-06-26,48.13999999999999
2019-06-27,48.13999999999999
2019-06-28,30.74
2019-06-29,23.2
2019-06-30,45.82
2019-07-01,21.56
2019-07-02,28.419999999999998
2019-07-03,36.26
2019-07-04,8.33
2019-07-05,49.0
2019-07-06,40.67
2019-07-07,40.18
2019-07-08,27.93
2019-07-09,14.209999999999999
2019-07-10,35.769999999999996
2019-07-11,0.0
2019-07-12,0.0
2019-07-13,16.66
2019-07-14,8.33
2019-07-15,14.209999999999999
2019-07-16,21.07
2019-07-17,14.209999999999999
2019-07-18,36.26
2019-07-19,0.0
2019-07-20,0.0
2019-07-21,8.33
2019-07-22,14.7
2019-07-23,35.769999999999996
2019-07-24,29.89
2019-07-25,22.05
2019-07-26,30.87
2019-07-27,25.97
2019-07-28,0.0
2019-07-29,0.0
2019-07-30,44.1
