Date,Hotel
2016-06-08,77.44
2016-06-09,77.44
2016-06-10,79.2
2016-06-11,80.96
2016-06-12,74.8
2016-06-13,73.92
2016-06-14,80.08
2016-06-15,79.2
2016-06-16,79.2
2016-06-17,79.2
2016-06-18,83.6
2016-06-19,75.68
2016-06-20,80.08
2016-06-21,80.96
2016-06-22,83.6
2016-06-23,82.72
2016-06-24,84.48
2016-06-25,88.0
2016-06-26,87.12
2016-06-27,83.6
2016-06-28,87.12
2016-06-29,85.36
2016-06-30,81.84
2016-07-01,83.66
2016-07-02,90.24
2016-07-03,87.42
2016-07-04,80.83999999999999
2016-07-05,82.72
2016-07-06,84.6
2016-07-07,83.66
2016-07-08,84.6
2016-07-09,84.6
2016-07-10,85.53999999999999
2016-07-11,84.6
2016-07-12,86.47999999999999
2016-07-13,84.6
2016-07-14,84.6
2016-07-15,86.47999999999999
2016-07-16,93.05999999999999
2016-07-17,94.0
2016-07-18,89.3
2016-07-19,85.53999999999999
2016-07-20,87.42
2016-07-21,86.47999999999999
2016-07-22,90.24
2016-07-23,93.05999999999999
2016-07-24,91.17999999999999
2016-07-25,82.72
2016-07-26,87.42
2016-07-27,83.66
2016-07-28,85.53999999999999
2016-07-29,84.6
2016-07-30,88.36
2016-07-31,89.3
2016-08-01,83.16
2016-08-02,80.64
2016-08-03,80.64
2016-08-04,84.0
2016-08-05,83.16
2016-08-06,80.64
2016-08-07,78.11999999999999
2016-08-08,75.6
2016-08-09,75.6
2016-08-10,74.75999999999999
2016-08-11,74.75999999999999
2016-08-12,78.96
2016-08-13,79.8
2016-08-14,77.28
2016-08-15,73.92
2016-08-16,77.28
2016-08-17,73.92
2016-08-18,71.39999999999999
2016-08-19,74.75999999999999
2016-08-20,76.44
2016-08-21,77.28
2016-08-22,71.39999999999999
2016-08-23,72.24
2016-08-24,70.56
2016-08-25,70.56
2016-08-26,69.72
2016-08-27,74.75999999999999
2016-08-28,71.39999999999999
2016-08-29,67.2
2016-08-30,65.52
2016-08-31,66.36
2016-09-01,65.25
2016-09-02,71.25
2016-09-03,75.0
2016-09-04,72.75
2016-09-05,70.5
2016-09-06,65.25
2016-09-07,65.25
2016-09-08,63.75
2016-09-09,69.75
2016-09-10,70.5
2016-09-11,62.25
2016-09-12,66.75
2016-09-13,69.0
2016-09-14,67.5
2016-09-15,66.75
2016-09-16,69.75
2016-09-17,71.25
2016-09-18,68.25
2016-09-19,66.0
2016-09-20,62.25
2016-09-21,62.25
2016-09-22,64.5
2016-09-23,66.0
2016-09-24,69.0
2016-09-25,67.5
2016-09-26,63.75
2016-09-27,58.5
2016-09-28,60.75
2016-09-29,60.0
2016-09-30,61.5
2016-10-01,66.99
2016-10-02,66.22
2016-10-03,67.76
2016-10-04,65.45
2016-10-05,69.3
2016-10-06,70.84
2016-10-07,68.53
2016-10-08,73.92
2016-10-09,69.3
2016-10-10,64.68
2016-10-11,67.76
2016-10-12,68.53
2016-10-13,70.84
2016-10-14,73.92
2016-10-15,76.23
2016-10-16,75.46000000000001
2016-10-17,70.84
2016-10-18,72.38
2016-10-19,68.53
2016-10-20,65.45
2016-10-21,71.61
2016-10-22,77.0
2016-10-23,72.38
2016-10-24,66.99
2016-10-25,68.53
2016-10-26,68.53
2016-10-27,67.76
2016-10-28,68.53
2016-10-29,72.38
2016-10-30,68.53
2016-10-31,61.6
2016-11-01,62.56
2016-11-02,55.760000000000005
2016-11-03,59.160000000000004
2016-11-04,64.60000000000001
2016-11-05,68.0
2016-11-06,64.60000000000001
2016-11-07,59.84
2016-11-08,58.480000000000004
2016-11-09,42.84
2016-11-10,58.480000000000004
2016-11-11,62.56
2016-11-12,65.28
2016-11-13,63.24
2016-11-14,61.88
2016-11-15,60.52
2016-11-16,59.160000000000004
2016-11-17,59.84
2016-11-18,61.2
2016-11-19,63.24
2016-11-20,62.56
2016-11-21,58.480000000000004
2016-11-22,57.800000000000004
2016-11-23,55.080000000000005
2016-11-24,50.32
2016-11-25,54.400000000000006
2016-11-26,59.84
2016-11-27,59.160000000000004
2016-11-28,59.84
2016-11-29,63.24
2016-11-30,58.480000000000004
2016-12-01,50.37
2016-12-02,54.51
2016-12-03,57.269999999999996
2016-12-04,56.58
2016-12-05,55.199999999999996
2016-12-06,51.74999999999999
2016-12-07,52.44
2016-12-08,53.129999999999995
2016-12-09,51.059999999999995
2016-12-10,53.129999999999995
2016-12-11,55.199999999999996
2016-12-12,53.81999999999999
2016-12-13,52.44
2016-12-14,51.059999999999995
2016-12-15,48.989999999999995
2016-12-16,53.81999999999999
2016-12-17,57.269999999999996
2016-12-18,56.58
2016-12-19,53.129999999999995
2016-12-20,52.44
2016-12-21,53.81999999999999
2016-12-22,53.129999999999995
2016-12-23,51.74999999999999
2016-12-24,48.989999999999995
2016-12-25,52.44
2016-12-26,62.099999999999994
2016-12-27,66.24
2016-12-28,67.61999999999999
2016-12-29,67.61999999999999
2016-12-30,69.0
2016-12-31,65.55
2017-01-01,74.4
2017-01-02,68.8
2017-01-03,71.2
2017-01-04,73.60000000000001
2017-01-05,73.60000000000001
2017-01-06,71.2
2017-01-07,75.2
2017-01-08,73.60000000000001
2017-01-09,72.0
2017-01-10,71.2
2017-01-11,74.4
2017-01-12,75.2
2017-01-13,74.4
2017-01-14,77.60000000000001
2017-01-15,76.80000000000001
2017-01-16,74.4
2017-01-17,74.4
2017-01-18,74.4
2017-01-19,80.0
2017-01-20,74.4
2017-01-21,76.80000000000001
2017-01-22,76.80000000000001
2017-01-23,72.8
2017-01-24,72.0
2017-01-25,69.60000000000001
2017-01-26,68.8
2017-01-27,72.0
2017-01-28,75.2
2017-01-29,76.0
2017-01-30,70.4
2017-01-31,72.0
2017-02-01,68.73
2017-02-02,66.36
2017-02-03,63.99
2017-02-04,67.15
2017-02-05,65.57000000000001
2017-02-06,59.25
2017-02-07,64.78
2017-02-08,63.99
2017-02-09,63.99
2017-02-10,69.52000000000001
2017-02-11,72.68
2017-02-12,69.52000000000001
2017-02-13,66.36
2017-02-14,63.2
2017-02-15,69.52000000000001
2017-02-16,65.57000000000001
2017-02-17,69.52000000000001
2017-02-18,76.63000000000001
2017-02-19,79.0
2017-02-20,67.94
2017-02-21,67.94
2017-02-22,66.36
2017-02-23,68.73
2017-02-24,70.31
2017-02-25,75.84
2017-02-26,75.05
2017-02-27,63.2
2017-02-28,66.36
2017-03-01,68.88
2017-03-02,72.24
2017-03-03,72.24
2017-03-04,77.28
2017-03-05,84.0
2017-03-06,77.28
2017-03-07,72.24
2017-03-08,74.75999999999999
2017-03-09,76.44
2017-03-10,74.75999999999999
2017-03-11,80.64
2017-03-12,80.64
2017-03-13,77.28
2017-03-14,76.44
2017-03-15,73.92
2017-03-16,73.92
2017-03-17,73.92
2017-03-18,80.64
2017-03-19,78.96
2017-03-20,75.6
2017-03-21,72.24
2017-03-22,72.24
2017-03-23,73.08
2017-03-24,74.75999999999999
2017-03-25,78.96
2017-03-26,81.48
2017-03-27,72.24
2017-03-28,73.08
2017-03-29,73.08
2017-03-30,73.08
2017-03-31,75.6
2017-04-01,78.4
2017-04-02,76.80000000000001
2017-04-03,73.60000000000001
2017-04-04,74.4
2017-04-05,72.8
2017-04-06,75.2
2017-04-07,75.2
2017-04-08,80.0
2017-04-09,77.60000000000001
2017-04-10,72.0
2017-04-11,71.2
2017-04-12,69.60000000000001
2017-04-13,70.4
2017-04-14,74.4
2017-04-15,70.4
2017-04-16,73.60000000000001
2017-04-17,72.8
2017-04-18,70.4
2017-04-19,70.4
2017-04-20,71.2
2017-04-21,72.8
2017-04-22,78.4
2017-04-23,73.60000000000001
2017-04-24,73.60000000000001
2017-04-25,69.60000000000001
2017-04-26,68.8
2017-04-27,68.0
2017-04-28,71.2
2017-04-29,74.4
2017-04-30,73.60000000000001
2017-05-01,67.22999999999999
2017-05-02,66.39999999999999
2017-05-03,68.06
2017-05-04,70.55
2017-05-05,70.55
2017-05-06,72.21
2017-05-07,73.86999999999999
2017-05-08,72.21
2017-05-09,73.03999999999999
2017-05-10,67.22999999999999
2017-05-11,67.22999999999999
2017-05-12,68.89
2017-05-13,74.7
2017-05-14,71.38
2017-05-15,68.89
2017-05-16,71.38
2017-05-17,71.38
2017-05-18,68.89
2017-05-19,73.03999999999999
2017-05-20,73.86999999999999
2017-05-21,79.67999999999999
2017-05-22,72.21
2017-05-23,68.06
2017-05-24,70.55
2017-05-25,71.38
2017-05-26,76.36
2017-05-27,83.0
2017-05-28,81.33999999999999
2017-05-29,76.36
2017-05-30,73.03999999999999
2017-05-31,71.38
2017-06-01,75.33
2017-06-02,76.26
2017-06-03,81.84
2017-06-04,83.7
2017-06-05,79.05
2017-06-06,81.84
2017-06-07,79.98
2017-06-08,78.12
2017-06-09,79.98
2017-06-10,80.91000000000001
2017-06-11,85.56
2017-06-12,79.98
2017-06-13,79.05
2017-06-14,79.98
2017-06-15,81.84
2017-06-16,80.91000000000001
2017-06-17,85.56
2017-06-18,84.63000000000001
2017-06-19,84.63000000000001
2017-06-20,86.49000000000001
2017-06-21,84.63000000000001
2017-06-22,85.56
2017-06-23,88.35000000000001
2017-06-24,91.14
2017-06-25,93.0
2017-06-26,88.35000000000001
2017-06-27,84.63000000000001
2017-06-28,84.63000000000001
2017-06-29,81.84
2017-06-30,86.49000000000001
2017-07-01,91.14
2017-07-02,92.12
2017-07-03,87.22
2017-07-04,84.28
2017-07-05,84.28
2017-07-06,88.2
2017-07-07,92.12
2017-07-08,95.06
2017-07-09,98.0
2017-07-10,92.12
2017-07-11,90.16
2017-07-12,86.24
2017-07-13,85.26
2017-07-14,89.17999999999999
2017-07-15,94.08
2017-07-16,92.12
2017-07-17,90.16
2017-07-18,85.26
2017-07-19,89.17999999999999
2017-07-20,89.17999999999999
2017-07-21,87.22
2017-07-22,96.03999999999999
2017-07-23,91.14
2017-07-24,83.3
2017-07-25,87.22
2017-07-26,85.26
2017-07-27,86.24
2017-07-28,88.2
2017-07-29,91.14
2017-07-30,88.2
2017-07-31,80.36
2017-08-01,79.89999999999999
2017-08-02,82.45
2017-08-03,82.45
2017-08-04,81.6
2017-08-05,85.0
2017-08-06,84.14999999999999
2017-08-07,79.05
2017-08-08,79.05
2017-08-09,75.64999999999999
2017-08-10,75.64999999999999
2017-08-11,79.05
2017-08-12,81.6
2017-08-13,73.95
2017-08-14,73.1
2017-08-15,73.1
2017-08-16,70.55
2017-08-17,73.1
2017-08-18,73.1
2017-08-19,79.05
2017-08-20,70.55
2017-08-21,64.6
2017-08-22,73.95
2017-08-23,72.25
2017-08-24,71.39999999999999
2017-08-25,68.85
2017-08-26,68.85
2017-08-27,65.45
2017-08-28,68.85
2017-08-29,67.14999999999999
2017-08-30,67.14999999999999
2017-08-31,69.7
2017-09-01,70.07000000000001
2017-09-02,77.0
2017-09-03,75.46000000000001
2017-09-04,68.53
2017-09-05,65.45
2017-09-06,66.22
2017-09-07,70.07000000000001
2017-09-08,70.07000000000001
2017-09-09,69.3
2017-09-10,63.14
2017-09-11,71.61
2017-09-12,72.38
2017-09-13,70.07000000000001
2017-09-14,70.84
2017-09-15,70.84
2017-09-16,72.38
2017-09-17,66.99
2017-09-18,66.22
2017-09-19,63.14
2017-09-20,64.68
2017-09-21,66.22
2017-09-22,68.53
2017-09-23,70.84
2017-09-24,65.45
2017-09-25,64.68
2017-09-26,66.22
2017-09-27,61.6
2017-09-28,60.83
2017-09-29,63.910000000000004
2017-09-30,67.76
2017-10-01,65.36
2017-10-02,68.4
2017-10-03,72.2
2017-10-04,76.0
2017-10-05,72.96000000000001
2017-10-06,70.68
2017-10-07,73.72
2017-10-08,68.4
2017-10-09,66.88
2017-10-10,69.16
2017-10-11,66.12
2017-10-12,64.6
2017-10-13,74.48
2017-10-14,71.44
2017-10-15,66.88
2017-10-16,63.84
2017-10-17,66.88
2017-10-18,63.84
2017-10-19,66.88
2017-10-20,66.88
2017-10-21,69.16
2017-10-22,66.88
2017-10-23,65.36
2017-10-24,67.64
2017-10-25,64.6
2017-10-26,60.8
2017-10-27,65.36
2017-10-28,69.16
2017-10-29,63.08
2017-10-30,60.8
2017-10-31,60.8
2017-11-01,59.160000000000004
2017-11-02,59.84
2017-11-03,63.24
2017-11-04,68.0
2017-11-05,63.24
2017-11-06,61.88
2017-11-07,64.60000000000001
2017-11-08,62.56
2017-11-09,61.88
2017-11-10,67.32000000000001
2017-11-11,66.64
2017-11-12,61.88
2017-11-13,61.2
2017-11-14,60.52
2017-11-15,59.160000000000004
2017-11-16,58.480000000000004
2017-11-17,57.800000000000004
2017-11-18,61.88
2017-11-19,59.84
2017-11-20,54.400000000000006
2017-11-21,54.400000000000006
2017-11-22,56.440000000000005
2017-11-23,50.32
2017-11-24,53.040000000000006
2017-11-25,57.800000000000004
2017-11-26,56.440000000000005
2017-11-27,53.040000000000006
2017-11-28,57.120000000000005
2017-11-29,53.040000000000006
2017-11-30,54.400000000000006
2017-12-01,54.51
2017-12-02,55.88999999999999
2017-12-03,53.81999999999999
2017-12-04,55.199999999999996
2017-12-05,52.44
2017-12-06,52.44
2017-12-07,50.37
2017-12-08,55.199999999999996
2017-12-09,57.959999999999994
2017-12-10,57.959999999999994
2017-12-11,52.44
2017-12-12,53.81999999999999
2017-12-13,49.67999999999999
2017-12-14,52.44
2017-12-15,53.129999999999995
2017-12-16,59.339999999999996
2017-12-17,54.51
2017-12-18,53.129999999999995
2017-12-19,52.44
2017-12-20,51.74999999999999
2017-12-21,53.129999999999995
2017-12-22,51.74999999999999
2017-12-23,53.129999999999995
2017-12-24,54.51
2017-12-25,52.44
2017-12-26,60.029999999999994
2017-12-27,69.0
2017-12-28,68.30999999999999
2017-12-29,68.30999999999999
2017-12-30,65.55
2017-12-31,66.92999999999999
2018-01-01,68.25
2018-01-02,69.75
2018-01-03,69.0
2018-01-04,70.5
2018-01-05,73.5
2018-01-06,72.75
2018-01-07,69.75
2018-01-08,69.75
2018-01-09,67.5
2018-01-10,69.0
2018-01-11,71.25
2018-01-12,68.25
2018-01-13,75.0
2018-01-14,75.0
2018-01-15,71.25
2018-01-16,67.5
2018-01-17,66.0
2018-01-18,70.5
2018-01-19,68.25
2018-01-20,69.75
2018-01-21,68.25
2018-01-22,68.25
2018-01-23,69.0
2018-01-24,68.25
2018-01-25,70.5
2018-01-26,71.25
2018-01-27,72.75
2018-01-28,73.5
2018-01-29,69.0
2018-01-30,69.75
2018-01-31,63.0
2018-02-01,62.400000000000006
2018-02-02,63.18
2018-02-03,70.2
2018-02-04,64.74000000000001
2018-02-05,58.5
2018-02-06,65.52
2018-02-07,67.08
2018-02-08,66.3
2018-02-09,68.64
2018-02-10,69.42
2018-02-11,69.42
2018-02-12,68.64
2018-02-13,67.08
2018-02-14,62.400000000000006
2018-02-15,64.74000000000001
2018-02-16,67.86
2018-02-17,78.0
2018-02-18,76.44
2018-02-19,67.86
2018-02-20,65.52
2018-02-21,64.74000000000001
2018-02-22,67.86
2018-02-23,69.42
2018-02-24,74.88
2018-02-25,73.32000000000001
2018-02-26,67.86
2018-02-27,67.08
2018-02-28,67.08
2018-03-01,67.23
2018-03-02,72.09
2018-03-03,81.0
2018-03-04,79.38000000000001
2018-03-05,70.47
2018-03-06,72.9
2018-03-07,72.9
2018-03-08,76.14
2018-03-09,74.52000000000001
2018-03-10,79.38000000000001
2018-03-11,74.52000000000001
2018-03-12,72.9
2018-03-13,72.09
2018-03-14,69.66000000000001
2018-03-15,70.47
2018-03-16,72.09
2018-03-17,73.71000000000001
2018-03-18,73.71000000000001
2018-03-19,72.09
2018-03-20,68.85000000000001
2018-03-21,70.47
2018-03-22,69.66000000000001
2018-03-23,72.9
2018-03-24,77.76
2018-03-25,77.76
2018-03-26,73.71000000000001
2018-03-27,72.09
2018-03-28,72.09
2018-03-29,72.09
2018-03-30,73.71000000000001
2018-03-31,72.9
2018-04-01,72.16
2018-04-02,73.8
2018-04-03,74.61999999999999
2018-04-04,77.89999999999999
2018-04-05,77.08
2018-04-06,74.61999999999999
2018-04-07,79.53999999999999
2018-04-08,82.0
2018-04-09,75.44
2018-04-10,72.16
2018-04-11,71.33999999999999
2018-04-12,70.52
2018-04-13,72.97999999999999
2018-04-14,77.89999999999999
2018-04-15,77.08
2018-04-16,72.97999999999999
2018-04-17,70.52
2018-04-18,69.7
2018-04-19,72.16
2018-04-20,72.16
2018-04-21,77.89999999999999
2018-04-22,81.17999999999999
2018-04-23,70.52
2018-04-24,69.7
2018-04-25,68.88
2018-04-26,67.24
2018-04-27,69.7
2018-04-28,77.89999999999999
2018-04-29,77.89999999999999
2018-04-30,70.52
2018-05-01,61.56
2018-05-02,62.370000000000005
2018-05-03,62.370000000000005
2018-05-04,66.42
2018-05-05,68.04
2018-05-06,68.85000000000001
2018-05-07,66.42
2018-05-08,65.61
2018-05-09,65.61
2018-05-10,63.18000000000001
2018-05-11,66.42
2018-05-12,69.66000000000001
2018-05-13,74.52000000000001
2018-05-14,63.99
2018-05-15,66.42
2018-05-16,66.42
2018-05-17,65.61
2018-05-18,68.04
2018-05-19,69.66000000000001
2018-05-20,74.52000000000001
2018-05-21,68.04
2018-05-22,67.23
2018-05-23,68.04
2018-05-24,65.61
2018-05-25,68.04
2018-05-26,76.95
2018-05-27,81.0
2018-05-28,72.9
2018-05-29,68.04
2018-05-30,69.66000000000001
2018-05-31,68.85000000000001
2018-06-01,74.25999999999999
2018-06-02,78.02
2018-06-03,84.6
2018-06-04,78.96
2018-06-05,75.19999999999999
2018-06-06,78.96
2018-06-07,79.89999999999999
2018-06-08,85.53999999999999
2018-06-09,94.0
2018-06-10,93.05999999999999
2018-06-11,86.47999999999999
2018-06-12,86.47999999999999
2018-06-13,79.89999999999999
2018-06-14,81.78
2018-06-15,81.78
2018-06-16,86.47999999999999
2018-06-17,81.78
2018-06-18,80.83999999999999
2018-06-19,79.89999999999999
2018-06-20,80.83999999999999
2018-06-21,77.08
2018-06-22,81.78
2018-06-23,82.72
2018-06-24,86.47999999999999
2018-06-25,80.83999999999999
2018-06-26,79.89999999999999
2018-06-27,79.89999999999999
2018-06-28,79.89999999999999
2018-06-29,82.72
2018-06-30,86.47999999999999
2018-07-01,87.0
2018-07-02,79.0
2018-07-03,79.0
2018-07-04,83.0
2018-07-05,81.0
2018-07-06,82.0
2018-07-07,86.0
2018-07-08,90.0
2018-07-09,80.0
2018-07-10,80.0
2018-07-11,80.0
2018-07-12,84.0
2018-07-13,92.0
2018-07-14,100.0
2018-07-15,99.0
2018-07-16,87.0
2018-07-17,83.0
2018-07-18,85.0
2018-07-19,86.0
2018-07-20,87.0
2018-07-21,92.0
2018-07-22,96.0
2018-07-23,89.0
2018-07-24,82.0
2018-07-25,83.0
2018-07-26,83.0
2018-07-27,82.0
2018-07-28,89.0
2018-07-29,88.0
2018-07-30,82.0
2018-07-31,78.0
2018-08-01,76.56
2018-08-02,79.17
2018-08-03,79.17
2018-08-04,87.0
2018-08-05,84.39
2018-08-06,78.3
2018-08-07,77.42999999999999
2018-08-08,77.42999999999999
2018-08-09,77.42999999999999
2018-08-10,78.3
2018-08-11,85.26
2018-08-12,85.26
2018-08-13,76.56
2018-08-14,73.95
2018-08-15,73.08
2018-08-16,70.47
2018-08-17,74.82
2018-08-18,80.04
2018-08-19,83.52
2018-08-20,71.34
2018-08-21,67.86
2018-08-22,67.86
2018-08-23,66.99
2018-08-24,71.34
2018-08-25,73.95
2018-08-26,75.69
2018-08-27,69.6
2018-08-28,66.12
2018-08-29,66.12
2018-08-30,66.12
2018-08-31,69.6
2018-09-01,71.44
2018-09-02,76.0
2018-09-03,63.84
2018-09-04,59.28
2018-09-05,59.28
2018-09-06,60.04
2018-09-07,61.56
2018-09-08,63.08
2018-09-09,61.56
2018-09-10,62.32
2018-09-11,60.04
2018-09-12,60.04
2018-09-13,60.04
2018-09-14,60.8
2018-09-15,65.36
2018-09-16,59.28
2018-09-17,62.32
2018-09-18,60.04
2018-09-19,62.32
2018-09-20,61.56
2018-09-21,62.32
2018-09-22,64.6
2018-09-23,62.32
2018-09-24,61.56
2018-09-25,58.52
2018-09-26,60.8
2018-09-27,57.76
2018-09-28,59.28
2018-09-29,67.64
2018-09-30,63.08
2018-10-01,63.51
2018-10-02,62.05
2018-10-03,62.78
2018-10-04,62.78
2018-10-05,66.42999999999999
2018-10-06,68.62
2018-10-07,69.35
2018-10-08,64.24
2018-10-09,63.51
2018-10-10,63.51
2018-10-11,63.51
2018-10-12,67.16
2018-10-13,73.0
2018-10-14,70.81
2018-10-15,64.97
2018-10-16,60.589999999999996
2018-10-17,59.129999999999995
2018-10-18,60.589999999999996
2018-10-19,63.51
2018-10-20,65.7
2018-10-21,65.7
2018-10-22,59.86
2018-10-23,56.21
2018-10-24,54.75
2018-10-25,57.67
2018-10-26,61.32
2018-10-27,63.51
2018-10-28,64.24
2018-10-29,56.94
2018-10-30,54.75
2018-10-31,51.83
2018-11-01,58.290000000000006
2018-11-02,62.980000000000004
2018-11-03,67.0
2018-11-04,62.980000000000004
2018-11-05,62.31
2018-11-06,57.620000000000005
2018-11-07,52.260000000000005
2018-11-08,58.96
2018-11-09,61.64
2018-11-10,65.66000000000001
2018-11-11,67.0
2018-11-12,58.290000000000006
2018-11-13,57.620000000000005
2018-11-14,54.940000000000005
2018-11-15,56.28
2018-11-16,57.620000000000005
2018-11-17,63.650000000000006
2018-11-18,60.970000000000006
2018-11-19,53.6
2018-11-20,52.93
2018-11-21,52.93
2018-11-22,47.57
2018-11-23,52.93
2018-11-24,56.95
2018-11-25,58.96
2018-11-26,54.27
2018-11-27,54.27
2018-11-28,53.6
2018-11-29,55.61000000000001
2018-11-30,56.28
2018-12-01,49.67999999999999
2018-12-02,48.989999999999995
2018-12-03,46.23
2018-12-04,46.23
2018-12-05,44.849999999999994
2018-12-06,46.23
2018-12-07,45.54
2018-12-08,52.44
2018-12-09,54.51
2018-12-10,43.47
2018-12-11,42.779999999999994
2018-12-12,44.16
2018-12-13,49.67999999999999
2018-12-14,43.47
2018-12-15,49.67999999999999
2018-12-16,47.61
2018-12-17,44.16
2018-12-18,43.47
2018-12-19,44.849999999999994
2018-12-20,45.54
2018-12-21,50.37
2018-12-22,50.37
2018-12-23,49.67999999999999
2018-12-24,44.16
2018-12-25,45.54
2018-12-26,54.51
2018-12-27,60.029999999999994
2018-12-28,69.0
2018-12-29,61.41
2018-12-30,62.78999999999999
2018-12-31,60.72
2019-01-01,69.16
2019-01-02,68.4
2019-01-03,71.44
2019-01-04,74.48
2019-01-05,72.96000000000001
2019-01-06,76.0
2019-01-07,67.64
2019-01-08,66.12
2019-01-09,67.64
2019-01-10,71.44
2019-01-11,66.88
2019-01-12,72.96000000000001
2019-01-13,72.2
2019-01-14,67.64
2019-01-15,67.64
2019-01-16,70.68
2019-01-17,72.2
2019-01-18,70.68
2019-01-19,75.24
2019-01-20,72.2
2019-01-21,66.88
2019-01-22,67.64
2019-01-23,68.4
2019-01-24,69.92
2019-01-25,64.6
2019-01-26,73.72
2019-01-27,72.96000000000001
2019-01-28,66.12
2019-01-29,63.84
2019-01-30,63.84
2019-01-31,64.6
2019-02-01,66.36
2019-02-02,65.57000000000001
2019-02-03,62.410000000000004
2019-02-04,53.72
2019-02-05,58.46
2019-02-06,57.67
2019-02-07,64.78
2019-02-08,65.57000000000001
2019-02-09,69.52000000000001
2019-02-10,71.10000000000001
2019-02-11,61.620000000000005
2019-02-12,61.620000000000005
2019-02-13,59.25
2019-02-14,64.78
2019-02-15,63.99
2019-02-16,72.68
2019-02-17,71.10000000000001
2019-02-18,63.99
2019-02-19,60.830000000000005
2019-02-20,63.2
2019-02-21,60.830000000000005
2019-02-22,61.620000000000005
2019-02-23,79.0
2019-02-24,65.57000000000001
2019-02-25,59.25
2019-02-26,60.040000000000006
2019-02-27,58.46
2019-02-28,60.040000000000006
2019-03-01,72.25
2019-03-02,75.64999999999999
2019-03-03,77.35
2019-03-04,64.6
2019-03-05,67.14999999999999
2019-03-06,69.7
2019-03-07,73.1
2019-03-08,70.55
2019-03-09,79.05
2019-03-10,73.1
2019-03-11,71.39999999999999
2019-03-12,70.55
2019-03-13,68.85
2019-03-14,69.7
2019-03-15,75.64999999999999
2019-03-16,79.05
2019-03-17,77.35
2019-03-18,68.0
2019-03-19,66.3
2019-03-20,66.3
2019-03-21,66.3
2019-03-22,69.7
2019-03-23,78.2
2019-03-24,73.1
2019-03-25,66.3
2019-03-26,68.85
2019-03-27,68.0
2019-03-28,72.25
2019-03-29,77.35
2019-03-30,84.14999999999999
2019-03-31,85.0
2019-04-01,69.52000000000001
2019-04-02,71.89
2019-04-03,73.47
2019-04-04,78.21000000000001
2019-04-05,74.26
2019-04-06,79.0
2019-04-07,78.21000000000001
2019-04-08,68.73
2019-04-09,67.15
2019-04-10,66.36
2019-04-11,71.89
2019-04-12,72.68
2019-04-13,75.05
2019-04-14,72.68
2019-04-15,65.57000000000001
2019-04-16,67.15
2019-04-17,65.57000000000001
2019-04-18,71.89
2019-04-19,70.31
2019-04-20,67.94
2019-04-21,67.94
2019-04-22,67.94
2019-04-23,65.57000000000001
2019-04-24,67.15
2019-04-25,71.10000000000001
2019-04-26,68.73
2019-04-27,71.10000000000001
2019-04-28,70.31
2019-04-29,64.78
2019-04-30,69.52000000000001
2019-05-01,49.29
2019-05-02,52.080000000000005
2019-05-03,52.080000000000005
2019-05-04,52.080000000000005
2019-05-05,52.080000000000005
2019-05-06,50.220000000000006
2019-05-07,48.36
2019-05-08,47.43
2019-05-09,53.940000000000005
2019-05-10,51.150000000000006
2019-05-11,52.080000000000005
2019-05-12,53.940000000000005
2019-05-13,51.150000000000006
2019-05-14,52.080000000000005
2019-05-15,53.010000000000005
2019-05-16,57.660000000000004
2019-05-17,53.940000000000005
2019-05-18,58.59
2019-05-19,56.730000000000004
2019-05-20,53.010000000000005
2019-05-21,53.940000000000005
2019-05-22,53.010000000000005
2019-05-23,55.800000000000004
2019-05-24,84.63000000000001
2019-05-25,84.63000000000001
2019-05-26,80.91000000000001
2019-05-27,93.0
2019-05-28,72.54
2019-05-29,74.4
2019-05-30,65.10000000000001
2019-05-31,66.96000000000001
2019-06-01,81.7
2019-06-02,89.3
2019-06-03,77.89999999999999
2019-06-04,78.85
2019-06-05,83.6
2019-06-06,85.5
2019-06-07,92.14999999999999
2019-06-08,84.55
2019-06-09,89.3
2019-06-10,82.64999999999999
2019-06-11,81.7
2019-06-12,82.64999999999999
2019-06-13,85.5
2019-06-14,83.6
2019-06-15,87.39999999999999
2019-06-16,84.55
2019-06-17,88.35
2019-06-18,93.1
2019-06-19,91.19999999999999
2019-06-20,90.25
2019-06-21,95.0
2019-06-22,93.1
2019-06-23,93.1
2019-06-24,88.35
2019-06-25,91.19999999999999
2019-06-26,88.35
2019-06-27,92.14999999999999
2019-06-28,88.35
2019-06-29,90.25
2019-06-30,92.14999999999999
2019-07-01,89.1
2019-07-02,90.09
2019-07-03,88.11
2019-07-04,99.0
2019-07-05,93.06
2019-07-06,95.03999999999999
2019-07-07,94.05
2019-07-08,85.14
2019-07-09,92.07
2019-07-10,92.07
2019-07-11,98.01
2019-07-12,89.1
2019-07-13,92.07
2019-07-14,95.03999999999999
2019-07-15,86.13
2019-07-16,88.11
2019-07-17,91.08
2019-07-18,97.02
2019-07-19,95.03999999999999
2019-07-20,95.03999999999999
2019-07-21,95.03999999999999
2019-07-22,89.1
2019-07-23,88.11
2019-07-24,90.09
2019-07-25,94.05
2019-07-26,90.09
2019-07-27,96.03
2019-07-28,93.06
2019-07-29,84.15
2019-07-30,87.12
2019-07-31,86.13
2019-08-01,88.32000000000001
2019-08-02,83.72
2019-08-03,84.64
2019-08-04,86.48
2019-08-05,78.2
2019-08-06,78.2
2019-08-07,80.04
2019-08-08,80.96000000000001
2019-08-09,89.24000000000001
