Date,Diversification
2016-02-26,39.76
2016-02-27,29.82
2016-02-28,21.299999999999997
2016-02-29,34.08
2016-03-01,45.82
2016-03-02,45.82
2016-03-03,58.46
2016-03-04,55.300000000000004
2016-03-05,18.17
2016-03-06,41.870000000000005
2016-03-07,54.510000000000005
2016-03-08,42.660000000000004
2016-03-09,50.56
2016-03-10,39.5
2016-03-11,28.44
2016-03-12,28.44
2016-03-13,14.22
2016-03-14,42.660000000000004
2016-03-15,79.0
2016-03-16,27.650000000000002
2016-03-17,36.34
2016-03-18,41.870000000000005
2016-03-19,14.22
2016-03-20,18.96
2016-03-21,47.400000000000006
2016-03-22,52.14
2016-03-23,44.24
2016-03-24,56.88
2016-03-25,38.71
2016-03-26,9.48
2016-03-27,30.020000000000003
2016-03-28,52.93
2016-03-29,39.5
2016-03-30,72.68
2016-03-31,67.94
2016-04-01,26.32
2016-04-02,26.32
2016-04-03,60.16
2016-04-04,49.82
2016-04-05,49.82
2016-04-06,37.599999999999994
2016-04-07,41.36
2016-04-08,48.879999999999995
2016-04-09,15.04
2016-04-10,32.9
2016-04-11,44.18
2016-04-12,31.02
2016-04-13,88.36
2016-04-14,37.599999999999994
2016-04-15,46.059999999999995
2016-04-16,39.48
2016-04-17,19.74
2016-04-18,34.78
2016-04-19,44.18
2016-04-20,94.0
2016-04-21,55.459999999999994
2016-04-22,25.38
2016-04-23,23.5
2016-04-24,46.059999999999995
2016-04-25,49.82
2016-04-26,43.239999999999995
2016-04-27,36.66
2016-04-28,40.419999999999995
2016-04-29,29.139999999999997
2016-04-30,26.32
2016-05-01,23.4
2016-05-02,51.0
2016-05-03,45.0
2016-05-04,38.4
2016-05-05,52.199999999999996
2016-05-06,34.199999999999996
2016-05-07,7.8
2016-05-08,57.599999999999994
2016-05-09,39.6
2016-05-10,51.6
2016-05-11,40.199999999999996
2016-05-12,46.8
2016-05-13,34.199999999999996
2016-05-14,24.599999999999998
2016-05-15,24.599999999999998
2016-05-16,60.0
2016-05-17,45.6
2016-05-18,39.6
2016-05-19,19.8
2016-05-20,21.0
2016-05-21,8.4
2016-05-22,8.4
2016-05-23,26.4
2016-05-24,46.8
2016-05-25,6.6
2016-05-26,34.8
2016-05-27,28.799999999999997
2016-05-28,0.0
2016-05-29,17.4
2016-05-30,7.8
