Date,Movies
2016-07-07,54.870000000000005
2016-07-08,63.24
2016-07-09,89.28
2016-07-10,86.49000000000001
2016-07-11,55.800000000000004
2016-07-12,53.010000000000005
2016-07-13,53.010000000000005
2016-07-14,50.220000000000006
2016-07-15,59.52
2016-07-16,84.63000000000001
2016-07-17,82.77000000000001
2016-07-18,54.870000000000005
2016-07-19,52.080000000000005
2016-07-20,50.220000000000006
2016-07-21,51.150000000000006
2016-07-22,65.10000000000001
2016-07-23,89.28
2016-07-24,93.0
2016-07-25,57.660000000000004
2016-07-26,54.870000000000005
2016-07-27,52.080000000000005
2016-07-28,53.010000000000005
2016-07-29,63.24
2016-07-30,90.21000000000001
2016-07-31,92.07000000000001
2016-08-01,53.6
2016-08-02,50.400000000000006
2016-08-03,48.800000000000004
2016-08-04,47.2
2016-08-05,57.6
2016-08-06,72.0
2016-08-07,73.60000000000001
2016-08-08,47.2
2016-08-09,45.6
2016-08-10,45.6
2016-08-11,44.0
2016-08-12,53.6
2016-08-13,76.0
2016-08-14,73.60000000000001
2016-08-15,45.6
2016-08-16,44.800000000000004
2016-08-17,41.6
2016-08-18,40.800000000000004
2016-08-19,51.2
2016-08-20,74.4
2016-08-21,70.4
2016-08-22,42.400000000000006
2016-08-23,40.800000000000004
2016-08-24,38.400000000000006
2016-08-25,41.6
2016-08-26,51.2
2016-08-27,80.0
2016-08-28,76.0
2016-08-29,44.0
2016-08-30,42.400000000000006
2016-08-31,39.2
2016-09-01,35.28
2016-09-02,44.64
2016-09-03,64.8
2016-09-04,72.0
2016-09-05,63.36
2016-09-06,36.0
2016-09-07,31.68
2016-09-08,31.68
2016-09-09,40.32
2016-09-10,66.24
2016-09-11,56.16
2016-09-12,33.12
2016-09-13,31.68
2016-09-14,30.959999999999997
2016-09-15,30.959999999999997
2016-09-16,40.32
2016-09-17,64.8
2016-09-18,59.04
2016-09-19,33.839999999999996
2016-09-20,33.12
2016-09-21,31.68
2016-09-22,31.68
2016-09-23,41.04
2016-09-24,65.52
2016-09-25,61.199999999999996
2016-09-26,34.56
2016-09-27,28.799999999999997
2016-09-28,30.959999999999997
2016-09-29,32.4
2016-09-30,43.199999999999996
2016-10-01,73.71000000000001
2016-10-02,68.04
2016-10-03,40.5
2016-10-04,36.45
2016-10-05,35.64
2016-10-06,37.260000000000005
2016-10-07,46.980000000000004
2016-10-08,72.9
2016-10-09,69.66000000000001
2016-10-10,44.550000000000004
2016-10-11,38.07
2016-10-12,37.260000000000005
2016-10-13,38.07
2016-10-14,48.6
2016-10-15,73.71000000000001
2016-10-16,71.28
2016-10-17,41.31
2016-10-18,36.45
2016-10-19,36.45
2016-10-20,38.07
2016-10-21,53.46
2016-10-22,81.0
2016-10-23,74.52000000000001
2016-10-24,41.31
2016-10-25,38.88
2016-10-26,36.45
2016-10-27,38.88
2016-10-28,48.6
2016-10-29,72.9
2016-10-30,73.71000000000001
2016-10-31,46.17
2016-11-01,39.48
2016-11-02,33.6
2016-11-03,34.44
2016-11-04,47.879999999999995
2016-11-05,73.92
2016-11-06,67.2
2016-11-07,38.64
2016-11-08,34.44
2016-11-09,24.36
2016-11-10,36.96
2016-11-11,53.76
2016-11-12,75.6
2016-11-13,68.03999999999999
2016-11-14,38.64
2016-11-15,36.96
2016-11-16,35.28
2016-11-17,36.12
2016-11-18,46.199999999999996
2016-11-19,75.6
2016-11-20,74.75999999999999
2016-11-21,47.04
2016-11-22,45.36
2016-11-23,53.76
2016-11-24,68.03999999999999
2016-11-25,78.96
2016-11-26,84.0
2016-11-27,78.96
2016-11-28,42.0
2016-11-29,36.12
2016-11-30,36.12
2016-12-01,34.92
2016-12-02,41.71
2016-12-03,66.92999999999999
2016-12-04,66.92999999999999
2016-12-05,40.74
2016-12-06,37.83
2016-12-07,37.83
2016-12-08,36.86
2016-12-09,43.65
2016-12-10,68.87
2016-12-11,66.92999999999999
2016-12-12,42.68
2016-12-13,37.83
2016-12-14,37.83
2016-12-15,40.74
2016-12-16,50.44
2016-12-17,74.69
2016-12-18,74.69
2016-12-19,51.41
2016-12-20,51.41
2016-12-21,53.35
2016-12-22,56.26
2016-12-23,64.99
2016-12-24,70.81
2016-12-25,97.0
2016-12-26,97.0
2016-12-27,78.57
2016-12-28,70.81
2016-12-29,70.81
2016-12-30,70.81
2016-12-31,75.66
2017-01-01,95.0
2017-01-02,84.55
2017-01-03,57.0
2017-01-04,48.449999999999996
2017-01-05,46.55
2017-01-06,55.099999999999994
2017-01-07,88.35
2017-01-08,82.64999999999999
2017-01-09,53.199999999999996
2017-01-10,42.75
2017-01-11,40.85
2017-01-12,41.8
2017-01-13,54.15
2017-01-14,89.3
2017-01-15,82.64999999999999
2017-01-16,63.65
2017-01-17,43.699999999999996
2017-01-18,38.949999999999996
2017-01-19,39.9
2017-01-20,49.4
2017-01-21,82.64999999999999
2017-01-22,78.85
2017-01-23,45.599999999999994
2017-01-24,41.8
2017-01-25,40.85
2017-01-26,39.9
2017-01-27,50.349999999999994
2017-01-28,84.55
2017-01-29,81.7
2017-01-30,44.65
2017-01-31,38.949999999999996
2017-02-01,37.84
2017-02-02,38.72
2017-02-03,49.28
2017-02-04,83.6
2017-02-05,73.92
2017-02-06,40.48
2017-02-07,40.48
2017-02-08,40.48
2017-02-09,45.76
2017-02-10,56.32
2017-02-11,88.0
2017-02-12,88.0
2017-02-13,46.64
2017-02-14,46.64
2017-02-15,44.88
2017-02-16,41.36
2017-02-17,54.56
2017-02-18,86.24
2017-02-19,85.36
2017-02-20,63.36
2017-02-21,44.0
2017-02-22,40.48
2017-02-23,39.6
2017-02-24,49.28
2017-02-25,81.84
2017-02-26,87.12
2017-02-27,51.92
2017-02-28,42.24
2017-03-01,39.6
2017-03-02,40.5
2017-03-03,52.2
2017-03-04,84.60000000000001
2017-03-05,90.0
2017-03-06,47.7
2017-03-07,41.4
2017-03-08,39.6
2017-03-09,40.5
2017-03-10,52.2
2017-03-11,83.7
2017-03-12,83.7
2017-03-13,51.300000000000004
2017-03-14,51.300000000000004
2017-03-15,45.9
2017-03-16,45.0
2017-03-17,54.9
2017-03-18,82.8
2017-03-19,79.2
2017-03-20,43.2
2017-03-21,43.2
2017-03-22,44.1
2017-03-23,44.1
2017-03-24,54.9
2017-03-25,83.7
2017-03-26,85.5
2017-03-27,46.800000000000004
2017-03-28,42.300000000000004
2017-03-29,40.5
2017-03-30,43.2
2017-03-31,54.9
2017-04-01,83.42
2017-04-02,82.56
2017-04-03,46.44
2017-04-04,43.0
2017-04-05,42.14
2017-04-06,43.86
2017-04-07,52.46
2017-04-08,81.7
2017-04-09,75.67999999999999
2017-04-10,45.58
2017-04-11,44.72
2017-04-12,44.72
2017-04-13,47.3
2017-04-14,64.5
2017-04-15,78.26
2017-04-16,79.12
2017-04-17,50.74
2017-04-18,42.14
2017-04-19,41.28
2017-04-20,43.0
2017-04-21,54.18
2017-04-22,86.0
2017-04-23,79.12
2017-04-24,46.44
2017-04-25,41.28
2017-04-26,38.7
2017-04-27,40.42
2017-04-28,50.74
2017-04-29,77.4
2017-04-30,81.7
2017-05-01,42.5
2017-05-02,37.4
2017-05-03,36.55
2017-05-04,39.949999999999996
2017-05-05,49.3
2017-05-06,73.95
2017-05-07,74.8
2017-05-08,44.199999999999996
2017-05-09,39.1
2017-05-10,39.1
2017-05-11,39.949999999999996
2017-05-12,49.3
2017-05-13,77.35
2017-05-14,76.5
2017-05-15,44.199999999999996
2017-05-16,40.8
2017-05-17,39.949999999999996
2017-05-18,39.1
2017-05-19,51.85
2017-05-20,78.2
2017-05-21,75.64999999999999
2017-05-22,45.9
2017-05-23,43.35
2017-05-24,43.35
2017-05-25,49.3
2017-05-26,57.8
2017-05-27,78.2
2017-05-28,85.0
2017-05-29,85.0
2017-05-30,50.15
2017-05-31,44.199999999999996
2017-06-01,49.29
2017-06-02,60.45
2017-06-03,85.56
2017-06-04,87.42
2017-06-05,57.660000000000004
2017-06-06,53.010000000000005
2017-06-07,53.010000000000005
2017-06-08,49.29
2017-06-09,61.38
2017-06-10,80.91000000000001
2017-06-11,82.77000000000001
2017-06-12,54.870000000000005
2017-06-13,50.220000000000006
2017-06-14,52.080000000000005
2017-06-15,53.010000000000005
2017-06-16,66.03
2017-06-17,93.0
2017-06-18,93.0
2017-06-19,61.38
2017-06-20,59.52
2017-06-21,57.660000000000004
2017-06-22,58.59
2017-06-23,66.96000000000001
2017-06-24,86.49000000000001
2017-06-25,89.28
2017-06-26,58.59
2017-06-27,58.59
2017-06-28,53.940000000000005
2017-06-29,55.800000000000004
2017-06-30,66.03
2017-07-01,87.0
2017-07-02,88.0
2017-07-03,71.0
2017-07-04,87.0
2017-07-05,58.0
2017-07-06,58.0
2017-07-07,70.0
2017-07-08,90.0
2017-07-09,89.0
2017-07-10,59.0
2017-07-11,57.0
2017-07-12,55.0
2017-07-13,56.0
2017-07-14,66.0
2017-07-15,88.0
2017-07-16,90.0
2017-07-17,63.0
2017-07-18,59.0
2017-07-19,56.0
2017-07-20,56.0
2017-07-21,69.0
2017-07-22,100.0
2017-07-23,95.0
2017-07-24,63.0
2017-07-25,62.0
2017-07-26,58.0
2017-07-27,58.0
2017-07-28,72.0
2017-07-29,92.0
2017-07-30,92.0
2017-07-31,60.0
2017-08-01,53.12
2017-08-02,52.29
2017-08-03,52.29
2017-08-04,59.76
2017-08-05,83.0
2017-08-06,83.0
2017-08-07,57.269999999999996
2017-08-08,50.629999999999995
2017-08-09,50.629999999999995
2017-08-10,48.97
2017-08-11,58.099999999999994
2017-08-12,81.33999999999999
2017-08-13,79.67999999999999
2017-08-14,50.629999999999995
2017-08-15,48.14
2017-08-16,43.989999999999995
2017-08-17,43.989999999999995
2017-08-18,53.949999999999996
2017-08-19,77.19
2017-08-20,73.03999999999999
2017-08-21,43.989999999999995
2017-08-22,43.989999999999995
2017-08-23,41.5
2017-08-24,39.839999999999996
2017-08-25,50.629999999999995
2017-08-26,70.55
2017-08-27,64.74
2017-08-28,43.989999999999995
2017-08-29,43.16
2017-08-30,39.839999999999996
2017-08-31,40.669999999999995
2017-09-01,46.02
2017-09-02,70.98
2017-09-03,78.0
2017-09-04,67.08
2017-09-05,36.660000000000004
2017-09-06,31.200000000000003
2017-09-07,35.88
2017-09-08,46.02
2017-09-09,72.54
2017-09-10,66.3
2017-09-11,39.78
2017-09-12,37.44
2017-09-13,35.1
2017-09-14,34.32
2017-09-15,46.02
2017-09-16,67.86
2017-09-17,62.400000000000006
2017-09-18,35.88
2017-09-19,35.1
2017-09-20,34.32
2017-09-21,36.660000000000004
2017-09-22,45.24
2017-09-23,68.64
2017-09-24,62.400000000000006
2017-09-25,35.88
2017-09-26,35.88
2017-09-27,33.54
2017-09-28,32.76
2017-09-29,42.9
2017-09-30,70.98
2017-10-01,65.52
2017-10-02,36.660000000000004
2017-10-03,34.32
2017-10-04,34.32
2017-10-05,37.44
2017-10-06,46.02
2017-10-07,70.98
2017-10-08,74.88
2017-10-09,49.14
2017-10-10,39.78
2017-10-11,39.0
2017-10-12,39.0
2017-10-13,51.480000000000004
2017-10-14,78.0
2017-10-15,71.76
2017-10-16,41.34
2017-10-17,39.0
2017-10-18,36.660000000000004
2017-10-19,35.88
2017-10-20,48.36
2017-10-21,74.10000000000001
2017-10-22,69.42
2017-10-23,41.34
2017-10-24,38.22
2017-10-25,38.22
2017-10-26,38.22
2017-10-27,48.36
2017-10-28,70.2
2017-10-29,70.98
2017-10-30,39.78
2017-10-31,42.9
2017-11-01,39.690000000000005
2017-11-02,38.07
2017-11-03,49.410000000000004
2017-11-04,77.76
2017-11-05,70.47
2017-11-06,41.31
2017-11-07,38.88
2017-11-08,36.45
2017-11-09,38.88
2017-11-10,55.080000000000005
2017-11-11,74.52000000000001
2017-11-12,71.28
2017-11-13,40.5
2017-11-14,36.45
2017-11-15,35.64
2017-11-16,36.45
2017-11-17,46.980000000000004
2017-11-18,76.14
2017-11-19,74.52000000000001
2017-11-20,46.980000000000004
2017-11-21,46.980000000000004
2017-11-22,54.27
2017-11-23,65.61
2017-11-24,74.52000000000001
2017-11-25,81.0
2017-11-26,75.33
2017-11-27,38.88
2017-11-28,34.02
2017-11-29,36.45
2017-11-30,36.45
2017-12-01,39.48
2017-12-02,61.099999999999994
2017-12-03,62.04
2017-12-04,35.72
2017-12-05,32.9
2017-12-06,32.9
2017-12-07,33.839999999999996
2017-12-08,40.419999999999995
2017-12-09,63.919999999999995
2017-12-10,63.919999999999995
2017-12-11,36.66
2017-12-12,34.78
2017-12-13,36.66
2017-12-14,38.54
2017-12-15,47.0
2017-12-16,69.56
2017-12-17,71.44
2017-12-18,46.059999999999995
2017-12-19,44.18
2017-12-20,45.12
2017-12-21,49.82
2017-12-22,57.339999999999996
2017-12-23,71.44
2017-12-24,71.44
2017-12-25,94.0
2017-12-26,83.66
2017-12-27,71.44
2017-12-28,65.8
2017-12-29,65.8
2017-12-30,80.83999999999999
2017-12-31,78.02
2018-01-01,87.0
2018-01-02,60.03
2018-01-03,47.85
2018-01-04,50.46
2018-01-05,60.9
2018-01-06,87.0
2018-01-07,80.91
2018-01-08,52.2
2018-01-09,40.89
2018-01-10,41.76
2018-01-11,40.02
2018-01-12,55.68
2018-01-13,84.39
2018-01-14,84.39
2018-01-15,66.99
2018-01-16,43.5
2018-01-17,42.63
2018-01-18,42.63
2018-01-19,51.33
2018-01-20,80.91
2018-01-21,73.95
2018-01-22,42.63
2018-01-23,40.89
2018-01-24,38.28
2018-01-25,38.28
2018-01-26,48.72
2018-01-27,84.39
2018-01-28,79.17
2018-01-29,40.89
2018-01-30,38.28
2018-01-31,34.8
2018-02-01,34.4
2018-02-02,43.86
2018-02-03,73.1
2018-02-04,62.78
2018-02-05,36.98
2018-02-06,36.12
2018-02-07,36.98
2018-02-08,36.12
2018-02-09,44.72
2018-02-10,76.53999999999999
2018-02-11,74.82
2018-02-12,42.14
2018-02-13,36.98
2018-02-14,39.56
2018-02-15,40.42
2018-02-16,52.46
2018-02-17,79.12
2018-02-18,86.0
2018-02-19,61.06
2018-02-20,43.0
2018-02-21,37.839999999999996
2018-02-22,38.7
2018-02-23,46.44
2018-02-24,75.67999999999999
2018-02-25,74.82
2018-02-26,40.42
2018-02-27,35.26
2018-02-28,34.4
2018-03-01,37.8
2018-03-02,48.72
2018-03-03,80.64
2018-03-04,84.0
2018-03-05,50.4
2018-03-06,38.64
2018-03-07,39.48
2018-03-08,41.16
2018-03-09,49.559999999999995
2018-03-10,77.28
2018-03-11,76.44
2018-03-12,45.36
2018-03-13,41.16
2018-03-14,40.32
2018-03-15,39.48
2018-03-16,52.08
2018-03-17,77.28
2018-03-18,73.92
2018-03-19,41.16
2018-03-20,38.64
2018-03-21,42.839999999999996
2018-03-22,42.0
2018-03-23,49.559999999999995
2018-03-24,76.44
2018-03-25,78.96
2018-03-26,47.04
2018-03-27,45.36
2018-03-28,41.16
2018-03-29,44.519999999999996
2018-03-30,61.32
2018-03-31,72.24
2018-04-01,74.75999999999999
2018-04-02,50.4
2018-04-03,43.68
2018-04-04,42.0
2018-04-05,42.0
2018-04-06,55.44
2018-04-07,84.0
2018-04-08,77.28
2018-04-09,42.0
2018-04-10,36.96
2018-04-11,36.12
2018-04-12,35.28
2018-04-13,48.72
2018-04-14,76.44
2018-04-15,76.44
2018-04-16,42.0
2018-04-17,36.96
2018-04-18,34.44
2018-04-19,36.96
2018-04-20,46.199999999999996
2018-04-21,72.24
2018-04-22,70.56
2018-04-23,39.48
2018-04-24,36.12
2018-04-25,35.28
2018-04-26,38.64
2018-04-27,54.6
2018-04-28,82.32
2018-04-29,84.0
2018-04-30,50.4
2018-05-01,41.31
2018-05-02,38.88
2018-05-03,39.690000000000005
2018-05-04,50.220000000000006
2018-05-05,72.9
2018-05-06,73.71000000000001
2018-05-07,42.120000000000005
2018-05-08,39.690000000000005
2018-05-09,37.260000000000005
2018-05-10,37.260000000000005
2018-05-11,47.790000000000006
2018-05-12,76.14
2018-05-13,78.57000000000001
2018-05-14,45.36
2018-05-15,40.5
2018-05-16,38.07
2018-05-17,39.690000000000005
2018-05-18,50.220000000000006
2018-05-19,73.71000000000001
2018-05-20,72.9
2018-05-21,42.120000000000005
2018-05-22,39.690000000000005
2018-05-23,39.690000000000005
2018-05-24,38.88
2018-05-25,49.410000000000004
2018-05-26,71.28
2018-05-27,81.0
2018-05-28,76.14
2018-05-29,46.17
2018-05-30,40.5
2018-05-31,40.5
2018-06-01,49.84
2018-06-02,73.87
2018-06-03,75.65
2018-06-04,47.17
2018-06-05,44.5
2018-06-06,42.72
2018-06-07,47.17
2018-06-08,55.18
2018-06-09,76.54
2018-06-10,84.55
2018-06-11,52.51
2018-06-12,48.95
2018-06-13,49.84
2018-06-14,48.95
2018-06-15,63.19
2018-06-16,83.66
2018-06-17,89.0
2018-06-18,56.07
2018-06-19,56.07
2018-06-20,50.730000000000004
2018-06-21,51.62
2018-06-22,63.19
2018-06-23,86.33
2018-06-24,85.44
2018-06-25,54.29
2018-06-26,51.62
2018-06-27,49.84
2018-06-28,49.84
2018-06-29,55.18
2018-06-30,75.65
2018-07-01,84.6
2018-07-02,56.4
2018-07-03,58.279999999999994
2018-07-04,80.83999999999999
2018-07-05,62.98
2018-07-06,69.56
2018-07-07,88.36
2018-07-08,87.42
2018-07-09,57.339999999999996
2018-07-10,54.519999999999996
2018-07-11,52.64
2018-07-12,52.64
2018-07-13,63.919999999999995
2018-07-14,86.47999999999999
2018-07-15,91.17999999999999
2018-07-16,57.339999999999996
2018-07-17,56.4
2018-07-18,51.699999999999996
2018-07-19,51.699999999999996
2018-07-20,64.86
2018-07-21,94.0
2018-07-22,93.05999999999999
2018-07-23,62.98
2018-07-24,58.279999999999994
2018-07-25,55.459999999999994
2018-07-26,53.58
2018-07-27,66.74
2018-07-28,85.53999999999999
2018-07-29,86.47999999999999
2018-07-30,59.22
2018-07-31,56.4
2018-08-01,50.400000000000006
2018-08-02,48.800000000000004
2018-08-03,56.0
2018-08-04,78.4
2018-08-05,75.2
2018-08-06,51.2
2018-08-07,47.2
2018-08-08,47.2
2018-08-09,47.2
2018-08-10,56.0
2018-08-11,79.2
2018-08-12,80.0
2018-08-13,50.400000000000006
2018-08-14,47.2
2018-08-15,46.400000000000006
2018-08-16,41.6
2018-08-17,53.6
2018-08-18,76.80000000000001
2018-08-19,78.4
2018-08-20,46.400000000000006
2018-08-21,43.2
2018-08-22,40.0
2018-08-23,38.400000000000006
2018-08-24,48.0
2018-08-25,73.60000000000001
2018-08-26,70.4
2018-08-27,41.6
2018-08-28,38.400000000000006
2018-08-29,36.800000000000004
2018-08-30,37.6
2018-08-31,46.400000000000006
2018-09-01,68.73
2018-09-02,79.0
2018-09-03,74.26
2018-09-04,38.71
2018-09-05,33.18
2018-09-06,36.34
2018-09-07,47.400000000000006
2018-09-08,75.05
2018-09-09,65.57000000000001
2018-09-10,39.5
2018-09-11,36.34
2018-09-12,33.97
2018-09-13,34.760000000000005
2018-09-14,46.61
2018-09-15,71.89
2018-09-16,63.2
2018-09-17,38.71
2018-09-18,37.13
2018-09-19,35.550000000000004
2018-09-20,35.550000000000004
2018-09-21,45.03
2018-09-22,71.89
2018-09-23,66.36
2018-09-24,37.92
2018-09-25,35.550000000000004
2018-09-26,34.760000000000005
2018-09-27,36.34
2018-09-28,45.82
2018-09-29,68.73
2018-09-30,67.94
2018-10-01,39.2
2018-10-02,38.400000000000006
2018-10-03,36.0
2018-10-04,39.2
2018-10-05,49.6
2018-10-06,76.80000000000001
2018-10-07,69.60000000000001
2018-10-08,49.6
2018-10-09,40.0
2018-10-10,37.6
2018-10-11,41.6
2018-10-12,52.0
2018-10-13,80.0
2018-10-14,75.2
2018-10-15,41.6
2018-10-16,38.400000000000006
2018-10-17,36.800000000000004
2018-10-18,39.2
2018-10-19,53.6
2018-10-20,77.60000000000001
2018-10-21,72.0
2018-10-22,42.400000000000006
2018-10-23,38.400000000000006
2018-10-24,36.0
2018-10-25,39.2
2018-10-26,50.400000000000006
2018-10-27,76.0
2018-10-28,72.8
2018-10-29,40.800000000000004
2018-10-30,40.800000000000004
2018-10-31,44.0
2018-11-01,43.5
2018-11-02,53.94
2018-11-03,80.04
2018-11-04,72.21
2018-11-05,42.63
2018-11-06,40.89
2018-11-07,33.06
2018-11-08,38.28
2018-11-09,49.589999999999996
2018-11-10,80.04
2018-11-11,77.42999999999999
2018-11-12,51.33
2018-11-13,40.02
2018-11-14,36.54
2018-11-15,37.41
2018-11-16,48.72
2018-11-17,76.56
2018-11-18,75.69
2018-11-19,48.72
2018-11-20,47.85
2018-11-21,56.55
2018-11-22,68.73
2018-11-23,83.52
2018-11-24,87.0
2018-11-25,73.95
2018-11-26,42.63
2018-11-27,36.54
2018-11-28,39.15
2018-11-29,38.28
2018-11-30,44.37
2018-12-01,62.4
2018-12-02,59.519999999999996
2018-12-03,35.519999999999996
2018-12-04,31.68
2018-12-05,32.64
2018-12-06,32.64
2018-12-07,38.4
2018-12-08,61.44
2018-12-09,60.48
2018-12-10,36.48
2018-12-11,35.519999999999996
2018-12-12,34.56
2018-12-13,35.519999999999996
2018-12-14,40.32
2018-12-15,67.2
2018-12-16,61.44
2018-12-17,40.32
2018-12-18,37.44
2018-12-19,39.36
2018-12-20,42.239999999999995
2018-12-21,49.92
2018-12-22,67.2
2018-12-23,70.08
2018-12-24,67.2
2018-12-25,96.0
2018-12-26,76.8
2018-12-27,69.12
2018-12-28,69.12
2018-12-29,79.67999999999999
2018-12-30,76.8
2018-12-31,69.12
2019-01-01,87.0
2019-01-02,59.16
2019-01-03,48.72
2019-01-04,53.94
2019-01-05,73.08
2019-01-06,68.73
2019-01-07,43.5
2019-01-08,35.67
2019-01-09,35.67
2019-01-10,36.54
2019-01-11,45.24
2019-01-12,71.34
2019-01-13,68.73
2019-01-14,40.02
2019-01-15,35.67
2019-01-16,35.67
2019-01-17,35.67
2019-01-18,46.98
2019-01-19,73.08
2019-01-20,72.21
2019-01-21,54.81
2019-01-22,36.54
2019-01-23,33.93
2019-01-24,33.06
2019-01-25,41.76
2019-01-26,71.34
2019-01-27,67.86
2019-01-28,36.54
2019-01-29,33.93
2019-01-30,35.67
2019-01-31,33.93
2019-02-01,41.08
2019-02-02,69.52000000000001
2019-02-03,59.25
2019-02-04,33.18
2019-02-05,33.97
2019-02-06,32.39
2019-02-07,33.97
2019-02-08,43.45
2019-02-09,77.42
2019-02-10,72.68
2019-02-11,39.5
2019-02-12,37.13
2019-02-13,35.550000000000004
2019-02-14,41.08
2019-02-15,52.93
2019-02-16,76.63000000000001
2019-02-17,79.0
2019-02-18,55.300000000000004
2019-02-19,37.92
2019-02-20,37.13
2019-02-21,34.760000000000005
2019-02-22,44.24
2019-02-23,73.47
2019-02-24,71.10000000000001
2019-02-25,44.24
2019-02-26,33.97
2019-02-27,33.18
2019-02-28,33.18
2019-03-01,45.6
2019-03-02,80.0
2019-03-03,77.60000000000001
2019-03-04,43.2
2019-03-05,38.400000000000006
2019-03-06,35.2
2019-03-07,36.0
2019-03-08,47.2
2019-03-09,79.2
2019-03-10,77.60000000000001
2019-03-11,44.800000000000004
2019-03-12,40.800000000000004
2019-03-13,39.2
2019-03-14,40.0
2019-03-15,48.800000000000004
2019-03-16,72.8
2019-03-17,72.8
2019-03-18,43.2
2019-03-19,40.0
2019-03-20,37.6
2019-03-21,39.2
2019-03-22,52.0
2019-03-23,76.0
2019-03-24,72.8
2019-03-25,42.400000000000006
2019-03-26,40.0
2019-03-27,36.800000000000004
2019-03-28,37.6
2019-03-29,47.2
2019-03-30,72.8
2019-03-31,69.60000000000001
2019-04-01,33.6
2019-04-02,36.0
2019-04-03,32.800000000000004
2019-04-04,34.4
2019-04-05,44.0
2019-04-06,64.0
2019-04-07,63.2
2019-04-08,33.6
2019-04-09,32.0
2019-04-10,31.200000000000003
2019-04-11,31.200000000000003
2019-04-12,41.6
2019-04-13,62.400000000000006
2019-04-14,60.0
2019-04-15,34.4
2019-04-16,32.800000000000004
2019-04-17,32.800000000000004
2019-04-18,34.4
2019-04-19,48.800000000000004
2019-04-20,66.4
2019-04-21,64.0
2019-04-22,37.6
2019-04-23,34.4
2019-04-24,34.4
2019-04-25,40.0
2019-04-26,55.2
2019-04-27,80.0
2019-04-28,79.2
2019-04-29,44.800000000000004
2019-04-30,41.6
2019-05-01,42.120000000000005
2019-05-02,42.120000000000005
2019-05-03,51.84
2019-05-04,75.33
2019-05-05,75.33
2019-05-06,42.93
2019-05-07,39.690000000000005
2019-05-08,38.07
2019-05-09,38.07
2019-05-10,48.6
2019-05-11,72.9
2019-05-12,76.95
2019-05-13,42.120000000000005
2019-05-14,36.45
2019-05-15,34.830000000000005
2019-05-16,36.45
2019-05-17,46.17
2019-05-18,67.23
2019-05-19,68.85000000000001
2019-05-20,39.690000000000005
2019-05-21,38.07
2019-05-22,38.07
2019-05-23,39.690000000000005
2019-05-24,50.220000000000006
2019-05-25,71.28
2019-05-26,81.0
2019-05-27,75.33
2019-05-28,47.790000000000006
2019-05-29,40.5
2019-05-30,40.5
2019-05-31,47.790000000000006
2019-06-01,78.2
2019-06-02,80.75
2019-06-03,50.15
2019-06-04,48.449999999999996
2019-06-05,48.449999999999996
2019-06-06,47.6
2019-06-07,59.5
2019-06-08,79.05
2019-06-09,85.0
2019-06-10,51.85
2019-06-11,50.15
2019-06-12,49.3
2019-06-13,47.6
2019-06-14,55.25
2019-06-15,77.35
2019-06-16,84.14999999999999
2019-06-17,54.4
2019-06-18,54.4
2019-06-19,51.0
2019-06-20,51.0
2019-06-21,61.199999999999996
2019-06-22,83.3
2019-06-23,84.14999999999999
2019-06-24,56.1
2019-06-25,55.25
2019-06-26,49.3
2019-06-27,51.85
2019-06-28,56.949999999999996
2019-06-29,81.6
2019-06-30,81.6
2019-07-01,52.2
2019-07-02,53.07
2019-07-03,53.07
2019-07-04,66.12
2019-07-05,70.47
2019-07-06,81.78
2019-07-07,75.69
2019-07-08,53.07
2019-07-09,49.589999999999996
2019-07-10,46.98
2019-07-11,47.85
2019-07-12,55.68
2019-07-13,74.82
2019-07-14,76.56
2019-07-15,52.2
2019-07-16,51.33
2019-07-17,49.589999999999996
2019-07-18,50.46
2019-07-19,59.16
2019-07-20,80.91
2019-07-21,87.0
2019-07-22,58.29
2019-07-23,54.81
2019-07-24,49.589999999999996
2019-07-25,46.98
2019-07-26,56.55
2019-07-27,78.3
2019-07-28,78.3
2019-07-29,53.07
2019-07-30,50.46
2019-07-31,46.11
2019-08-01,45.0
2019-08-02,54.0
2019-08-03,72.0
2019-08-04,70.5
2019-08-05,47.25
2019-08-06,44.25
2019-08-07,45.75
2019-08-08,44.25
2019-08-09,50.25
2019-08-10,74.25
2019-08-11,71.25
2019-08-12,47.25
2019-08-13,48.0
2019-08-14,43.5
2019-08-15,42.75
2019-08-16,51.75
2019-08-17,75.0
2019-08-18,73.5
2019-08-19,44.25
2019-08-20,42.0
2019-08-21,40.5
2019-08-22,40.5
2019-08-23,49.5
2019-08-24,73.5
2019-08-25,71.25
2019-08-26,42.0
2019-08-27,39.75
2019-08-28,36.75
2019-08-29,36.75
2019-08-30,43.5
2019-08-31,64.5
2019-09-01,71.0
2019-09-02,70.28999999999999
2019-09-03,39.76
2019-09-04,32.66
2019-09-05,34.79
2019-09-06,42.599999999999994
2019-09-07,67.45
2019-09-08,62.48
2019-09-09,36.21
2019-09-10,34.08
2019-09-11,33.37
2019-09-12,34.08
2019-09-13,44.73
2019-09-14,71.0
2019-09-15,63.19
2019-09-16,35.5
2019-09-17,34.79
2019-09-18,34.08
2019-09-19,34.08
2019-09-20,44.73
2019-09-21,67.45
2019-09-22,62.48
2019-09-23,37.629999999999995
2019-09-24,34.79
2019-09-25,34.08
2019-09-26,33.37
