Date,Gross Domestic Product
2016-06-10,7.4399999999999995
2016-06-11,11.28
2016-06-12,5.52
2016-06-13,9.36
2016-06-14,16.32
2016-06-15,14.16
2016-06-16,11.76
2016-06-17,9.84
2016-06-18,5.76
2016-06-19,11.52
2016-06-20,11.76
2016-06-21,0.0
2016-06-22,9.36
2016-06-23,14.399999999999999
2016-06-24,14.639999999999999
2016-06-25,0.0
2016-06-26,11.52
2016-06-27,4.8
2016-06-28,14.16
2016-06-29,16.8
2016-06-30,4.8
2016-07-01,4.94
2016-07-02,8.55
2016-07-03,0.0
2016-07-04,5.7
2016-07-05,10.07
2016-07-06,11.97
2016-07-07,9.69
2016-07-08,4.94
2016-07-09,16.53
2016-07-10,0.0
2016-07-11,4.94
2016-07-12,0.0
2016-07-13,9.69
2016-07-14,7.03
2016-07-15,7.41
2016-07-16,5.7
2016-07-17,5.7
2016-07-18,9.69
2016-07-19,18.81
2016-07-20,0.0
2016-07-21,7.22
2016-07-22,4.94
2016-07-23,5.51
2016-07-24,11.21
2016-07-25,7.22
2016-07-26,19.0
2016-07-27,4.75
2016-07-28,16.53
2016-07-29,7.22
2016-07-30,0.0
2016-07-31,5.51
2016-08-01,8.99
2016-08-02,8.99
2016-08-03,12.18
2016-08-04,12.18
2016-08-05,13.049999999999999
2016-08-06,11.02
2016-08-07,7.539999999999999
2016-08-08,15.37
2016-08-09,18.27
2016-08-10,0.0
2016-08-11,9.569999999999999
2016-08-12,19.43
2016-08-13,7.249999999999999
2016-08-14,0.0
2016-08-15,9.569999999999999
2016-08-16,9.569999999999999
2016-08-17,15.95
2016-08-18,26.099999999999998
2016-08-19,16.529999999999998
2016-08-20,7.539999999999999
2016-08-21,7.539999999999999
2016-08-22,19.139999999999997
2016-08-23,15.659999999999998
2016-08-24,21.459999999999997
2016-08-25,11.6
2016-08-26,8.99
2016-08-27,10.44
2016-08-28,13.919999999999998
2016-08-29,22.91
2016-08-30,8.7
2016-08-31,28.999999999999996
2016-09-01,39.68
2016-09-02,22.32
2016-09-03,12.4
2016-09-04,8.68
2016-09-05,8.06
2016-09-06,27.9
2016-09-07,31.62
2016-09-08,35.339999999999996
2016-09-09,28.52
2016-09-10,16.74
2016-09-11,35.96
2016-09-12,55.8
2016-09-13,62.0
2016-09-14,31.62
2016-09-15,52.7
2016-09-16,25.419999999999998
2016-09-17,8.06
2016-09-18,55.8
2016-09-19,44.02
2016-09-20,34.72
2016-09-21,41.54
2016-09-22,32.24
2016-09-23,39.68
2016-09-24,8.68
2016-09-25,20.46
2016-09-26,24.18
2016-09-27,48.36
2016-09-28,42.16
2016-09-29,48.98
2016-09-30,21.7
2016-10-01,8.84
2016-10-02,21.080000000000002
2016-10-03,28.560000000000002
2016-10-04,42.160000000000004
2016-10-05,39.440000000000005
2016-10-06,46.24
2016-10-07,33.32
2016-10-08,17.0
2016-10-09,17.0
2016-10-10,36.720000000000006
2016-10-11,36.04
2016-10-12,47.6
2016-10-13,10.88
2016-10-14,22.44
2016-10-15,13.600000000000001
2016-10-16,42.160000000000004
2016-10-17,39.440000000000005
2016-10-18,31.96
2016-10-19,29.240000000000002
2016-10-20,68.0
2016-10-21,33.32
2016-10-22,13.600000000000001
2016-10-23,12.920000000000002
2016-10-24,46.24
2016-10-25,42.160000000000004
2016-10-26,49.64
2016-10-27,38.760000000000005
2016-10-28,52.36000000000001
2016-10-29,8.84
2016-10-30,34.0
2016-10-31,28.560000000000002
2016-11-01,23.0
2016-11-02,46.5
2016-11-03,26.5
2016-11-04,43.0
2016-11-05,17.0
2016-11-06,9.5
2016-11-07,27.0
2016-11-08,18.5
2016-11-09,13.0
2016-11-10,27.5
2016-11-11,28.5
2016-11-12,10.0
2016-11-13,22.5
2016-11-14,41.0
2016-11-15,43.0
2016-11-16,49.5
2016-11-17,50.0
2016-11-18,34.0
2016-11-19,6.5
2016-11-20,13.0
2016-11-21,19.0
2016-11-22,11.0
2016-11-23,9.0
2016-11-24,26.5
2016-11-25,6.0
2016-11-26,12.5
2016-11-27,18.5
2016-11-28,30.0
2016-11-29,22.5
2016-11-30,41.5
2016-12-01,19.35
2016-12-02,39.56
2016-12-03,8.6
2016-12-04,8.17
2016-12-05,25.8
2016-12-06,32.25
2016-12-07,43.0
2016-12-08,26.23
2016-12-09,17.63
2016-12-10,9.03
2016-12-11,11.18
2016-12-12,39.56
2016-12-13,16.34
2016-12-14,24.08
2016-12-15,26.66
2016-12-16,15.48
2016-12-17,6.02
2016-12-18,9.03
2016-12-19,15.049999999999999
2016-12-20,15.48
2016-12-21,5.16
2016-12-22,8.17
2016-12-23,16.77
2016-12-24,6.45
2016-12-25,0.0
2016-12-26,11.61
2016-12-27,5.16
2016-12-28,5.16
2016-12-29,7.74
2016-12-30,8.17
2016-12-31,5.59
2017-01-01,7.409999999999999
2017-01-02,13.11
2017-01-03,6.27
2017-01-04,24.509999999999998
2017-01-05,31.349999999999998
2017-01-06,18.81
2017-01-07,7.409999999999999
2017-01-08,14.249999999999998
2017-01-09,26.79
2017-01-10,47.309999999999995
2017-01-11,38.76
2017-01-12,30.209999999999997
2017-01-13,24.509999999999998
2017-01-14,14.249999999999998
2017-01-15,13.68
2017-01-16,31.349999999999998
2017-01-17,26.79
2017-01-18,35.339999999999996
2017-01-19,41.61
2017-01-20,41.61
2017-01-21,21.09
2017-01-22,17.099999999999998
2017-01-23,56.99999999999999
2017-01-24,50.16
2017-01-25,50.16
2017-01-26,46.739999999999995
2017-01-27,30.779999999999998
2017-01-28,21.659999999999997
2017-01-29,6.84
2017-01-30,54.72
2017-01-31,37.62
2017-02-01,51.1
2017-02-02,55.48
2017-02-03,40.879999999999995
2017-02-04,8.03
2017-02-05,35.04
2017-02-06,47.449999999999996
2017-02-07,32.12
2017-02-08,39.42
2017-02-09,52.56
2017-02-10,47.449999999999996
2017-02-11,20.439999999999998
2017-02-12,39.42
2017-02-13,57.67
2017-02-14,26.28
2017-02-15,33.58
2017-02-16,59.129999999999995
2017-02-17,39.42
2017-02-18,27.74
2017-02-19,20.439999999999998
2017-02-20,48.18
2017-02-21,64.97
2017-02-22,42.339999999999996
2017-02-23,42.339999999999996
2017-02-24,43.8
2017-02-25,16.06
2017-02-26,15.33
2017-02-27,73.0
2017-02-28,51.83
2017-03-01,34.199999999999996
2017-03-02,29.069999999999997
2017-03-03,35.91
2017-03-04,11.969999999999999
2017-03-05,18.24
2017-03-06,23.939999999999998
2017-03-07,38.19
2017-03-08,40.47
2017-03-09,29.639999999999997
2017-03-10,56.99999999999999
2017-03-11,11.969999999999999
2017-03-12,28.499999999999996
2017-03-13,23.939999999999998
2017-03-14,10.26
2017-03-15,5.13
2017-03-16,56.42999999999999
2017-03-17,15.959999999999999
2017-03-18,0.0
2017-03-19,18.24
2017-03-20,15.389999999999999
2017-03-21,41.04
2017-03-22,35.91
2017-03-23,31.349999999999998
2017-03-24,5.13
2017-03-25,30.779999999999998
2017-03-26,18.24
2017-03-27,20.52
2017-03-28,41.04
2017-03-29,19.95
2017-03-30,20.52
2017-03-31,26.22
2017-04-01,27.929999999999996
2017-04-02,17.669999999999998
2017-04-03,42.18
2017-04-04,56.99999999999999
2017-04-05,31.919999999999998
2017-04-06,19.95
2017-04-07,17.669999999999998
2017-04-08,21.659999999999997
2017-04-09,18.24
2017-04-10,38.19
2017-04-11,44.459999999999994
2017-04-12,26.79
2017-04-13,23.939999999999998
2017-04-14,15.959999999999999
2017-04-15,14.249999999999998
2017-04-16,22.799999999999997
2017-04-17,23.369999999999997
2017-04-18,37.05
2017-04-19,39.9
2017-04-20,35.339999999999996
2017-04-21,33.059999999999995
2017-04-22,14.249999999999998
2017-04-23,14.249999999999998
2017-04-24,34.199999999999996
2017-04-25,25.65
2017-04-26,42.74999999999999
2017-04-27,40.47
2017-04-28,50.73
2017-04-29,17.669999999999998
2017-04-30,13.68
2017-05-01,28.080000000000002
2017-05-02,37.800000000000004
2017-05-03,32.400000000000006
2017-05-04,37.260000000000005
2017-05-05,23.220000000000002
2017-05-06,7.5600000000000005
2017-05-07,12.420000000000002
2017-05-08,54.0
2017-05-09,24.840000000000003
2017-05-10,16.740000000000002
2017-05-11,21.060000000000002
2017-05-12,19.44
2017-05-13,0.0
2017-05-14,10.260000000000002
2017-05-15,24.3
2017-05-16,22.14
2017-05-17,30.78
2017-05-18,19.98
2017-05-19,14.040000000000001
2017-05-20,0.0
2017-05-21,10.8
2017-05-22,8.64
2017-05-23,19.44
2017-05-24,19.98
2017-05-25,27.0
2017-05-26,14.040000000000001
2017-05-27,0.0
2017-05-28,5.4
2017-05-29,10.260000000000002
2017-05-30,24.3
2017-05-31,8.64
2017-06-01,19.25
2017-06-02,16.5
2017-06-03,0.0
2017-06-04,7.5
2017-06-05,21.75
2017-06-06,15.25
2017-06-07,15.5
2017-06-08,15.75
2017-06-09,6.5
2017-06-10,11.5
2017-06-11,11.75
2017-06-12,25.0
2017-06-13,9.25
2017-06-14,9.25
2017-06-15,6.5
2017-06-16,6.5
2017-06-17,7.75
2017-06-18,11.5
2017-06-19,9.25
2017-06-20,12.0
2017-06-21,18.0
2017-06-22,21.25
2017-06-23,0.0
2017-06-24,0.0
2017-06-25,23.0
2017-06-26,9.75
2017-06-27,13.0
2017-06-28,13.25
2017-06-29,10.0
2017-06-30,16.75
2017-07-01,11.73
2017-07-02,4.83
2017-07-03,8.74
2017-07-04,14.26
2017-07-05,0.0
2017-07-06,10.120000000000001
2017-07-07,6.21
2017-07-08,23.0
2017-07-09,11.73
2017-07-10,8.05
2017-07-11,8.05
2017-07-12,11.96
2017-07-13,3.91
2017-07-14,4.140000000000001
2017-07-15,4.6000000000000005
2017-07-16,9.43
2017-07-17,3.91
2017-07-18,8.05
2017-07-19,14.030000000000001
2017-07-20,5.98
2017-07-21,12.190000000000001
2017-07-22,6.9
2017-07-23,11.5
2017-07-24,5.98
2017-07-25,8.05
2017-07-26,15.870000000000001
2017-07-27,11.96
2017-07-28,10.120000000000001
2017-07-29,13.8
2017-07-30,14.26
2017-07-31,9.89
2017-08-01,17.689999999999998
2017-08-02,10.729999999999999
2017-08-03,8.99
2017-08-04,6.959999999999999
2017-08-05,0.0
2017-08-06,8.12
2017-08-07,4.35
2017-08-08,4.35
2017-08-09,6.67
2017-08-10,9.28
2017-08-11,11.889999999999999
2017-08-12,7.829999999999999
2017-08-13,5.22
2017-08-14,20.59
2017-08-15,18.27
2017-08-16,11.309999999999999
2017-08-17,8.99
2017-08-18,16.24
2017-08-19,0.0
2017-08-20,7.829999999999999
2017-08-21,14.79
2017-08-22,15.659999999999998
2017-08-23,13.629999999999999
2017-08-24,28.999999999999996
2017-08-25,18.56
2017-08-26,13.049999999999999
2017-08-27,12.469999999999999
2017-08-28,17.98
2017-08-29,15.37
2017-08-30,24.36
2017-08-31,6.67
2017-09-01,27.52
2017-09-02,7.68
2017-09-03,19.2
2017-09-04,14.72
2017-09-05,28.8
2017-09-06,40.32
2017-09-07,64.0
2017-09-08,25.6
2017-09-09,19.2
2017-09-10,22.400000000000002
2017-09-11,48.0
2017-09-12,39.04
2017-09-13,32.64
2017-09-14,39.04
2017-09-15,36.480000000000004
2017-09-16,15.36
2017-09-17,7.68
2017-09-18,44.160000000000004
2017-09-19,38.4
2017-09-20,35.2
2017-09-21,45.44
2017-09-22,33.28
2017-09-23,7.68
2017-09-24,23.04
2017-09-25,42.24
2017-09-26,57.6
2017-09-27,48.64
2017-09-28,42.24
2017-09-29,30.080000000000002
2017-09-30,7.68
2017-10-01,23.76
2017-10-02,41.580000000000005
2017-10-03,29.700000000000003
2017-10-04,39.6
2017-10-05,66.0
2017-10-06,43.56
2017-10-07,15.84
2017-10-08,27.060000000000002
2017-10-09,35.64
2017-10-10,34.980000000000004
2017-10-11,26.400000000000002
2017-10-12,29.700000000000003
2017-10-13,34.32
2017-10-14,15.84
2017-10-15,38.940000000000005
2017-10-16,42.24
2017-10-17,52.800000000000004
2017-10-18,43.56
2017-10-19,37.620000000000005
2017-10-20,38.28
2017-10-21,24.42
2017-10-22,15.84
2017-10-23,49.5
2017-10-24,55.440000000000005
2017-10-25,39.6
2017-10-26,50.160000000000004
2017-10-27,37.620000000000005
2017-10-28,19.8
2017-10-29,23.76
2017-10-30,61.38
2017-10-31,27.060000000000002
2017-11-01,43.45
2017-11-02,13.750000000000002
2017-11-03,14.3
2017-11-04,11.0
2017-11-05,5.5
2017-11-06,18.150000000000002
2017-11-07,18.150000000000002
2017-11-08,36.85
2017-11-09,46.2
2017-11-10,24.200000000000003
2017-11-11,5.5
2017-11-12,16.5
2017-11-13,27.500000000000004
2017-11-14,27.500000000000004
2017-11-15,55.00000000000001
2017-11-16,9.350000000000001
2017-11-17,33.550000000000004
2017-11-18,5.5
2017-11-19,5.5
2017-11-20,4.95
2017-11-21,9.350000000000001
2017-11-22,0.0
2017-11-23,5.5
2017-11-24,5.5
2017-11-25,0.0
2017-11-26,11.0
2017-11-27,22.0
2017-11-28,22.0
2017-11-29,36.300000000000004
2017-11-30,18.150000000000002
2017-12-01,20.14
2017-12-02,5.300000000000001
2017-12-03,12.72
2017-12-04,34.45
2017-12-05,42.400000000000006
2017-12-06,21.73
2017-12-07,32.33
2017-12-08,22.26
2017-12-09,5.300000000000001
2017-12-10,23.32
2017-12-11,28.09
2017-12-12,38.690000000000005
2017-12-13,34.980000000000004
2017-12-14,53.0
2017-12-15,11.13
2017-12-16,5.300000000000001
2017-12-17,13.25
2017-12-18,15.370000000000001
2017-12-19,36.57
2017-12-20,34.980000000000004
2017-12-21,19.080000000000002
2017-12-22,10.07
2017-12-23,5.83
2017-12-24,17.490000000000002
2017-12-25,0.0
2017-12-26,5.300000000000001
2017-12-27,4.7700000000000005
2017-12-28,7.42
2017-12-29,4.7700000000000005
2017-12-30,5.300000000000001
2017-12-31,7.95
2018-01-01,6.890000000000001
2018-01-02,18.55
2018-01-03,5.83
2018-01-04,14.84
2018-01-05,15.370000000000001
2018-01-06,6.890000000000001
2018-01-07,10.07
2018-01-08,43.99
2018-01-09,17.490000000000002
2018-01-10,50.35
2018-01-11,29.68
2018-01-12,35.510000000000005
2018-01-13,10.600000000000001
2018-01-14,13.780000000000001
2018-01-15,18.55
2018-01-16,29.150000000000002
2018-01-17,29.150000000000002
2018-01-18,41.34
2018-01-19,27.03
2018-01-20,10.600000000000001
2018-01-21,6.890000000000001
2018-01-22,45.580000000000005
2018-01-23,40.28
2018-01-24,17.490000000000002
2018-01-25,26.5
2018-01-26,53.0
2018-01-27,28.09
2018-01-28,13.780000000000001
2018-01-29,51.410000000000004
2018-01-30,37.1
2018-01-31,48.760000000000005
2018-02-01,69.0
2018-02-02,36.57
2018-02-03,19.32
2018-02-04,15.18
2018-02-05,44.16
2018-02-06,57.959999999999994
2018-02-07,42.089999999999996
2018-02-08,45.54
2018-02-09,56.58
2018-02-10,7.59
2018-02-11,15.18
2018-02-12,54.51
2018-02-13,48.3
2018-02-14,35.879999999999995
2018-02-15,40.019999999999996
2018-02-16,54.51
2018-02-17,15.18
2018-02-18,23.459999999999997
2018-02-19,27.599999999999998
2018-02-20,22.77
2018-02-21,61.41
2018-02-22,38.64
2018-02-23,39.33
2018-02-24,23.459999999999997
2018-02-25,23.459999999999997
2018-02-26,42.089999999999996
2018-02-27,42.089999999999996
2018-02-28,42.089999999999996
2018-03-01,30.09
2018-03-02,23.009999999999998
2018-03-03,5.8999999999999995
2018-03-04,12.389999999999999
2018-03-05,25.369999999999997
2018-03-06,59.0
2018-03-07,28.32
2018-03-08,33.629999999999995
2018-03-09,21.24
2018-03-10,18.29
2018-03-11,5.8999999999999995
2018-03-12,28.32
2018-03-13,38.35
2018-03-14,15.34
2018-03-15,25.959999999999997
2018-03-16,26.549999999999997
2018-03-17,15.93
2018-03-18,9.44
2018-03-19,44.25
2018-03-20,33.04
2018-03-21,23.009999999999998
2018-03-22,28.91
2018-03-23,21.83
2018-03-24,12.389999999999999
2018-03-25,18.88
2018-03-26,12.979999999999999
2018-03-27,42.48
2018-03-28,13.569999999999999
2018-03-29,27.139999999999997
2018-03-30,14.16
2018-03-31,6.489999999999999
2018-04-01,6.38
2018-04-02,20.299999999999997
2018-04-03,19.139999999999997
2018-04-04,29.58
2018-04-05,24.36
2018-04-06,24.939999999999998
2018-04-07,34.8
2018-04-08,34.8
2018-04-09,28.999999999999996
2018-04-10,38.86
2018-04-11,34.22
2018-04-12,24.36
2018-04-13,9.86
2018-04-14,5.8
2018-04-15,11.6
2018-04-16,33.059999999999995
2018-04-17,19.139999999999997
2018-04-18,34.22
2018-04-19,24.36
2018-04-20,24.939999999999998
2018-04-21,17.98
2018-04-22,23.2
2018-04-23,28.999999999999996
2018-04-24,28.419999999999998
2018-04-25,38.279999999999994
2018-04-26,14.499999999999998
2018-04-27,15.079999999999998
2018-04-28,12.18
2018-04-29,5.8
2018-04-30,57.99999999999999
2018-05-01,20.14
2018-05-02,30.740000000000002
2018-05-03,38.690000000000005
2018-05-04,53.0
2018-05-05,9.540000000000001
2018-05-06,19.080000000000002
2018-05-07,15.370000000000001
2018-05-08,28.09
2018-05-09,23.32
2018-05-10,36.57
2018-05-11,42.93
2018-05-12,19.080000000000002
2018-05-13,16.43
2018-05-14,26.5
2018-05-15,28.62
2018-05-16,36.57
2018-05-17,23.85
2018-05-18,32.33
2018-05-19,6.36
2018-05-20,22.26
2018-05-21,42.400000000000006
2018-05-22,28.62
2018-05-23,24.380000000000003
2018-05-24,24.91
2018-05-25,14.31
2018-05-26,6.36
2018-05-27,0.0
2018-05-28,6.36
2018-05-29,23.85
2018-05-30,15.9
2018-05-31,10.600000000000001
2018-06-01,15.400000000000002
2018-06-02,6.16
2018-06-03,12.040000000000001
2018-06-04,22.680000000000003
2018-06-05,9.8
2018-06-06,28.000000000000004
2018-06-07,10.080000000000002
2018-06-08,15.400000000000002
2018-06-09,8.96
2018-06-10,15.120000000000001
2018-06-11,19.32
2018-06-12,11.760000000000002
2018-06-13,9.520000000000001
2018-06-14,12.600000000000001
2018-06-15,10.360000000000001
2018-06-16,0.0
2018-06-17,12.32
2018-06-18,20.44
2018-06-19,5.040000000000001
2018-06-20,5.040000000000001
2018-06-21,10.360000000000001
2018-06-22,7.840000000000001
2018-06-23,8.96
2018-06-24,9.24
2018-06-25,10.360000000000001
2018-06-26,5.040000000000001
2018-06-27,5.040000000000001
2018-06-28,7.840000000000001
2018-06-29,5.32
2018-06-30,6.16
2018-07-01,11.440000000000001
2018-07-02,3.9000000000000004
2018-07-03,9.88
2018-07-04,9.1
2018-07-05,12.48
2018-07-06,11.440000000000001
2018-07-07,8.84
2018-07-08,4.42
2018-07-09,9.620000000000001
2018-07-10,11.18
2018-07-11,9.1
2018-07-12,11.96
2018-07-13,0.0
2018-07-14,4.42
2018-07-15,11.18
2018-07-16,11.700000000000001
2018-07-17,11.440000000000001
2018-07-18,9.88
2018-07-19,3.9000000000000004
2018-07-20,5.98
2018-07-21,8.84
2018-07-22,6.76
2018-07-23,5.720000000000001
2018-07-24,7.54
2018-07-25,7.54
2018-07-26,5.98
2018-07-27,26.0
2018-07-28,24.7
2018-07-29,18.46
2018-07-30,5.720000000000001
2018-07-31,7.54
2018-08-01,10.44
2018-08-02,17.98
2018-08-03,10.729999999999999
2018-08-04,15.37
2018-08-05,6.09
2018-08-06,5.51
2018-08-07,5.22
2018-08-08,15.659999999999998
2018-08-09,10.729999999999999
2018-08-10,5.51
2018-08-11,12.18
2018-08-12,9.28
2018-08-13,21.169999999999998
2018-08-14,18.27
2018-08-15,18.56
2018-08-16,8.12
2018-08-17,5.22
2018-08-18,0.0
2018-08-19,6.38
2018-08-20,10.44
2018-08-21,10.44
2018-08-22,18.56
2018-08-23,15.95
2018-08-24,13.34
2018-08-25,0.0
2018-08-26,12.18
2018-08-27,26.099999999999998
2018-08-28,26.099999999999998
2018-08-29,23.2
2018-08-30,26.099999999999998
2018-08-31,28.999999999999996
2018-09-01,11.52
2018-09-02,16.0
2018-09-03,22.400000000000002
2018-09-04,39.04
2018-09-05,28.8
2018-09-06,35.2
2018-09-07,12.8
2018-09-08,11.52
2018-09-09,7.04
2018-09-10,38.4
2018-09-11,64.0
2018-09-12,51.2
2018-09-13,32.0
2018-09-14,39.68
2018-09-15,7.68
2018-09-16,15.36
2018-09-17,25.6
2018-09-18,64.0
2018-09-19,26.240000000000002
2018-09-20,29.44
2018-09-21,46.72
2018-09-22,19.84
2018-09-23,26.88
2018-09-24,51.84
2018-09-25,57.6
2018-09-26,55.04
2018-09-27,46.08
2018-09-28,26.88
2018-09-29,35.84
2018-09-30,34.56
2018-10-01,46.23
2018-10-02,56.58
2018-10-03,52.44
2018-10-04,21.389999999999997
2018-10-05,43.47
2018-10-06,0.0
2018-10-07,6.209999999999999
2018-10-08,10.35
2018-10-09,42.089999999999996
2018-10-10,15.87
2018-10-11,37.949999999999996
2018-10-12,39.33
2018-10-13,6.209999999999999
2018-10-14,6.209999999999999
2018-10-15,47.61
2018-10-16,48.3
2018-10-17,37.26
2018-10-18,44.16
2018-10-19,38.64
2018-10-20,31.049999999999997
2018-10-21,6.209999999999999
2018-10-22,31.74
2018-10-23,42.089999999999996
2018-10-24,51.74999999999999
2018-10-25,32.43
2018-10-26,22.77
2018-10-27,6.209999999999999
2018-10-28,6.209999999999999
2018-10-29,10.35
2018-10-30,69.0
2018-10-31,33.12
2018-11-01,39.53
2018-11-02,40.71
2018-11-03,19.47
2018-11-04,12.389999999999999
2018-11-05,34.22
2018-11-06,23.599999999999998
2018-11-07,20.65
2018-11-08,35.989999999999995
2018-11-09,18.88
2018-11-10,9.44
2018-11-11,12.389999999999999
2018-11-12,15.93
2018-11-13,34.22
2018-11-14,59.0
2018-11-15,44.839999999999996
2018-11-16,24.779999999999998
2018-11-17,9.44
2018-11-18,25.369999999999997
2018-11-19,24.189999999999998
2018-11-20,30.09
2018-11-21,34.809999999999995
2018-11-22,12.979999999999999
2018-11-23,18.29
2018-11-24,15.34
2018-11-25,12.389999999999999
2018-11-26,31.86
2018-11-27,30.68
2018-11-28,25.959999999999997
2018-11-29,44.839999999999996
2018-11-30,38.35
2018-12-01,8.8
2018-12-02,15.4
2018-12-03,31.68
2018-12-04,28.16
2018-12-05,22.88
2018-12-06,22.88
2018-12-07,25.52
2018-12-08,9.24
2018-12-09,13.2
2018-12-10,18.92
2018-12-11,44.0
2018-12-12,42.68
2018-12-13,19.36
2018-12-14,33.88
2018-12-15,9.24
2018-12-16,7.04
2018-12-17,19.8
2018-12-18,28.16
2018-12-19,18.04
2018-12-20,10.12
2018-12-21,4.4
2018-12-22,0.0
2018-12-23,0.0
2018-12-24,14.52
2018-12-25,5.28
2018-12-26,0.0
2018-12-27,8.36
2018-12-28,4.4
2018-12-29,4.84
2018-12-30,9.24
2018-12-31,0.0
2019-01-01,5.94
2019-01-02,15.66
2019-01-03,20.520000000000003
2019-01-04,21.060000000000002
2019-01-05,0.0
2019-01-06,5.94
2019-01-07,19.98
2019-01-08,14.580000000000002
2019-01-09,29.700000000000003
2019-01-10,19.98
2019-01-11,25.380000000000003
2019-01-12,17.82
2019-01-13,11.34
2019-01-14,24.3
2019-01-15,43.74
2019-01-16,54.0
2019-01-17,29.160000000000004
2019-01-18,29.700000000000003
2019-01-19,0.0
2019-01-20,16.200000000000003
2019-01-21,4.86
2019-01-22,19.44
2019-01-23,34.02
2019-01-24,28.62
2019-01-25,40.5
2019-01-26,23.76
2019-01-27,5.94
2019-01-28,19.44
2019-01-29,28.62
2019-01-30,43.2
2019-01-31,39.42
2019-02-01,46.86
2019-02-02,20.46
2019-02-03,27.060000000000002
2019-02-04,44.22
2019-02-05,45.54
2019-02-06,48.84
2019-02-07,39.6
2019-02-08,43.56
2019-02-09,13.860000000000001
2019-02-10,13.200000000000001
2019-02-11,55.440000000000005
2019-02-12,34.32
2019-02-13,51.480000000000004
2019-02-14,43.56
2019-02-15,30.360000000000003
2019-02-16,10.56
2019-02-17,13.860000000000001
2019-02-18,36.96
2019-02-19,29.040000000000003
2019-02-20,43.56
2019-02-21,48.84
2019-02-22,32.34
2019-02-23,19.8
2019-02-24,6.6000000000000005
2019-02-25,42.24
2019-02-26,66.0
2019-02-27,41.580000000000005
2019-02-28,31.68
2019-03-01,50.22
2019-03-02,17.36
2019-03-03,17.36
2019-03-04,55.8
2019-03-05,29.14
2019-03-06,45.88
2019-03-07,62.0
2019-03-08,30.38
2019-03-09,11.16
2019-03-10,32.24
2019-03-11,35.96
2019-03-12,47.12
2019-03-13,32.86
2019-03-14,35.96
2019-03-15,17.98
2019-03-16,14.26
2019-03-17,14.879999999999999
2019-03-18,18.6
2019-03-19,39.06
2019-03-20,39.68
2019-03-21,39.68
2019-03-22,37.2
2019-03-23,24.8
2019-03-24,13.64
2019-03-25,30.38
2019-03-26,45.88
2019-03-27,24.8
2019-03-28,39.68
2019-03-29,27.9
2019-03-30,17.98
2019-03-31,14.26
2019-04-01,23.18
2019-04-02,61.0
2019-04-03,54.9
2019-04-04,47.58
2019-04-05,27.45
2019-04-06,20.74
2019-04-07,7.93
2019-04-08,61.0
2019-04-09,53.68
2019-04-10,57.949999999999996
2019-04-11,33.55
2019-04-12,34.769999999999996
2019-04-13,12.81
2019-04-14,16.47
2019-04-15,43.92
2019-04-16,24.4
2019-04-17,38.43
2019-04-18,28.06
2019-04-19,14.64
2019-04-20,17.08
2019-04-21,35.38
2019-04-22,46.36
2019-04-23,31.11
2019-04-24,41.48
2019-04-25,40.87
2019-04-26,34.16
2019-04-27,12.2
2019-04-28,29.28
2019-04-29,40.26
2019-04-30,26.23
2019-05-01,36.92
2019-05-02,39.52
2019-05-03,46.800000000000004
2019-05-04,6.24
2019-05-05,22.36
2019-05-06,31.720000000000002
2019-05-07,26.52
2019-05-08,34.84
2019-05-09,36.92
2019-05-10,24.96
2019-05-11,16.64
2019-05-12,19.76
2019-05-13,52.0
2019-05-14,29.64
2019-05-15,40.56
2019-05-16,27.04
2019-05-17,19.76
2019-05-18,13.52
2019-05-19,19.76
2019-05-20,37.96
2019-05-21,18.72
2019-05-22,13.52
2019-05-23,10.92
2019-05-24,17.16
2019-05-25,10.4
2019-05-26,6.76
2019-05-27,6.24
2019-05-28,16.12
2019-05-29,16.12
2019-05-30,16.12
2019-05-31,19.76
2019-06-01,0.0
2019-06-02,20.520000000000003
2019-06-03,11.610000000000001
2019-06-04,11.88
2019-06-05,17.55
2019-06-06,14.850000000000001
2019-06-07,12.15
2019-06-08,7.0200000000000005
2019-06-09,7.0200000000000005
2019-06-10,17.55
2019-06-11,17.82
2019-06-12,24.3
2019-06-13,17.82
2019-06-14,15.120000000000001
2019-06-15,13.770000000000001
2019-06-16,14.040000000000001
2019-06-17,5.94
2019-06-18,17.82
2019-06-19,17.55
2019-06-20,14.850000000000001
2019-06-21,9.18
2019-06-22,21.6
2019-06-23,14.580000000000002
2019-06-24,18.09
2019-06-25,5.94
2019-06-26,27.0
2019-06-27,21.060000000000002
2019-06-28,6.48
2019-06-29,14.31
2019-06-30,7.0200000000000005
2019-07-01,5.04
2019-07-02,0.0
2019-07-03,10.26
2019-07-04,5.76
2019-07-05,14.58
2019-07-06,8.64
2019-07-07,5.76
2019-07-08,5.04
2019-07-09,7.56
2019-07-10,5.04
2019-07-11,5.04
2019-07-12,0.0
2019-07-13,5.9399999999999995
2019-07-14,11.879999999999999
2019-07-15,12.6
2019-07-16,9.9
2019-07-17,5.04
2019-07-18,5.04
2019-07-19,0.0
2019-07-20,5.76
2019-07-21,8.82
2019-07-22,18.0
2019-07-23,10.26
2019-07-24,10.44
2019-07-25,10.44
2019-07-26,8.28
2019-07-27,0.0
2019-07-28,5.9399999999999995
2019-07-29,10.26
2019-07-30,15.66
2019-07-31,15.479999999999999
2019-08-01,9.86
