Date,Accumulation
2016-06-13,8.200000000000001
2016-06-14,2.7
2016-06-15,3.6
2016-06-16,10.0
2016-06-17,2.8000000000000003
2016-06-18,3.3000000000000003
2016-06-19,4.5
2016-06-20,0.9
2016-06-21,5.5
2016-06-22,6.5
2016-06-23,1.8
2016-06-24,0.9
2016-06-25,5.5
2016-06-26,4.4
2016-06-27,4.5
2016-06-28,4.5
2016-06-29,8.3
2016-06-30,1.9000000000000001
2016-07-01,3.42
2016-07-02,2.61
2016-07-03,2.61
2016-07-04,1.26
2016-07-05,6.75
2016-07-06,8.64
2016-07-07,7.56
2016-07-08,7.6499999999999995
2016-07-09,1.26
2016-07-10,3.78
2016-07-11,5.3999999999999995
2016-07-12,7.6499999999999995
2016-07-13,7.739999999999999
2016-07-14,1.08
2016-07-15,4.5
2016-07-16,0.0
2016-07-17,9.0
2016-07-18,3.2399999999999998
2016-07-19,6.4799999999999995
2016-07-20,3.2399999999999998
2016-07-21,5.49
2016-07-22,1.08
2016-07-23,1.26
2016-07-24,6.39
2016-07-25,6.39
2016-07-26,5.31
2016-07-27,4.32
2016-07-28,8.549999999999999
2016-07-29,5.49
2016-07-30,6.3
2016-07-31,6.21
2016-08-01,7.04
2016-08-02,6.16
2016-08-03,8.36
2016-08-04,2.09
2016-08-05,4.4
2016-08-06,7.59
2016-08-07,6.38
2016-08-08,8.58
2016-08-09,8.47
2016-08-10,2.2
2016-08-11,3.3
2016-08-12,3.3
2016-08-13,6.2700000000000005
2016-08-14,3.85
2016-08-15,6.49
2016-08-16,5.39
2016-08-17,5.5
2016-08-18,3.3
2016-08-19,5.61
2016-08-20,2.53
2016-08-21,2.53
2016-08-22,6.49
2016-08-23,1.1
2016-08-24,7.37
2016-08-25,1.98
2016-08-26,6.16
2016-08-27,2.42
2016-08-28,3.63
2016-08-29,11.0
2016-08-30,7.92
2016-08-31,7.04
2016-09-01,14.4
2016-09-02,3.68
2016-09-03,4.16
2016-09-04,4.32
2016-09-05,10.56
2016-09-06,1.12
2016-09-07,11.36
2016-09-08,9.28
2016-09-09,5.76
2016-09-10,4.16
2016-09-11,9.120000000000001
2016-09-12,14.88
2016-09-13,5.6000000000000005
2016-09-14,10.4
2016-09-15,4.64
2016-09-16,7.2
2016-09-17,5.44
2016-09-18,2.56
2016-09-19,6.88
2016-09-20,10.08
2016-09-21,12.64
2016-09-22,3.52
2016-09-23,12.0
2016-09-24,11.36
2016-09-25,8.16
2016-09-26,11.36
2016-09-27,13.44
2016-09-28,16.0
2016-09-29,11.52
2016-09-30,9.6
2016-10-01,6.4
2016-10-02,4.96
2016-10-03,6.4
2016-10-04,6.24
2016-10-05,11.68
2016-10-06,7.36
2016-10-07,6.5600000000000005
2016-10-08,3.84
2016-10-09,9.92
2016-10-10,6.5600000000000005
2016-10-11,12.8
2016-10-12,10.56
2016-10-13,11.68
2016-10-14,14.4
2016-10-15,4.0
2016-10-16,1.28
2016-10-17,16.0
2016-10-18,12.64
2016-10-19,13.92
2016-10-20,15.84
2016-10-21,8.8
2016-10-22,9.28
2016-10-23,12.8
2016-10-24,14.56
2016-10-25,14.72
2016-10-26,11.52
2016-10-27,6.24
2016-10-28,11.040000000000001
2016-10-29,3.84
2016-10-30,11.200000000000001
2016-10-31,11.52
2016-11-01,9.66
2016-11-02,16.330000000000002
2016-11-03,8.74
2016-11-04,9.43
2016-11-05,11.270000000000001
2016-11-06,2.3000000000000003
2016-11-07,8.05
2016-11-08,12.65
2016-11-09,8.05
2016-11-10,8.280000000000001
2016-11-11,4.140000000000001
2016-11-12,6.21
2016-11-13,9.66
2016-11-14,8.97
2016-11-15,20.240000000000002
2016-11-16,11.270000000000001
2016-11-17,6.21
2016-11-18,19.09
2016-11-19,20.7
2016-11-20,23.0
2016-11-21,19.55
2016-11-22,16.560000000000002
2016-11-23,7.82
2016-11-24,8.51
2016-11-25,2.3000000000000003
2016-11-26,6.9
2016-11-27,6.9
2016-11-28,14.950000000000001
2016-11-29,13.110000000000001
2016-11-30,9.66
2016-12-01,9.02
2016-12-02,6.56
2016-12-03,2.8699999999999997
2016-12-04,16.81
2016-12-05,16.81
2016-12-06,9.43
2016-12-07,8.61
2016-12-08,9.84
2016-12-09,11.889999999999999
2016-12-10,10.25
2016-12-11,41.0
2016-12-12,26.65
2016-12-13,9.43
2016-12-14,13.94
2016-12-15,13.12
2016-12-16,17.63
2016-12-17,32.8
2016-12-18,14.76
2016-12-19,5.739999999999999
2016-12-20,4.92
2016-12-21,3.28
2016-12-22,3.69
2016-12-23,3.69
2016-12-24,5.33
2016-12-25,4.51
2016-12-26,9.84
2016-12-27,0.82
2016-12-28,5.739999999999999
2016-12-29,8.2
2016-12-30,12.709999999999999
2016-12-31,3.69
2017-01-01,0.55
2017-01-02,3.8500000000000005
2017-01-03,4.4
2017-01-04,9.9
2017-01-05,19.25
2017-01-06,19.25
2017-01-07,55.00000000000001
2017-01-08,30.250000000000004
2017-01-09,9.350000000000001
2017-01-10,8.25
2017-01-11,9.9
2017-01-12,6.6000000000000005
2017-01-13,6.050000000000001
2017-01-14,7.15
2017-01-15,4.4
2017-01-16,3.8500000000000005
2017-01-17,2.2
2017-01-18,2.2
2017-01-19,3.3000000000000003
2017-01-20,3.3000000000000003
2017-01-21,2.2
2017-01-22,4.4
2017-01-23,7.700000000000001
2017-01-24,6.050000000000001
2017-01-25,7.15
2017-01-26,6.6000000000000005
2017-01-27,5.5
2017-01-28,4.4
2017-01-29,7.15
2017-01-30,6.6000000000000005
2017-01-31,11.0
2017-02-01,6.58
2017-02-02,4.2299999999999995
2017-02-03,2.3499999999999996
2017-02-04,5.64
2017-02-05,3.29
2017-02-06,7.52
2017-02-07,9.399999999999999
2017-02-08,14.1
2017-02-09,47.0
2017-02-10,19.27
2017-02-11,7.52
2017-02-12,9.87
2017-02-13,13.16
2017-02-14,6.109999999999999
2017-02-15,5.64
2017-02-16,7.05
2017-02-17,2.82
2017-02-18,3.76
2017-02-19,2.3499999999999996
2017-02-20,4.2299999999999995
2017-02-21,4.2299999999999995
2017-02-22,6.109999999999999
2017-02-23,4.2299999999999995
2017-02-24,8.459999999999999
2017-02-25,3.76
2017-02-26,4.699999999999999
2017-02-27,2.82
2017-02-28,1.88
2017-03-01,3.71
2017-03-02,4.7700000000000005
2017-03-03,3.18
2017-03-04,1.59
2017-03-05,2.12
2017-03-06,1.59
2017-03-07,4.24
2017-03-08,2.6500000000000004
2017-03-09,5.83
2017-03-10,8.48
2017-03-11,6.36
2017-03-12,9.540000000000001
2017-03-13,23.32
2017-03-14,53.0
2017-03-15,23.85
2017-03-16,4.7700000000000005
2017-03-17,4.24
2017-03-18,2.12
2017-03-19,2.6500000000000004
2017-03-20,3.71
2017-03-21,3.71
2017-03-22,1.59
2017-03-23,3.71
2017-03-24,3.18
2017-03-25,2.6500000000000004
2017-03-26,0.53
2017-03-27,2.12
2017-03-28,3.71
2017-03-29,3.71
2017-03-30,4.24
2017-03-31,3.71
2017-04-01,13.68
2017-04-02,6.84
2017-04-03,7.02
2017-04-04,14.94
2017-04-05,11.16
2017-04-06,7.199999999999999
2017-04-07,6.66
2017-04-08,7.92
2017-04-09,6.84
2017-04-10,15.479999999999999
2017-04-11,12.42
2017-04-12,18.0
2017-04-13,10.799999999999999
2017-04-14,5.3999999999999995
2017-04-15,3.96
2017-04-16,7.199999999999999
2017-04-17,9.0
2017-04-18,8.82
2017-04-19,11.16
2017-04-20,9.0
2017-04-21,7.56
2017-04-22,5.9399999999999995
2017-04-23,6.84
2017-04-24,12.959999999999999
2017-04-25,12.6
2017-04-26,13.5
2017-04-27,6.3
2017-04-28,5.76
2017-04-29,10.799999999999999
2017-04-30,12.42
2017-05-01,5.880000000000001
2017-05-02,13.440000000000001
2017-05-03,5.880000000000001
2017-05-04,11.06
2017-05-05,7.000000000000001
2017-05-06,3.08
2017-05-07,4.2
2017-05-08,6.86
2017-05-09,11.9
2017-05-10,3.5000000000000004
2017-05-11,12.32
2017-05-12,3.6400000000000006
2017-05-13,8.540000000000001
2017-05-14,3.3600000000000003
2017-05-15,7.420000000000001
2017-05-16,4.62
2017-05-17,14.000000000000002
2017-05-18,7.420000000000001
2017-05-19,9.520000000000001
2017-05-20,7.840000000000001
2017-05-21,3.3600000000000003
2017-05-22,8.260000000000002
2017-05-23,8.82
2017-05-24,5.6000000000000005
2017-05-25,12.040000000000001
2017-05-26,5.040000000000001
2017-05-27,8.260000000000002
2017-05-28,2.3800000000000003
2017-05-29,3.22
2017-05-30,8.260000000000002
2017-05-31,6.16
2017-06-01,6.4
2017-06-02,1.6
2017-06-03,1.9000000000000001
2017-06-04,6.5
2017-06-05,5.4
2017-06-06,3.8000000000000003
2017-06-07,10.0
2017-06-08,5.5
2017-06-09,8.0
2017-06-10,2.8000000000000003
2017-06-11,7.6000000000000005
2017-06-12,6.9
2017-06-13,2.3000000000000003
2017-06-14,6.1000000000000005
2017-06-15,4.800000000000001
2017-06-16,4.0
2017-06-17,6.6000000000000005
2017-06-18,6.6000000000000005
2017-06-19,3.1
2017-06-20,5.2
2017-06-21,4.5
2017-06-22,4.6000000000000005
2017-06-23,9.8
2017-06-24,0.9
2017-06-25,4.7
2017-06-26,1.6
2017-06-27,3.2
2017-06-28,4.1000000000000005
2017-06-29,8.200000000000001
2017-06-30,5.9
2017-07-01,2.3000000000000003
2017-07-02,3.7
2017-07-03,7.6000000000000005
2017-07-04,5.9
2017-07-05,5.300000000000001
2017-07-06,7.0
2017-07-07,4.1000000000000005
2017-07-08,1.2000000000000002
2017-07-09,5.9
2017-07-10,8.9
2017-07-11,10.0
2017-07-12,6.0
2017-07-13,6.1000000000000005
2017-07-14,4.1000000000000005
2017-07-15,1.2000000000000002
2017-07-16,3.6
2017-07-17,8.0
2017-07-18,7.0
2017-07-19,8.0
2017-07-20,6.9
2017-07-21,8.200000000000001
2017-07-22,4.7
2017-07-23,3.5
2017-07-24,4.9
2017-07-25,7.9
2017-07-26,8.0
2017-07-27,4.0
2017-07-28,9.200000000000001
2017-07-29,5.7
2017-07-30,2.3000000000000003
2017-07-31,8.0
2017-08-01,3.7199999999999998
2017-08-02,6.359999999999999
2017-08-03,6.6
2017-08-04,6.84
2017-08-05,3.36
2017-08-06,3.36
2017-08-07,3.5999999999999996
2017-08-08,5.3999999999999995
2017-08-09,3.84
2017-08-10,8.76
2017-08-11,3.0
2017-08-12,5.52
2017-08-13,4.56
2017-08-14,1.92
2017-08-15,4.68
2017-08-16,3.84
2017-08-17,4.8
2017-08-18,4.8
2017-08-19,5.64
2017-08-20,2.16
2017-08-21,8.879999999999999
2017-08-22,1.92
2017-08-23,8.52
2017-08-24,4.68
2017-08-25,7.8
2017-08-26,8.76
2017-08-27,10.559999999999999
2017-08-28,8.4
2017-08-29,12.0
2017-08-30,8.4
2017-08-31,6.6
2017-09-01,6.8999999999999995
2017-09-02,3.3
2017-09-03,0.0
2017-09-04,4.2
2017-09-05,4.6499999999999995
2017-09-06,10.799999999999999
2017-09-07,6.45
2017-09-08,10.2
2017-09-09,5.3999999999999995
2017-09-10,4.2
2017-09-11,7.35
2017-09-12,12.0
2017-09-13,6.45
2017-09-14,6.45
2017-09-15,13.5
2017-09-16,5.7
2017-09-17,4.35
2017-09-18,9.299999999999999
2017-09-19,10.049999999999999
2017-09-20,5.55
2017-09-21,15.0
2017-09-22,7.6499999999999995
2017-09-23,7.949999999999999
2017-09-24,7.8
2017-09-25,6.45
2017-09-26,9.299999999999999
2017-09-27,6.6
2017-09-28,14.1
2017-09-29,9.6
2017-09-30,3.4499999999999997
2017-10-01,8.36
2017-10-02,5.89
2017-10-03,19.0
2017-10-04,12.16
2017-10-05,18.240000000000002
2017-10-06,7.22
2017-10-07,3.04
2017-10-08,8.93
2017-10-09,11.78
2017-10-10,12.540000000000001
2017-10-11,10.26
2017-10-12,8.55
2017-10-13,7.98
2017-10-14,8.36
2017-10-15,3.04
2017-10-16,12.16
2017-10-17,13.870000000000001
2017-10-18,12.16
2017-10-19,10.64
2017-10-20,7.22
2017-10-21,2.09
2017-10-22,10.26
2017-10-23,11.21
2017-10-24,9.31
2017-10-25,11.97
2017-10-26,7.79
2017-10-27,10.83
2017-10-28,7.41
2017-10-29,3.04
2017-10-30,12.540000000000001
2017-10-31,9.88
2017-11-01,11.600000000000001
2017-11-02,17.6
2017-11-03,16.6
2017-11-04,10.200000000000001
2017-11-05,16.400000000000002
2017-11-06,5.6000000000000005
2017-11-07,14.0
2017-11-08,15.8
2017-11-09,11.200000000000001
2017-11-10,10.8
2017-11-11,11.4
2017-11-12,5.6000000000000005
2017-11-13,16.6
2017-11-14,9.200000000000001
2017-11-15,11.200000000000001
2017-11-16,10.4
2017-11-17,12.600000000000001
2017-11-18,11.4
2017-11-19,11.200000000000001
2017-11-20,20.0
2017-11-21,12.8
2017-11-22,12.4
2017-11-23,3.4000000000000004
2017-11-24,5.4
2017-11-25,5.4
2017-11-26,5.6000000000000005
2017-11-27,6.2
2017-11-28,16.2
2017-11-29,15.600000000000001
2017-11-30,13.200000000000001
2017-12-01,2.16
2017-12-02,2.16
2017-12-03,3.24
2017-12-04,5.94
2017-12-05,4.32
2017-12-06,4.32
2017-12-07,4.86
2017-12-08,19.44
2017-12-09,54.0
2017-12-10,20.520000000000003
2017-12-11,9.72
2017-12-12,9.18
2017-12-13,14.040000000000001
2017-12-14,18.900000000000002
2017-12-15,10.260000000000002
2017-12-16,7.0200000000000005
2017-12-17,3.24
2017-12-18,4.32
2017-12-19,3.24
2017-12-20,4.32
2017-12-21,5.94
2017-12-22,7.0200000000000005
2017-12-23,5.4
2017-12-24,8.64
2017-12-25,22.14
2017-12-26,8.100000000000001
2017-12-27,8.100000000000001
2017-12-28,10.8
2017-12-29,11.34
2017-12-30,21.060000000000002
2017-12-31,3.24
2018-01-01,2.0999999999999996
2018-01-02,4.199999999999999
2018-01-03,19.599999999999998
2018-01-04,70.0
2018-01-05,32.199999999999996
2018-01-06,6.3
2018-01-07,3.5
2018-01-08,7.0
2018-01-09,4.199999999999999
2018-01-10,4.8999999999999995
2018-01-11,7.0
2018-01-12,9.799999999999999
2018-01-13,11.2
2018-01-14,5.6
2018-01-15,16.799999999999997
2018-01-16,27.299999999999997
2018-01-17,32.9
2018-01-18,10.5
2018-01-19,4.199999999999999
2018-01-20,2.0999999999999996
2018-01-21,3.5
2018-01-22,10.5
2018-01-23,16.099999999999998
2018-01-24,4.8999999999999995
2018-01-25,4.199999999999999
2018-01-26,3.5
2018-01-27,2.0999999999999996
2018-01-28,2.0999999999999996
2018-01-29,7.699999999999999
2018-01-30,9.1
2018-01-31,4.8999999999999995
2018-02-01,6.859999999999999
2018-02-02,9.8
2018-02-03,12.25
2018-02-04,23.52
2018-02-05,15.68
2018-02-06,22.05
2018-02-07,33.81
2018-02-08,20.58
2018-02-09,49.0
2018-02-10,26.46
2018-02-11,15.68
2018-02-12,8.33
2018-02-13,7.35
2018-02-14,6.37
2018-02-15,5.88
2018-02-16,7.35
2018-02-17,17.15
2018-02-18,27.439999999999998
2018-02-19,13.719999999999999
2018-02-20,16.66
2018-02-21,9.8
2018-02-22,13.23
2018-02-23,9.8
2018-02-24,7.35
2018-02-25,9.8
2018-02-26,9.8
2018-02-27,9.31
2018-02-28,13.23
2018-03-01,9.48
2018-03-02,15.8
2018-03-03,10.27
2018-03-04,3.16
2018-03-05,10.27
2018-03-06,29.23
2018-03-07,47.400000000000006
2018-03-08,57.67
2018-03-09,11.06
2018-03-10,3.95
2018-03-11,3.95
2018-03-12,19.75
2018-03-13,43.45
2018-03-14,22.91
2018-03-15,5.53
2018-03-16,6.32
2018-03-17,3.95
2018-03-18,7.11
2018-03-19,13.43
2018-03-20,38.71
2018-03-21,79.0
2018-03-22,52.93
2018-03-23,7.11
2018-03-24,13.43
2018-03-25,10.27
2018-03-26,8.690000000000001
2018-03-27,7.11
2018-03-28,5.53
2018-03-29,3.16
2018-03-30,3.95
2018-03-31,3.16
2018-04-01,8.06
2018-04-02,11.78
2018-04-03,8.68
2018-04-04,8.06
2018-04-05,10.54
2018-04-06,4.65
2018-04-07,7.13
2018-04-08,1.55
2018-04-09,9.3
2018-04-10,4.65
2018-04-11,6.51
2018-04-12,5.89
2018-04-13,6.2
2018-04-14,17.669999999999998
2018-04-15,31.0
2018-04-16,18.29
2018-04-17,12.09
2018-04-18,6.82
2018-04-19,7.75
2018-04-20,3.1
2018-04-21,1.55
2018-04-22,4.96
2018-04-23,5.27
2018-04-24,4.96
2018-04-25,6.2
2018-04-26,4.65
2018-04-27,6.82
2018-04-28,2.17
2018-04-29,3.7199999999999998
2018-04-30,8.68
2018-05-01,4.95
2018-05-02,12.15
2018-05-03,15.0
2018-05-04,2.85
2018-05-05,2.55
2018-05-06,6.1499999999999995
2018-05-07,7.8
2018-05-08,11.25
2018-05-09,4.95
2018-05-10,10.049999999999999
2018-05-11,11.7
2018-05-12,6.1499999999999995
2018-05-13,5.3999999999999995
2018-05-14,3.5999999999999996
2018-05-15,4.95
2018-05-16,6.45
2018-05-17,9.45
2018-05-18,8.25
2018-05-19,4.35
2018-05-20,6.1499999999999995
2018-05-21,5.85
2018-05-22,4.95
2018-05-23,5.85
2018-05-24,8.4
2018-05-25,4.8
2018-05-26,0.0
2018-05-27,3.5999999999999996
2018-05-28,2.55
2018-05-29,2.25
2018-05-30,4.35
2018-05-31,5.85
2018-06-01,7.840000000000001
2018-06-02,2.24
2018-06-03,4.62
2018-06-04,6.580000000000001
2018-06-05,14.000000000000002
2018-06-06,7.700000000000001
2018-06-07,7.700000000000001
2018-06-08,4.9
2018-06-09,5.6000000000000005
2018-06-10,3.3600000000000003
2018-06-11,8.260000000000002
2018-06-12,7.98
2018-06-13,5.460000000000001
2018-06-14,5.74
2018-06-15,4.0600000000000005
2018-06-16,5.74
2018-06-17,11.48
2018-06-18,8.680000000000001
2018-06-19,8.4
2018-06-20,8.82
2018-06-21,0.9800000000000001
2018-06-22,4.9
2018-06-23,3.3600000000000003
2018-06-24,6.86
2018-06-25,5.74
2018-06-26,7.840000000000001
2018-06-27,9.66
2018-06-28,11.9
2018-06-29,3.9200000000000004
2018-06-30,7.98
2018-07-01,4.73
2018-07-02,4.73
2018-07-03,6.49
2018-07-04,4.73
2018-07-05,4.29
2018-07-06,4.84
2018-07-07,2.75
2018-07-08,5.61
2018-07-09,11.0
2018-07-10,7.7
2018-07-11,9.790000000000001
2018-07-12,3.3
2018-07-13,8.36
2018-07-14,1.87
2018-07-15,2.75
2018-07-16,4.84
2018-07-17,6.49
2018-07-18,4.95
2018-07-19,8.25
2018-07-20,7.48
2018-07-21,1.87
2018-07-22,3.74
2018-07-23,7.26
2018-07-24,4.73
2018-07-25,3.19
2018-07-26,5.83
2018-07-27,0.88
2018-07-28,0.88
2018-07-29,1.98
2018-07-30,3.19
2018-07-31,7.04
2018-08-01,8.879999999999999
2018-08-02,7.8
2018-08-03,6.0
2018-08-04,2.4
2018-08-05,4.68
2018-08-06,9.0
2018-08-07,8.76
2018-08-08,5.88
2018-08-09,3.96
2018-08-10,3.0
2018-08-11,5.64
2018-08-12,6.96
2018-08-13,6.96
2018-08-14,4.92
2018-08-15,11.04
2018-08-16,9.0
2018-08-17,8.04
2018-08-18,2.4
2018-08-19,4.8
2018-08-20,9.0
2018-08-21,4.92
2018-08-22,4.92
2018-08-23,7.08
2018-08-24,8.04
2018-08-25,3.48
2018-08-26,8.16
2018-08-27,4.92
2018-08-28,6.84
2018-08-29,5.88
2018-08-30,4.92
2018-08-31,12.0
2018-09-01,5.51
2018-09-02,1.33
2018-09-03,7.79
2018-09-04,12.35
2018-09-05,13.68
2018-09-06,10.26
2018-09-07,14.82
2018-09-08,6.65
2018-09-09,11.59
2018-09-10,11.21
2018-09-11,19.0
2018-09-12,10.07
2018-09-13,10.07
2018-09-14,7.03
2018-09-15,15.01
2018-09-16,13.11
2018-09-17,16.91
2018-09-18,14.63
2018-09-19,17.1
2018-09-20,10.26
2018-09-21,14.06
2018-09-22,9.69
2018-09-23,11.97
2018-09-24,10.26
2018-09-25,12.35
2018-09-26,13.68
2018-09-27,15.01
2018-09-28,8.17
2018-09-29,9.69
2018-09-30,8.17
2018-10-01,9.02
2018-10-02,19.14
2018-10-03,20.24
2018-10-04,8.14
2018-10-05,12.76
2018-10-06,8.36
2018-10-07,7.92
2018-10-08,16.28
2018-10-09,9.24
2018-10-10,17.16
2018-10-11,13.86
2018-10-12,12.1
2018-10-13,7.04
2018-10-14,16.72
2018-10-15,17.38
2018-10-16,22.0
2018-10-17,12.98
2018-10-18,14.08
2018-10-19,13.42
2018-10-20,5.5
2018-10-21,12.32
2018-10-22,10.56
2018-10-23,14.96
2018-10-24,12.32
2018-10-25,12.76
2018-10-26,9.68
2018-10-27,9.68
2018-10-28,15.18
2018-10-29,12.540000000000001
2018-10-30,11.66
2018-10-31,15.62
2018-11-01,3.6
2018-11-02,5.4
2018-11-03,4.5
2018-11-04,6.75
2018-11-05,4.05
2018-11-06,5.4
2018-11-07,4.05
2018-11-08,5.8500000000000005
2018-11-09,7.65
2018-11-10,3.6
2018-11-11,6.3
2018-11-12,9.450000000000001
2018-11-13,8.55
2018-11-14,12.6
2018-11-15,35.550000000000004
2018-11-16,39.6
2018-11-17,5.4
2018-11-18,3.6
2018-11-19,9.0
2018-11-20,7.2
2018-11-21,2.25
2018-11-22,3.6
2018-11-23,3.6
2018-11-24,8.1
2018-11-25,13.05
2018-11-26,45.0
2018-11-27,14.85
2018-11-28,12.15
2018-11-29,7.2
2018-11-30,6.75
2018-12-01,10.56
2018-12-02,13.530000000000001
2018-12-03,8.58
2018-12-04,8.91
2018-12-05,3.96
2018-12-06,13.530000000000001
2018-12-07,8.25
2018-12-08,8.91
2018-12-09,33.0
2018-12-10,26.07
2018-12-11,12.870000000000001
2018-12-12,8.58
2018-12-13,8.58
2018-12-14,6.6000000000000005
2018-12-15,5.61
2018-12-16,3.96
2018-12-17,4.95
2018-12-18,3.6300000000000003
2018-12-19,3.6300000000000003
2018-12-20,5.94
2018-12-21,3.3000000000000003
2018-12-22,2.64
2018-12-23,2.64
2018-12-24,2.97
2018-12-25,1.6500000000000001
2018-12-26,1.6500000000000001
2018-12-27,6.930000000000001
2018-12-28,9.24
2018-12-29,6.2700000000000005
2018-12-30,5.61
2018-12-31,4.29
2019-01-01,8.36
2019-01-02,4.5600000000000005
2019-01-03,6.08
2019-01-04,4.5600000000000005
2019-01-05,3.8
2019-01-06,5.32
2019-01-07,8.36
2019-01-08,10.64
2019-01-09,9.88
2019-01-10,12.92
2019-01-11,14.44
2019-01-12,53.96
2019-01-13,76.0
2019-01-14,28.12
2019-01-15,12.92
2019-01-16,16.72
2019-01-17,28.12
2019-01-18,31.92
2019-01-19,50.92
2019-01-20,65.36
2019-01-21,15.96
2019-01-22,10.64
2019-01-23,19.76
2019-01-24,12.92
2019-01-25,9.120000000000001
2019-01-26,8.36
2019-01-27,12.92
2019-01-28,38.0
2019-01-29,25.080000000000002
2019-01-30,24.32
2019-01-31,6.08
2019-02-01,20.150000000000002
2019-02-02,7.800000000000001
2019-02-03,11.700000000000001
2019-02-04,15.600000000000001
2019-02-05,20.150000000000002
2019-02-06,20.8
2019-02-07,26.650000000000002
2019-02-08,18.85
2019-02-09,22.75
2019-02-10,29.25
2019-02-11,52.0
2019-02-12,65.0
2019-02-13,30.55
2019-02-14,14.950000000000001
2019-02-15,17.55
2019-02-16,11.700000000000001
2019-02-17,29.900000000000002
2019-02-18,33.15
2019-02-19,33.800000000000004
2019-02-20,61.1
2019-02-21,20.150000000000002
2019-02-22,16.25
2019-02-23,13.65
2019-02-24,15.600000000000001
2019-02-25,14.950000000000001
2019-02-26,15.600000000000001
2019-02-27,33.800000000000004
2019-02-28,20.150000000000002
2019-03-01,14.8
2019-03-02,18.0
2019-03-03,25.6
2019-03-04,40.0
2019-03-05,4.800000000000001
2019-03-06,6.0
2019-03-07,5.2
2019-03-08,5.6000000000000005
2019-03-09,5.2
2019-03-10,9.600000000000001
2019-03-11,4.800000000000001
2019-03-12,6.4
2019-03-13,6.800000000000001
2019-03-14,9.200000000000001
2019-03-15,3.6
2019-03-16,2.4000000000000004
2019-03-17,4.0
2019-03-18,4.800000000000001
2019-03-19,4.800000000000001
2019-03-20,3.6
2019-03-21,3.6
2019-03-22,2.8000000000000003
2019-03-23,4.800000000000001
2019-03-24,2.8000000000000003
2019-03-25,2.4000000000000004
2019-03-26,3.2
2019-03-27,6.4
2019-03-28,3.6
2019-03-29,4.4
2019-03-30,0.8
2019-03-31,2.0
2019-04-01,16.330000000000002
2019-04-02,8.280000000000001
2019-04-03,11.270000000000001
2019-04-04,20.470000000000002
2019-04-05,15.41
2019-04-06,2.3000000000000003
2019-04-07,13.57
2019-04-08,12.88
2019-04-09,17.48
2019-04-10,13.8
2019-04-11,23.0
2019-04-12,18.17
2019-04-13,5.75
2019-04-14,19.09
2019-04-15,10.120000000000001
2019-04-16,16.1
2019-04-17,12.42
2019-04-18,7.82
2019-04-19,8.05
2019-04-20,5.75
2019-04-21,5.98
2019-04-22,10.81
2019-04-23,5.75
2019-04-24,13.110000000000001
2019-04-25,16.1
2019-04-26,13.110000000000001
2019-04-27,19.32
2019-04-28,13.57
2019-04-29,9.200000000000001
2019-04-30,11.73
2019-05-01,6.72
2019-05-02,12.32
2019-05-03,12.16
2019-05-04,8.0
2019-05-05,7.04
2019-05-06,16.0
2019-05-07,5.76
2019-05-08,12.64
2019-05-09,9.92
2019-05-10,3.52
2019-05-11,5.28
2019-05-12,9.44
2019-05-13,13.92
2019-05-14,8.48
2019-05-15,2.56
2019-05-16,9.28
2019-05-17,9.6
2019-05-18,4.16
2019-05-19,5.28
2019-05-20,10.24
2019-05-21,15.36
2019-05-22,8.64
2019-05-23,11.36
2019-05-24,3.68
2019-05-25,9.76
2019-05-26,3.2
2019-05-27,3.04
2019-05-28,5.12
2019-05-29,8.48
2019-05-30,5.92
2019-05-31,8.96
2019-06-01,7.15
2019-06-02,0.99
2019-06-03,9.13
2019-06-04,7.7
2019-06-05,6.71
2019-06-06,4.29
2019-06-07,5.28
2019-06-08,1.98
2019-06-09,1.98
2019-06-10,5.94
2019-06-11,7.81
2019-06-12,7.81
2019-06-13,7.7
2019-06-14,4.29
2019-06-15,5.94
2019-06-16,5.06
2019-06-17,5.17
2019-06-18,8.47
2019-06-19,11.0
2019-06-20,3.41
2019-06-21,7.15
2019-06-22,9.35
2019-06-23,4.18
2019-06-24,8.69
2019-06-25,7.92
2019-06-26,5.17
2019-06-27,6.82
2019-06-28,9.24
2019-06-29,2.09
2019-06-30,4.07
2019-07-01,9.3
2019-07-02,5.6000000000000005
2019-07-03,6.6000000000000005
2019-07-04,4.2
2019-07-05,4.2
2019-07-06,4.1000000000000005
2019-07-07,8.200000000000001
2019-07-08,9.0
2019-07-09,7.4
2019-07-10,7.4
2019-07-11,7.300000000000001
2019-07-12,8.5
2019-07-13,3.2
2019-07-14,2.2
2019-07-15,3.7
2019-07-16,4.5
2019-07-17,10.0
2019-07-18,4.7
2019-07-19,2.9000000000000004
2019-07-20,2.1
2019-07-21,8.700000000000001
2019-07-22,5.6000000000000005
2019-07-23,7.4
2019-07-24,7.7
2019-07-25,4.800000000000001
2019-07-26,4.9
2019-07-27,1.1
2019-07-28,3.3000000000000003
2019-07-29,6.7
2019-07-30,9.4
2019-07-31,6.6000000000000005
2019-08-01,3.85
2019-08-02,1.98
2019-08-03,3.41
2019-08-04,2.2
2019-08-05,6.82
2019-08-06,4.73
2019-08-07,4.84
2019-08-08,5.94
2019-08-09,3.85
2019-08-10,3.3
2019-08-11,1.1
2019-08-12,7.7
2019-08-13,4.73
2019-08-14,4.62
2019-08-15,1.87
2019-08-16,2.86
