Date,Interactive Media
2013-09-14,0.0
2013-09-15,20.4
2013-09-16,16.15
2013-09-17,67.14999999999999
2013-09-18,17.0
2013-09-19,17.0
2013-09-20,35.699999999999996
2013-09-21,0.0
2013-09-22,20.4
2013-09-23,34.0
2013-09-24,51.0
2013-09-25,52.699999999999996
2013-09-26,52.699999999999996
2013-09-27,36.55
2013-09-28,21.25
2013-09-29,21.25
2013-09-30,68.0
2013-10-01,22.94
2013-10-02,11.84
2013-10-03,11.84
2013-10-04,0.0
2013-10-05,14.8
2013-10-06,14.8
2013-10-07,57.72
2013-10-08,59.2
2013-10-09,11.84
2013-10-10,36.26
2013-10-11,25.16
2013-10-12,14.8
2013-10-13,29.6
2013-10-14,47.36
2013-10-15,68.82
2013-10-16,11.84
2013-10-17,47.36
2013-10-18,48.839999999999996
2013-10-19,74.0
2013-10-20,28.86
2013-10-21,0.0
2013-10-22,34.04
2013-10-23,11.84
2013-10-24,11.84
2013-10-25,12.58
2013-10-26,0.0
2013-10-27,57.72
2013-10-28,34.04
2013-10-29,11.1
2013-10-30,56.98
2013-10-31,36.26
2013-11-01,15.84
2013-11-02,0.0
2013-11-03,18.0
2013-11-04,43.199999999999996
2013-11-05,70.56
2013-11-06,28.799999999999997
2013-11-07,57.599999999999994
2013-11-08,15.12
2013-11-09,0.0
2013-11-10,17.28
2013-11-11,14.399999999999999
2013-11-12,42.48
2013-11-13,72.0
2013-11-14,14.399999999999999
2013-11-15,14.399999999999999
2013-11-16,35.28
2013-11-17,17.28
2013-11-18,13.68
2013-11-19,55.44
2013-11-20,13.68
2013-11-21,43.199999999999996
2013-11-22,43.92
2013-11-23,0.0
2013-11-24,34.56
2013-11-25,28.799999999999997
2013-11-26,43.199999999999996
2013-11-27,30.24
2013-11-28,0.0
2013-11-29,0.0
2013-11-30,35.28
2013-12-01,0.0
2013-12-02,12.65
2013-12-03,38.5
2013-12-04,25.85
2013-12-05,26.400000000000002
2013-12-06,55.00000000000001
2013-12-07,0.0
2013-12-08,15.950000000000001
2013-12-09,0.0
2013-12-10,0.0
2013-12-11,26.950000000000003
2013-12-12,13.750000000000002
2013-12-13,14.3
2013-12-14,0.0
2013-12-15,17.05
2013-12-16,27.500000000000004
2013-12-17,13.750000000000002
2013-12-18,13.750000000000002
2013-12-19,0.0
2013-12-20,0.0
2013-12-21,0.0
2013-12-22,0.0
2013-12-23,15.400000000000002
2013-12-24,17.05
2013-12-25,20.35
2013-12-26,16.5
2013-12-27,15.400000000000002
2013-12-28,0.0
2013-12-29,0.0
2013-12-30,14.3
2013-12-31,0.0
2014-01-01,0.0
2014-01-02,0.0
2014-01-03,0.0
2014-01-04,0.0
2014-01-05,0.0
2014-01-06,18.5
2014-01-07,0.0
2014-01-08,55.5
2014-01-09,18.5
2014-01-10,0.0
2014-01-11,22.2
2014-01-12,0.0
2014-01-13,37.0
2014-01-14,0.0
2014-01-15,54.76
2014-01-16,37.0
2014-01-17,0.0
2014-01-18,22.94
2014-01-19,45.14
2014-01-20,19.24
2014-01-21,36.26
2014-01-22,36.26
