Date,Cable
2016-06-24,72.8
2016-06-25,71.2
2016-06-26,67.2
2016-06-27,76.0
2016-06-28,76.80000000000001
2016-06-29,73.60000000000001
2016-06-30,76.0
2016-07-01,76.44
2016-07-02,64.74000000000001
2016-07-03,63.96
2016-07-04,62.400000000000006
2016-07-05,75.66
2016-07-06,78.0
2016-07-07,74.10000000000001
2016-07-08,70.98
2016-07-09,69.42
2016-07-10,66.3
2016-07-11,70.98
2016-07-12,77.22
2016-07-13,76.44
2016-07-14,71.76
2016-07-15,71.76
2016-07-16,72.54
2016-07-17,66.3
2016-07-18,74.88
2016-07-19,75.66
2016-07-20,74.10000000000001
2016-07-21,70.98
2016-07-22,70.2
2016-07-23,74.10000000000001
2016-07-24,66.3
2016-07-25,74.10000000000001
2016-07-26,76.44
2016-07-27,72.54
2016-07-28,70.98
2016-07-29,73.32000000000001
2016-07-30,74.10000000000001
2016-07-31,70.98
2016-08-01,84.0
2016-08-02,84.0
2016-08-03,81.48
2016-08-04,78.96
2016-08-05,77.28
2016-08-06,83.16
2016-08-07,76.44
2016-08-08,77.28
2016-08-09,80.64
2016-08-10,76.44
2016-08-11,78.11999999999999
2016-08-12,73.92
2016-08-13,79.8
2016-08-14,73.08
2016-08-15,78.11999999999999
2016-08-16,76.44
2016-08-17,78.11999999999999
2016-08-18,75.6
2016-08-19,77.28
2016-08-20,73.08
2016-08-21,73.92
2016-08-22,74.75999999999999
2016-08-23,74.75999999999999
2016-08-24,72.24
2016-08-25,78.11999999999999
2016-08-26,76.44
2016-08-27,80.64
2016-08-28,73.92
2016-08-29,83.16
2016-08-30,80.64
2016-08-31,74.75999999999999
2016-09-01,70.56
2016-09-02,70.56
2016-09-03,76.44
2016-09-04,67.2
2016-09-05,66.36
2016-09-06,73.08
2016-09-07,66.36
2016-09-08,73.08
2016-09-09,74.75999999999999
2016-09-10,84.0
2016-09-11,76.44
2016-09-12,68.88
2016-09-13,71.39999999999999
2016-09-14,64.67999999999999
2016-09-15,64.67999999999999
2016-09-16,66.36
2016-09-17,73.92
2016-09-18,73.92
2016-09-19,66.36
2016-09-20,68.03999999999999
2016-09-21,68.03999999999999
2016-09-22,69.72
2016-09-23,65.52
2016-09-24,68.88
2016-09-25,71.39999999999999
2016-09-26,64.67999999999999
2016-09-27,62.16
2016-09-28,62.16
2016-09-29,61.32
2016-09-30,65.52
2016-10-01,68.0
2016-10-02,68.0
2016-10-03,66.4
2016-10-04,66.4
2016-10-05,64.8
2016-10-06,62.400000000000006
2016-10-07,68.0
2016-10-08,77.60000000000001
2016-10-09,73.60000000000001
2016-10-10,68.0
2016-10-11,68.0
2016-10-12,62.400000000000006
2016-10-13,65.60000000000001
2016-10-14,64.8
2016-10-15,69.60000000000001
2016-10-16,65.60000000000001
2016-10-17,68.0
2016-10-18,64.8
2016-10-19,62.400000000000006
2016-10-20,62.400000000000006
2016-10-21,65.60000000000001
2016-10-22,72.8
2016-10-23,80.0
2016-10-24,69.60000000000001
2016-10-25,64.8
2016-10-26,63.2
2016-10-27,64.0
2016-10-28,69.60000000000001
2016-10-29,65.60000000000001
2016-10-30,61.6
2016-10-31,64.8
2016-11-01,65.57000000000001
2016-11-02,67.15
2016-11-03,63.99
2016-11-04,65.57000000000001
2016-11-05,68.73
2016-11-06,66.36
2016-11-07,66.36
2016-11-08,60.830000000000005
2016-11-09,47.400000000000006
2016-11-10,64.78
2016-11-11,63.99
2016-11-12,67.15
2016-11-13,64.78
2016-11-14,62.410000000000004
2016-11-15,67.15
2016-11-16,67.15
2016-11-17,60.830000000000005
2016-11-18,64.78
2016-11-19,68.73
2016-11-20,68.73
2016-11-21,64.78
2016-11-22,65.57000000000001
2016-11-23,63.99
2016-11-24,62.410000000000004
2016-11-25,75.05
2016-11-26,79.0
2016-11-27,73.47
2016-11-28,70.31
2016-11-29,71.89
2016-11-30,73.47
2016-12-01,69.52000000000001
2016-12-02,70.31
2016-12-03,74.26
2016-12-04,69.52000000000001
2016-12-05,65.57000000000001
2016-12-06,67.94
2016-12-07,68.73
2016-12-08,70.31
2016-12-09,62.410000000000004
2016-12-10,66.36
2016-12-11,63.99
2016-12-12,63.2
2016-12-13,63.99
2016-12-14,64.78
2016-12-15,64.78
2016-12-16,64.78
2016-12-17,69.52000000000001
2016-12-18,67.94
2016-12-19,63.99
2016-12-20,66.36
2016-12-21,65.57000000000001
2016-12-22,62.410000000000004
2016-12-23,64.78
2016-12-24,63.99
2016-12-25,71.10000000000001
2016-12-26,75.05
2016-12-27,76.63000000000001
2016-12-28,79.0
2016-12-29,76.63000000000001
2016-12-30,79.0
2016-12-31,72.68
2017-01-01,63.08
2017-01-02,75.24
2017-01-03,70.68
2017-01-04,69.16
2017-01-05,67.64
2017-01-06,67.64
2017-01-07,72.2
2017-01-08,62.32
2017-01-09,66.12
2017-01-10,65.36
2017-01-11,64.6
2017-01-12,60.04
2017-01-13,65.36
2017-01-14,76.0
2017-01-15,63.84
2017-01-16,72.2
2017-01-17,69.92
2017-01-18,70.68
2017-01-19,66.88
2017-01-20,65.36
2017-01-21,65.36
2017-01-22,69.92
2017-01-23,64.6
2017-01-24,65.36
2017-01-25,62.32
2017-01-26,61.56
2017-01-27,66.12
2017-01-28,67.64
2017-01-29,66.88
2017-01-30,66.88
2017-01-31,64.6
2017-02-01,66.24
2017-02-02,62.64
2017-02-03,67.67999999999999
2017-02-04,70.56
2017-02-05,72.0
2017-02-06,55.44
2017-02-07,58.32
2017-02-08,60.48
2017-02-09,59.76
2017-02-10,60.48
2017-02-11,62.64
2017-02-12,59.04
2017-02-13,59.76
2017-02-14,56.879999999999995
2017-02-15,56.879999999999995
2017-02-16,63.36
2017-02-17,58.32
2017-02-18,59.04
2017-02-19,61.199999999999996
2017-02-20,62.64
2017-02-21,59.04
2017-02-22,60.48
2017-02-23,57.599999999999994
2017-02-24,57.599999999999994
2017-02-25,60.48
2017-02-26,62.64
2017-02-27,59.76
2017-02-28,60.48
2017-03-01,68.25
2017-03-02,70.5
2017-03-03,72.75
2017-03-04,75.0
2017-03-05,70.5
2017-03-06,71.25
2017-03-07,71.25
2017-03-08,67.5
2017-03-09,72.75
2017-03-10,71.25
2017-03-11,73.5
2017-03-12,66.0
2017-03-13,69.75
2017-03-14,74.25
2017-03-15,72.0
2017-03-16,71.25
2017-03-17,66.75
2017-03-18,72.0
2017-03-19,67.5
2017-03-20,69.75
2017-03-21,69.0
2017-03-22,68.25
2017-03-23,71.25
2017-03-24,71.25
2017-03-25,72.0
2017-03-26,72.75
2017-03-27,68.25
2017-03-28,66.75
2017-03-29,63.0
2017-03-30,61.5
2017-03-31,68.25
2017-04-01,67.19999999999999
2017-04-02,65.1
2017-04-03,70.0
2017-04-04,63.699999999999996
2017-04-05,69.3
2017-04-06,60.199999999999996
2017-04-07,60.199999999999996
2017-04-08,60.9
2017-04-09,61.599999999999994
2017-04-10,65.1
2017-04-11,62.99999999999999
2017-04-12,67.89999999999999
2017-04-13,64.39999999999999
2017-04-14,67.89999999999999
2017-04-15,60.199999999999996
2017-04-16,60.199999999999996
2017-04-17,65.1
2017-04-18,63.699999999999996
2017-04-19,59.49999999999999
2017-04-20,56.699999999999996
2017-04-21,62.3
2017-04-22,61.599999999999994
2017-04-23,58.8
2017-04-24,61.599999999999994
2017-04-25,58.8
2017-04-26,60.9
2017-04-27,61.599999999999994
2017-04-28,60.199999999999996
2017-04-29,62.3
2017-04-30,67.89999999999999
2017-05-01,63.9
2017-05-02,67.45
2017-05-03,62.48
2017-05-04,63.19
2017-05-05,58.93
2017-05-06,71.0
2017-05-07,63.9
2017-05-08,63.19
2017-05-09,61.059999999999995
2017-05-10,56.8
2017-05-11,60.349999999999994
2017-05-12,61.769999999999996
2017-05-13,63.9
2017-05-14,54.669999999999995
2017-05-15,58.22
2017-05-16,63.19
2017-05-17,58.22
2017-05-18,60.349999999999994
2017-05-19,55.379999999999995
2017-05-20,61.059999999999995
2017-05-21,61.769999999999996
2017-05-22,63.9
2017-05-23,60.349999999999994
2017-05-24,61.769999999999996
2017-05-25,62.48
2017-05-26,62.48
2017-05-27,60.349999999999994
2017-05-28,57.51
2017-05-29,61.769999999999996
2017-05-30,68.16
2017-05-31,65.32
2017-06-01,67.89
2017-06-02,62.05
2017-06-03,70.08
2017-06-04,67.16
2017-06-05,67.16
2017-06-06,70.08
2017-06-07,73.0
2017-06-08,65.7
2017-06-09,60.589999999999996
2017-06-10,59.86
2017-06-11,59.86
2017-06-12,68.62
2017-06-13,62.05
2017-06-14,67.89
2017-06-15,63.51
2017-06-16,66.42999999999999
2017-06-17,67.89
2017-06-18,57.67
2017-06-19,69.35
2017-06-20,68.62
2017-06-21,68.62
2017-06-22,68.62
2017-06-23,63.51
2017-06-24,64.24
2017-06-25,66.42999999999999
2017-06-26,70.08
2017-06-27,73.0
2017-06-28,69.35
2017-06-29,63.51
2017-06-30,69.35
2017-07-01,61.199999999999996
2017-07-02,64.08
2017-07-03,66.96
2017-07-04,61.199999999999996
2017-07-05,66.24
2017-07-06,66.24
2017-07-07,66.24
2017-07-08,67.67999999999999
2017-07-09,64.8
2017-07-10,69.84
2017-07-11,68.39999999999999
2017-07-12,70.56
2017-07-13,64.8
2017-07-14,66.24
2017-07-15,62.64
2017-07-16,65.52
2017-07-17,69.84
2017-07-18,69.12
2017-07-19,72.0
2017-07-20,64.8
2017-07-21,59.76
2017-07-22,67.67999999999999
2017-07-23,59.04
2017-07-24,65.52
2017-07-25,67.67999999999999
2017-07-26,68.39999999999999
2017-07-27,65.52
2017-07-28,67.67999999999999
2017-07-29,70.56
2017-07-30,65.52
2017-07-31,66.96
2017-08-01,64.5
2017-08-02,66.0
2017-08-03,60.75
2017-08-04,61.5
2017-08-05,62.25
2017-08-06,54.75
2017-08-07,75.0
2017-08-08,71.25
2017-08-09,67.5
2017-08-10,58.5
2017-08-11,57.75
2017-08-12,60.0
2017-08-13,57.0
2017-08-14,63.75
2017-08-15,66.0
2017-08-16,56.25
2017-08-17,57.0
2017-08-18,56.25
2017-08-19,60.0
2017-08-20,57.75
2017-08-21,54.75
2017-08-22,61.5
2017-08-23,58.5
2017-08-24,57.75
2017-08-25,60.0
2017-08-26,68.25
2017-08-27,60.75
2017-08-28,60.0
2017-08-29,58.5
2017-08-30,57.75
2017-08-31,56.25
2017-09-01,64.39999999999999
2017-09-02,68.6
2017-09-03,63.699999999999996
2017-09-04,58.8
2017-09-05,65.1
2017-09-06,56.699999999999996
2017-09-07,60.9
2017-09-08,61.599999999999994
2017-09-09,60.199999999999996
2017-09-10,62.3
2017-09-11,60.9
2017-09-12,64.39999999999999
2017-09-13,67.19999999999999
2017-09-14,61.599999999999994
2017-09-15,61.599999999999994
2017-09-16,70.0
2017-09-17,67.89999999999999
2017-09-18,58.099999999999994
2017-09-19,58.099999999999994
2017-09-20,58.099999999999994
2017-09-21,58.8
2017-09-22,60.199999999999996
2017-09-23,60.9
2017-09-24,62.99999999999999
2017-09-25,59.49999999999999
2017-09-26,62.3
2017-09-27,60.199999999999996
2017-09-28,56.699999999999996
2017-09-29,61.599999999999994
2017-09-30,64.39999999999999
2017-10-01,68.0
2017-10-02,62.56
2017-10-03,59.160000000000004
2017-10-04,62.56
2017-10-05,63.24
2017-10-06,62.56
2017-10-07,65.96000000000001
2017-10-08,67.32000000000001
2017-10-09,63.24
2017-10-10,60.52
2017-10-11,61.2
2017-10-12,59.84
2017-10-13,61.88
2017-10-14,65.28
2017-10-15,68.0
2017-10-16,61.88
2017-10-17,61.2
2017-10-18,61.2
2017-10-19,59.84
2017-10-20,58.480000000000004
2017-10-21,65.28
2017-10-22,64.60000000000001
2017-10-23,60.52
2017-10-24,65.96000000000001
2017-10-25,61.2
2017-10-26,59.160000000000004
2017-10-27,60.52
2017-10-28,57.800000000000004
2017-10-29,60.52
2017-10-30,58.480000000000004
2017-10-31,55.760000000000005
2017-11-01,53.95
2017-11-02,60.45
2017-11-03,53.300000000000004
2017-11-04,56.550000000000004
2017-11-05,57.2
2017-11-06,52.65
2017-11-07,55.25
2017-11-08,52.0
2017-11-09,53.300000000000004
2017-11-10,57.85
2017-11-11,57.2
2017-11-12,53.300000000000004
2017-11-13,53.300000000000004
2017-11-14,59.15
2017-11-15,55.9
2017-11-16,55.9
2017-11-17,52.65
2017-11-18,54.6
2017-11-19,55.25
2017-11-20,53.300000000000004
2017-11-21,52.0
2017-11-22,53.300000000000004
2017-11-23,52.65
2017-11-24,65.0
2017-11-25,62.400000000000006
2017-11-26,58.5
2017-11-27,55.9
2017-11-28,61.1
2017-11-29,53.95
2017-11-30,55.9
2017-12-01,55.88999999999999
2017-12-02,57.959999999999994
2017-12-03,55.88999999999999
2017-12-04,53.81999999999999
2017-12-05,53.129999999999995
2017-12-06,53.129999999999995
2017-12-07,48.3
2017-12-08,51.059999999999995
2017-12-09,57.269999999999996
2017-12-10,53.129999999999995
2017-12-11,50.37
2017-12-12,52.44
2017-12-13,53.81999999999999
2017-12-14,51.059999999999995
2017-12-15,51.74999999999999
2017-12-16,60.029999999999994
2017-12-17,55.88999999999999
2017-12-18,54.51
2017-12-19,51.74999999999999
2017-12-20,48.989999999999995
2017-12-21,52.44
2017-12-22,53.129999999999995
2017-12-23,50.37
2017-12-24,47.61
2017-12-25,55.199999999999996
2017-12-26,69.0
2017-12-27,66.92999999999999
2017-12-28,59.339999999999996
2017-12-29,68.30999999999999
2017-12-30,64.17
2017-12-31,58.65
2018-01-01,58.74
2018-01-02,64.02
2018-01-03,66.0
2018-01-04,62.040000000000006
2018-01-05,60.720000000000006
2018-01-06,66.0
2018-01-07,64.02
2018-01-08,60.06
2018-01-09,58.74
2018-01-10,59.400000000000006
2018-01-11,56.760000000000005
2018-01-12,54.120000000000005
2018-01-13,60.06
2018-01-14,56.1
2018-01-15,58.74
2018-01-16,56.760000000000005
2018-01-17,50.160000000000004
2018-01-18,58.080000000000005
2018-01-19,50.82
2018-01-20,54.120000000000005
2018-01-21,55.440000000000005
2018-01-22,49.5
2018-01-23,51.480000000000004
2018-01-24,50.82
2018-01-25,52.14
2018-01-26,53.46
2018-01-27,56.760000000000005
2018-01-28,53.46
2018-01-29,50.160000000000004
2018-01-30,53.46
2018-01-31,51.480000000000004
2018-02-01,47.12
2018-02-02,47.12
2018-02-03,55.18
2018-02-04,62.0
2018-02-05,44.02
2018-02-06,45.88
2018-02-07,57.04
2018-02-08,50.22
2018-02-09,50.22
2018-02-10,50.22
2018-02-11,47.74
2018-02-12,47.12
2018-02-13,47.12
2018-02-14,44.02
2018-02-15,42.16
2018-02-16,47.12
2018-02-17,46.5
2018-02-18,44.64
2018-02-19,50.839999999999996
2018-02-20,45.88
2018-02-21,44.64
2018-02-22,46.5
2018-02-23,45.88
2018-02-24,49.6
2018-02-25,44.64
2018-02-26,46.5
2018-02-27,48.36
2018-02-28,46.5
2018-03-01,57.339999999999996
2018-03-02,60.39
2018-03-03,57.949999999999996
2018-03-04,61.0
2018-03-05,60.39
2018-03-06,59.78
2018-03-07,57.339999999999996
2018-03-08,56.73
2018-03-09,57.339999999999996
2018-03-10,57.339999999999996
2018-03-11,51.85
2018-03-12,57.339999999999996
2018-03-13,55.51
2018-03-14,57.339999999999996
2018-03-15,52.46
2018-03-16,57.339999999999996
2018-03-17,56.12
2018-03-18,53.07
2018-03-19,56.12
2018-03-20,52.46
2018-03-21,56.12
2018-03-22,58.56
2018-03-23,54.29
2018-03-24,51.24
2018-03-25,57.339999999999996
2018-03-26,54.29
2018-03-27,57.339999999999996
2018-03-28,54.9
2018-03-29,57.949999999999996
2018-03-30,53.07
2018-03-31,60.39
2018-04-01,53.099999999999994
2018-04-02,54.279999999999994
2018-04-03,59.0
2018-04-04,52.51
2018-04-05,55.459999999999994
2018-04-06,55.459999999999994
2018-04-07,55.459999999999994
2018-04-08,54.279999999999994
2018-04-09,53.69
2018-04-10,53.099999999999994
2018-04-11,54.87
2018-04-12,54.279999999999994
2018-04-13,46.61
2018-04-14,56.64
2018-04-15,52.51
2018-04-16,55.459999999999994
2018-04-17,56.64
2018-04-18,51.919999999999995
2018-04-19,50.15
2018-04-20,52.51
2018-04-21,52.51
2018-04-22,52.51
2018-04-23,51.33
2018-04-24,52.51
2018-04-25,51.33
2018-04-26,50.15
2018-04-27,50.739999999999995
2018-04-28,50.739999999999995
2018-04-29,52.51
2018-04-30,55.459999999999994
2018-05-01,51.85
2018-05-02,48.19
2018-05-03,51.24
2018-05-04,48.19
2018-05-05,53.68
2018-05-06,50.019999999999996
2018-05-07,52.46
2018-05-08,50.629999999999995
2018-05-09,49.41
2018-05-10,51.85
2018-05-11,50.019999999999996
2018-05-12,54.29
2018-05-13,51.24
2018-05-14,53.07
2018-05-15,55.51
2018-05-16,49.41
2018-05-17,49.41
2018-05-18,51.85
2018-05-19,53.68
2018-05-20,61.0
2018-05-21,54.9
2018-05-22,54.9
2018-05-23,56.73
2018-05-24,53.68
2018-05-25,53.68
2018-05-26,54.9
2018-05-27,57.949999999999996
2018-05-28,57.339999999999996
2018-05-29,53.68
2018-05-30,55.51
2018-05-31,59.17
2018-06-01,53.120000000000005
2018-06-02,55.68
2018-06-03,55.68
2018-06-04,58.24
2018-06-05,56.32
2018-06-06,53.76
2018-06-07,57.6
2018-06-08,56.32
2018-06-09,52.480000000000004
2018-06-10,56.32
2018-06-11,60.800000000000004
2018-06-12,60.160000000000004
2018-06-13,61.44
2018-06-14,60.160000000000004
2018-06-15,60.160000000000004
2018-06-16,52.480000000000004
2018-06-17,53.76
2018-06-18,60.800000000000004
2018-06-19,58.24
2018-06-20,56.96
2018-06-21,53.76
2018-06-22,55.04
2018-06-23,53.76
2018-06-24,58.88
2018-06-25,59.52
2018-06-26,57.6
2018-06-27,56.96
2018-06-28,56.96
2018-06-29,64.0
2018-06-30,62.08
2018-07-01,59.22
2018-07-02,61.11
2018-07-03,58.59
2018-07-04,51.660000000000004
2018-07-05,63.0
2018-07-06,58.59
2018-07-07,55.44
2018-07-08,56.07
2018-07-09,63.0
2018-07-10,54.18
2018-07-11,52.29
2018-07-12,56.7
2018-07-13,55.44
2018-07-14,53.55
2018-07-15,55.44
2018-07-16,61.74
2018-07-17,60.480000000000004
2018-07-18,57.96
2018-07-19,55.44
2018-07-20,59.22
2018-07-21,56.7
2018-07-22,60.480000000000004
2018-07-23,61.74
2018-07-24,54.81
2018-07-25,57.96
2018-07-26,56.07
2018-07-27,54.18
2018-07-28,54.18
2018-07-29,55.44
2018-07-30,56.7
2018-07-31,61.11
2018-08-01,62.400000000000006
2018-08-02,61.1
2018-08-03,62.400000000000006
2018-08-04,59.800000000000004
2018-08-05,57.2
2018-08-06,63.7
2018-08-07,59.800000000000004
2018-08-08,62.400000000000006
2018-08-09,64.35000000000001
2018-08-10,61.1
2018-08-11,63.7
2018-08-12,62.400000000000006
2018-08-13,62.400000000000006
2018-08-14,65.0
2018-08-15,64.35000000000001
2018-08-16,58.5
2018-08-17,59.800000000000004
2018-08-18,62.400000000000006
2018-08-19,62.400000000000006
2018-08-20,62.400000000000006
2018-08-21,59.15
2018-08-22,59.15
2018-08-23,57.85
2018-08-24,58.5
2018-08-25,60.45
2018-08-26,64.35000000000001
2018-08-27,61.1
2018-08-28,61.1
2018-08-29,55.9
2018-08-30,63.7
2018-08-31,61.1
2018-09-01,58.28
2018-09-02,52.7
2018-09-03,53.94
2018-09-04,50.22
2018-09-05,49.6
2018-09-06,50.22
2018-09-07,52.7
2018-09-08,62.0
2018-09-09,60.14
2018-09-10,49.6
2018-09-11,50.839999999999996
2018-09-12,48.98
2018-09-13,52.08
2018-09-14,51.46
2018-09-15,62.0
2018-09-16,57.04
2018-09-17,49.6
2018-09-18,50.22
2018-09-19,47.74
2018-09-20,50.22
2018-09-21,47.74
2018-09-22,52.7
2018-09-23,50.22
2018-09-24,48.98
2018-09-25,57.04
2018-09-26,53.32
2018-09-27,50.839999999999996
2018-09-28,47.74
2018-09-29,48.36
2018-09-30,53.32
2018-10-01,55.28999999999999
2018-10-02,56.99999999999999
2018-10-03,54.72
2018-10-04,51.3
2018-10-05,50.73
2018-10-06,51.87
2018-10-07,53.01
2018-10-08,51.87
2018-10-09,49.019999999999996
2018-10-10,46.169999999999995
2018-10-11,46.739999999999995
2018-10-12,49.019999999999996
2018-10-13,53.01
2018-10-14,50.16
2018-10-15,49.589999999999996
2018-10-16,51.87
2018-10-17,48.449999999999996
2018-10-18,46.739999999999995
2018-10-19,47.879999999999995
2018-10-20,50.16
2018-10-21,51.87
2018-10-22,49.019999999999996
2018-10-23,50.16
2018-10-24,43.31999999999999
2018-10-25,47.309999999999995
2018-10-26,45.029999999999994
2018-10-27,45.599999999999994
2018-10-28,48.449999999999996
2018-10-29,47.309999999999995
2018-10-30,46.739999999999995
2018-10-31,43.31999999999999
2018-11-01,48.0
2018-11-02,48.6
2018-11-03,52.8
2018-11-04,57.0
2018-11-05,50.4
2018-11-06,48.0
2018-11-07,43.8
2018-11-08,49.199999999999996
2018-11-09,49.8
2018-11-10,53.4
2018-11-11,52.199999999999996
2018-11-12,51.6
2018-11-13,46.8
2018-11-14,47.4
2018-11-15,48.0
2018-11-16,46.8
2018-11-17,51.6
2018-11-18,49.199999999999996
2018-11-19,51.0
2018-11-20,49.8
2018-11-21,50.4
2018-11-22,46.199999999999996
2018-11-23,60.0
2018-11-24,58.8
2018-11-25,60.0
2018-11-26,55.199999999999996
2018-11-27,51.0
2018-11-28,52.199999999999996
2018-11-29,51.6
2018-11-30,53.4
2018-12-01,52.7
2018-12-02,55.18
2018-12-03,49.6
2018-12-04,46.5
2018-12-05,48.98
2018-12-06,42.78
2018-12-07,45.88
2018-12-08,47.12
2018-12-09,47.74
2018-12-10,48.36
2018-12-11,45.26
2018-12-12,42.78
2018-12-13,44.64
2018-12-14,45.88
2018-12-15,48.98
2018-12-16,46.5
2018-12-17,47.12
2018-12-18,47.74
2018-12-19,44.02
2018-12-20,43.4
2018-12-21,44.02
2018-12-22,45.88
2018-12-23,44.64
2018-12-24,45.88
2018-12-25,48.36
2018-12-26,58.28
2018-12-27,62.0
2018-12-28,54.56
2018-12-29,54.56
2018-12-30,51.46
2018-12-31,51.46
2019-01-01,60.0
2019-01-02,58.199999999999996
2019-01-03,58.8
2019-01-04,58.199999999999996
2019-01-05,58.8
2019-01-06,53.4
2019-01-07,52.8
2019-01-08,56.4
2019-01-09,48.0
2019-01-10,54.6
2019-01-11,52.199999999999996
2019-01-12,55.199999999999996
2019-01-13,52.8
2019-01-14,52.199999999999996
2019-01-15,52.8
2019-01-16,52.199999999999996
2019-01-17,51.6
2019-01-18,53.4
2019-01-19,54.6
2019-01-20,53.4
2019-01-21,54.0
2019-01-22,49.8
2019-01-23,52.199999999999996
2019-01-24,51.0
2019-01-25,51.6
2019-01-26,52.199999999999996
2019-01-27,55.199999999999996
2019-01-28,48.6
2019-01-29,50.4
2019-01-30,53.4
2019-01-31,55.8
2019-02-01,42.56
2019-02-02,47.040000000000006
2019-02-03,56.00000000000001
2019-02-04,39.760000000000005
2019-02-05,39.760000000000005
2019-02-06,40.32000000000001
2019-02-07,42.00000000000001
2019-02-08,39.2
2019-02-09,44.24
2019-02-10,45.36000000000001
2019-02-11,42.00000000000001
2019-02-12,40.88
2019-02-13,38.64
2019-02-14,39.760000000000005
2019-02-15,38.64
2019-02-16,43.68000000000001
2019-02-17,40.32000000000001
2019-02-18,44.24
2019-02-19,36.96
2019-02-20,38.64
2019-02-21,42.00000000000001
2019-02-22,40.32000000000001
2019-02-23,43.68000000000001
2019-02-24,43.120000000000005
2019-02-25,40.32000000000001
2019-02-26,42.00000000000001
2019-02-27,40.32000000000001
2019-02-28,39.760000000000005
2019-03-01,52.080000000000005
2019-03-02,53.760000000000005
2019-03-03,52.080000000000005
2019-03-04,53.2
2019-03-05,55.440000000000005
2019-03-06,53.760000000000005
2019-03-07,51.52
2019-03-08,48.720000000000006
2019-03-09,55.440000000000005
2019-03-10,56.00000000000001
2019-03-11,52.080000000000005
2019-03-12,56.00000000000001
2019-03-13,50.96000000000001
2019-03-14,49.84
2019-03-15,47.040000000000006
2019-03-16,48.720000000000006
2019-03-17,48.720000000000006
2019-03-18,50.400000000000006
2019-03-19,49.28
2019-03-20,47.6
2019-03-21,50.400000000000006
2019-03-22,49.28
2019-03-23,54.32000000000001
2019-03-24,48.160000000000004
2019-03-25,52.080000000000005
2019-03-26,48.720000000000006
2019-03-27,51.52
2019-03-28,54.32000000000001
2019-03-29,49.28
2019-03-30,52.64000000000001
2019-03-31,49.84
2019-04-01,51.52
2019-04-02,53.760000000000005
2019-04-03,52.64000000000001
2019-04-04,54.88
2019-04-05,49.28
2019-04-06,56.00000000000001
2019-04-07,50.400000000000006
2019-04-08,53.760000000000005
2019-04-09,48.720000000000006
2019-04-10,53.760000000000005
2019-04-11,53.760000000000005
2019-04-12,51.52
2019-04-13,52.64000000000001
2019-04-14,52.64000000000001
2019-04-15,53.2
2019-04-16,53.760000000000005
2019-04-17,50.96000000000001
2019-04-18,50.400000000000006
2019-04-19,50.400000000000006
2019-04-20,50.96000000000001
2019-04-21,48.720000000000006
2019-04-22,56.00000000000001
2019-04-23,51.52
2019-04-24,51.52
2019-04-25,54.88
2019-04-26,52.080000000000005
2019-04-27,49.84
2019-04-28,51.52
2019-04-29,53.760000000000005
2019-04-30,55.440000000000005
2019-05-01,51.7
2019-05-02,51.7
2019-05-03,50.050000000000004
2019-05-04,55.00000000000001
2019-05-05,51.150000000000006
2019-05-06,51.7
2019-05-07,47.300000000000004
2019-05-08,46.2
2019-05-09,45.650000000000006
2019-05-10,46.2
2019-05-11,50.6
2019-05-12,46.2
2019-05-13,47.85
2019-05-14,51.150000000000006
2019-05-15,48.400000000000006
2019-05-16,47.85
2019-05-17,46.2
2019-05-18,45.1
2019-05-19,48.95
2019-05-20,48.400000000000006
2019-05-21,50.6
2019-05-22,52.25000000000001
2019-05-23,49.50000000000001
2019-05-24,48.400000000000006
2019-05-25,51.150000000000006
2019-05-26,47.300000000000004
2019-05-27,48.95
2019-05-28,51.150000000000006
2019-05-29,52.800000000000004
2019-05-30,53.35
2019-05-31,50.050000000000004
2019-06-01,49.589999999999996
2019-06-02,49.589999999999996
2019-06-03,51.3
2019-06-04,54.72
2019-06-05,51.3
2019-06-06,51.87
2019-06-07,50.73
2019-06-08,52.44
2019-06-09,53.01
2019-06-10,49.589999999999996
2019-06-11,53.01
2019-06-12,54.72
2019-06-13,53.58
2019-06-14,54.72
2019-06-15,50.73
2019-06-16,50.73
2019-06-17,55.85999999999999
2019-06-18,56.99999999999999
2019-06-19,52.44
2019-06-20,55.28999999999999
2019-06-21,50.16
2019-06-22,47.879999999999995
2019-06-23,53.01
2019-06-24,53.01
2019-06-25,53.58
2019-06-26,55.28999999999999
2019-06-27,56.42999999999999
2019-06-28,54.15
2019-06-29,50.16
2019-06-30,53.01
2019-07-01,50.15
2019-07-02,56.05
2019-07-03,50.739999999999995
2019-07-04,47.199999999999996
2019-07-05,52.51
2019-07-06,50.739999999999995
2019-07-07,46.019999999999996
2019-07-08,53.099999999999994
2019-07-09,54.279999999999994
2019-07-10,56.05
2019-07-11,54.279999999999994
2019-07-12,55.459999999999994
2019-07-13,53.099999999999994
2019-07-14,48.97
2019-07-15,53.69
2019-07-16,58.41
2019-07-17,52.51
2019-07-18,51.919999999999995
2019-07-19,52.51
2019-07-20,54.87
2019-07-21,54.279999999999994
2019-07-22,51.919999999999995
2019-07-23,59.0
2019-07-24,53.69
2019-07-25,54.279999999999994
2019-07-26,54.279999999999994
2019-07-27,53.099999999999994
2019-07-28,48.97
2019-07-29,51.33
2019-07-30,51.33
2019-07-31,56.05
2019-08-01,55.459999999999994
2019-08-02,52.51
2019-08-03,54.87
2019-08-04,50.739999999999995
