Date,Open,High,Low,Close,Volume,Economic Bubble,Advertising,UNRATE,Industrial REITs,Gross Domestic Product,Interactive Media,Broadcasting,ICSA,Diversified REITs,Cable,Retail REITs,Market Timing,Alternative Carriers,Technical Analysis,Residential REITs,Health Care REITs,Federal Reserve,Bar Chart,Diversification,Real Estate Development,Analyst Ratings,Return on Equity,Accumulation,Hotel,Dead Cat Bounce,Movies
2014-04-01,70.7699966430664,70.94000244140625,70.12999725341797,70.94000244140625,5804400.0,-1.0,0.039285714285714264,-0.17836644591611492,0.0,-0.3445692883895131,-0.419672131147541,0.01599326599326595,-0.09883017345703912,0.0,0.06815789473684182,0.0,0.640909090909091,0.0,0.0,0.0,-0.2339393939393939,0.016949152542372836,0.43260694108151726,0.6227951153324275,-0.5170454545454546,0.0,3.0894117647058823,0.059233449477351895,0.005052631578947361,0.0,-0.14062499999999997
2014-04-02,70.9000015258789,71.06999969482422,70.52999877929688,71.0,3266700.0,-1.0,0.05165816326530608,-0.17792494481236185,0.0,0.3174603174603175,0.8,-0.003086419753086171,-0.10649455425574834,0.0,-0.016000000000000014,0.0,0.0,0.0,1.537878787878788,0.0,-1.0,-0.06028749195451625,0.8168826852775009,0.6220149253731343,0.48255813953488363,-1.0,0.708235294117647,0.5267857142857143,0.058419243986254296,0.0,-0.03371710526315781
2014-04-03,71.0999984741211,71.12999725341797,70.5999984741211,70.8499984741211,2372300.0,0.0,0.0015792031098154722,-0.17748344370860925,0.0,-0.507936507936508,-0.4096774193548387,-0.014492753623188312,-0.11415893505445758,0.0,0.09651162790697676,0.0,0.0,0.0,3.2903508771929824,0.0,-1.0,-0.1322033898305085,0.012608515915667619,1.0597014925373134,1.79040404040404,-1.0,1.7753846153846153,1.9857142857142855,0.058419243986254296,0.0,0.13281250000000006
2014-04-04,71.1500015258789,71.52999877929688,70.7699966430664,71.08999633789062,3600300.0,0.0,-0.3401360544217687,-0.17704194260485642,0.0,0.13675213675213688,-0.2857142857142857,-0.4129129129129129,-0.12182331585316664,0.0,0.2080357142857139,0.0,-1.0,0.0,0.06083333333333337,0.0,-1.0,-0.5363908275174476,-0.13506355932203395,-0.4605543710021322,0.11225895316804402,0.0,0.6133333333333333,-0.48787061994609165,0.006133333333333629,0.0,0.41945422535211274
2014-04-05,71.1366678873698,71.62000020345052,70.87333170572917,71.16666412353516,3681900.0,1.1863354037267084,0.039285714285714264,-0.1766004415011036,0.0,-0.07168458781362018,-0.6181818181818182,0.26595744680851063,-0.12303348124243649,0.0,0.10747126436781593,0.0,0.0,0.0,0.2911458333333339,0.0,-0.030303030303030304,-0.14362176628010714,0.16799601196410774,-0.12618724559023106,0.8352272727272724,0.0,0.28,-0.5476190476190476,0.04828070175438593,0.0,0.03125
2014-04-06,71.12333424886067,71.71000162760417,70.97666676839192,71.24333190917969,3763500.0,0.0,1.214017185821697,-0.176158940397351,0.0,0.7111111111111115,-0.08799999999999997,0.6652046783625732,-0.12424364663170633,0.0,0.09651162790697676,0.0,-1.0,0.0,0.814583333333334,0.0,-1.0,0.4426487977926685,0.7004421518054531,1.0597014925373134,0.9651253918495297,0.0,3.064761904761905,0.6861471861471861,0.049230769230769224,0.0,-0.3896484375
2014-04-07,71.11000061035156,71.80000305175781,71.08000183105469,71.31999969482422,3845100.0,-1.0,0.11669283097854528,-0.17571743929359818,0.0,-0.20091324200913246,-0.81,-0.19328703703703692,-0.12545381202097633,0.0,0.02499999999999965,0.0,-1.0,0.0,0.7631578947368421,0.0,-1.0,0.33809099018733263,0.7749999999999999,1.0200918484500572,1.4837662337662338,0.0,1.2666666666666666,-0.04095238095238093,0.07179487179487187,0.0,-0.04119318181818189
2014-04-08,71.37999725341797,71.80000305175781,71.11000061035156,71.76000213623047,2935500.0,-1.0,0.1686746987951807,-0.17527593818984524,0.0,0.11805555555555551,-0.8,-0.515972222222222,-0.12666397741024618,0.0,0.09821428571428563,-1.0,0.6921875,0.0,0.7866666666666667,0.0,-0.21454545454545448,-0.06881764345517659,0.47784716027356555,-0.02229359531456654,1.3680351906158355,-1.0,-0.16190476190476183,-0.4041811846689895,0.04851063829787237,0.0,0.03125
2014-04-09,72.0,72.0,71.19999694824219,71.58000183105469,4339600.0,-1.0,-0.03349339735894383,-0.17483443708609264,0.0,-0.5028636884306987,-0.5481481481481482,-0.4097222222222222,-0.12787414279951603,0.0,0.060344827586206726,0.0,0.6840909090909092,0.0,2.025806451612903,0.0,-1.0,-0.2983050847457627,1.4579877389109266,0.32032146957520063,-0.2020750988142292,-1.0,-0.5776,-0.2224702380952381,0.016082474226804148,0.34615384615384626,0.0546875
2014-04-10,71.69000244140625,71.9800033569336,70.70999908447266,70.9000015258789,4136300.0,1.3749535488665923,-0.06162205141796968,-0.17439293598234004,0.0,-0.4033485540334855,-1.0,0.09950248756218914,-0.12908430818878586,0.0,0.060344827586206726,0.0,-1.0,0.0,0.6242424242424244,0.0,-0.15636363636363637,-0.32203389830508466,0.049109083007388046,-0.6807462686567164,-0.15872434017595313,-1.0,-0.15450980392156868,-0.37060041407867494,0.0708243727598566,0.0,0.3487617924528301
