,Open,High,Low,Close,Volume,VOX_unscaled,VOX_monthly,isPartial,scale,VOX,VOX stock_unscaled,VOX stock_monthly,isPartial,scale,VOX stock,VOX price_unscaled,VOX price_monthly,isPartial,scale,VOX price,VOX vanguard_unscaled,VOX vanguard_monthly,isPartial,scale,VOX vanguard,Dow Jones_unscaled,Dow Jones_monthly,isPartial,scale,Dow Jones,Trump_unscaled,Trump_monthly,isPartial,scale,Trump
3/14/18,88.63999939,88.75,87.88999939,87.88999939,62700,85,60,,0.6,51,0,71,,0.71,0,0,64,,0.64,0,84,62,,0.62,52.08,48,63,,0.63,30.24,70,22,,0.22,15.4
3/15/18,88,88.47000122,87.33000183,87.40000153,113300,83,60,,0.6,49.8,0,71,,0.71,0,0,64,,0.64,0,86,62,,0.62,53.32,47,63,,0.63,29.61,78,22,,0.22,17.16
3/16/18,86.83000183,87.98999786,86.75,87.73999786,45100,78,60,,0.6,46.8,45,71,,0.71,31.95,0,64,,0.64,0,0,62,,0.62,0,44,63,,0.63,27.72,100,22,,0.22,22
3/19/18,87.73999786,88.04000092,86.41999817,86.65000153,38900,77,60,,0.6,46.2,0,71,,0.71,0,48,64,,0.64,30.72,0,62,,0.62,0,49,63,,0.63,30.87,69,22,,0.22,15.18
3/20/18,86.69000244,86.98999786,85.69999695,85.79000092,104500,78,60,,0.6,46.8,0,71,,0.71,0,100,64,,0.64,64,85,62,,0.62,52.7,50,63,,0.63,31.5,72,22,,0.22,15.84
3/21/18,86.11000061,86.33999634,85.33999634,85.44000244,135600,74,60,,0.6,44.4,43,71,,0.71,30.53,48,64,,0.64,30.72,85,62,,0.62,52.7,47,63,,0.63,29.61,72,22,,0.22,15.84
3/22/18,85.15000153,85.45999908,84.22000122,84.22000122,103200,76,60,,0.6,45.6,65,71,,0.71,46.15,52,64,,0.64,33.28,0,62,,0.62,0,76,63,,0.63,47.88,80,22,,0.22,17.6
3/23/18,84.44000244,84.75,82.65000153,82.73000336,76900,73,60,,0.6,43.8,45,71,,0.71,31.95,51,64,,0.64,32.64,87,62,,0.62,53.94,100,63,,0.63,63,92,22,,0.22,20.24
3/26/18,83.65000153,83.98999786,82.75,83.41000366,151000,96,60,,0.6,57.6,89,71,,0.71,63.19,50,64,,0.64,32,0,62,,0.62,0,70,63,,0.63,44.1,85,22,,0.22,18.7
3/27/18,83.83000183,84.27999878,82.69999695,82.93000031,202000,100,60,,0.6,60,0,71,,0.71,0,50,64,,0.64,32,0,62,,0.62,0,74,63,,0.63,46.62,65,22,,0.22,14.3
3/28/18,83.41999817,84.5,83.41999817,83.75,50100,96,60,,0.6,57.6,45,71,,0.71,31.95,52,64,,0.64,33.28,89,62,,0.62,55.18,72,63,,0.63,45.36,66,22,,0.22,14.52
3/29/18,83.88999939,84.33999634,83.55000305,83.66999817,53800,80,60,,0.6,48,45,71,,0.71,31.95,0,64,,0.64,0,0,62,,0.62,0,64,63,,0.63,40.32,64,22,,0.22,14.08
4/2/18,83.62000275,83.97000122,81.68000031,81.95999908,145600,28,91,,0.91,25.48,53,51,,0.51,27.03,81,46,,0.46,37.26,0,31,,0.31,0,80,67,,0.67,53.6,54,22,,0.22,11.88
4/3/18,82.26999664,82.62000275,81.83000183,82.55000305,572500,34,91,,0.91,30.94,0,51,,0.51,0,78,46,,0.46,35.88,0,31,,0.31,0,75,67,,0.67,50.25,53,22,,0.22,11.66
4/4/18,81.88999939,84.06999969,81.75,83.91999817,67000,29,91,,0.91,26.39,0,51,,0.51,0,81,46,,0.46,37.26,98,31,,0.31,30.38,100,67,,0.67,67,50,22,,0.22,11
4/5/18,84.23999786,85.05999756,83.95999908,84.88999939,55200,25,91,,0.91,22.75,53,51,,0.51,27.03,0,46,,0.46,0,0,31,,0.31,0,67,67,,0.67,44.89,48,22,,0.22,10.56
4/6/18,84.48999786,85.08000183,83.58999634,83.97000122,42700,27,91,,0.91,24.57,53,51,,0.51,27.03,0,46,,0.46,0,100,31,,0.31,31,95,67,,0.67,63.65,50,22,,0.22,11
4/9/18,84.38999939,85,84.06999969,84.09999847,46400,28,91,,0.91,25.48,51,51,,0.51,26.01,0,46,,0.46,0,0,31,,0.31,0,65,67,,0.67,43.55,57,22,,0.22,12.54
4/10/18,84.83000183,87.44999695,84.5,86.55999756,119000,33,91,,0.91,30.03,0,51,,0.51,0,79,46,,0.46,36.34,0,31,,0.31,0,69,67,,0.67,46.23,69,22,,0.22,15.18
4/11/18,86.41999817,86.84999847,86.13999939,86.41000366,33100,29,91,,0.91,26.39,52,51,,0.51,26.52,79,46,,0.46,36.34,0,31,,0.31,0,66,67,,0.67,44.22,67,22,,0.22,14.74
4/12/18,86.95999908,86.95999908,85.95999908,86.05999756,46600,27,91,,0.91,24.57,52,51,,0.51,26.52,80,46,,0.46,36.8,0,31,,0.31,0,61,67,,0.67,40.87,63,22,,0.22,13.86
4/13/18,86.41999817,86.51999664,85.41000366,85.69000244,52700,26,91,,0.91,23.66,53,51,,0.51,27.03,0,46,,0.46,0,0,31,,0.31,0,55,67,,0.67,36.85,65,22,,0.22,14.3
4/16/18,86.11000061,87.19000244,85.90000153,87.04000092,56700,43,91,,0.91,39.13,49,51,,0.51,24.99,76,46,,0.46,34.96,95,31,,0.31,29.45,47,67,,0.67,31.49,60,22,,0.22,13.2
4/17/18,87.45999908,88.06999969,87.05000305,87.77999878,51500,62,91,,0.91,56.42,50,51,,0.51,25.5,0,46,,0.46,0,95,31,,0.31,29.45,51,67,,0.67,34.17,54,22,,0.22,11.88
4/18/18,88.05000305,88.22000122,87.75,87.88999939,42600,37,91,,0.91,33.67,52,51,,0.51,26.52,80,46,,0.46,36.8,98,31,,0.31,30.38,50,67,,0.67,33.5,56,22,,0.22,12.32
4/19/18,87.95999908,88.09999847,87.30000305,87.34999847,151800,30,91,,0.91,27.3,52,51,,0.51,26.52,0,46,,0.46,0,0,31,,0.31,0,50,67,,0.67,33.5,52,22,,0.22,11.44
4/20/18,87.19999695,87.70999908,86.37000275,87,42100,26,91,,0.91,23.66,0,51,,0.51,0,0,46,,0.46,0,0,31,,0.31,0,46,67,,0.67,30.82,51,22,,0.22,11.22
4/23/18,87.23999786,87.23999786,86.48999786,87.13999939,40800,51,91,,0.91,46.41,50,51,,0.51,25.5,78,46,,0.46,35.88,0,31,,0.31,0,40,67,,0.67,26.8,50,22,,0.22,11
4/24/18,87.97000122,88.34999847,86.93000031,87.41000366,57400,100,91,,0.91,91,100,51,,0.51,51,0,46,,0.46,0,0,31,,0.31,0,54,67,,0.67,36.18,56,22,,0.22,12.32
4/25/18,87.41000366,88.20999908,86.93000031,88.20999908,178300,48,91,,0.91,43.68,51,51,,0.51,26.01,0,46,,0.46,0,0,31,,0.31,0,56,67,,0.67,37.52,61,22,,0.22,13.42
4/26/18,87.11000061,87.15000153,85.98999786,86.59999847,143800,31,91,,0.91,28.21,0,51,,0.51,0,0,46,,0.46,0,0,31,,0.31,0,48,67,,0.67,32.16,68,22,,0.22,14.96
4/27/18,87.16000366,87.88999939,87.16000366,87.44999695,95500,30,91,,0.91,27.3,53,51,,0.51,27.03,0,46,,0.46,0,0,31,,0.31,0,45,67,,0.67,30.15,69,22,,0.22,15.18
4/30/18,87.22000122,87.22000122,84.80999756,84.80999756,59800,82,91,,0.91,74.62,0,51,,0.51,0,79,46,,0.46,36.34,0,31,,0.31,0,41,67,,0.67,27.47,48,22,,0.22,10.56
5/1/18,84.77999878,84.80999756,82.91000366,83.62000275,55700,100,67,FALSE,0.67,67,0,67,FALSE,0.67,0,0,47,FALSE,0.47,0,0,86,FALSE,0.86,0,92,48,FALSE,0.48,44.16,78,19,FALSE,0.19,14.82
5/2/18,83.76999664,84.27999878,83.36000061,83.66000366,67200,82,67,,0.67,54.94,0,67,,0.67,0,0,47,,0.47,0,95,86,,0.86,81.7,85,48,,0.48,40.8,80,19,,0.19,15.2
5/3/18,83.54000092,83.62999725,82.51000214,83.08999634,211000,71,67,,0.67,47.57,84,67,,0.67,56.28,40,47,,0.47,18.8,99,86,,0.86,85.14,96,48,,0.48,46.08,96,19,,0.19,18.24
5/4/18,82.87000275,84.01999664,82.69999695,83.80000305,47400,68,67,,0.67,45.56,52,67,,0.67,34.84,0,47,,0.47,0,0,86,,0.86,0,88,48,,0.48,42.24,87,19,,0.19,16.53
5/7/18,84.05999756,84.23000336,83.38999939,83.48999786,47300,75,67,,0.67,50.25,50,67,,0.67,33.5,0,47,,0.47,0,99,86,,0.86,85.14,78,48,,0.48,37.44,78,19,,0.19,14.82
5/8/18,83.34999847,83.36000061,82.12000275,82.45999908,139200,64,67,,0.67,42.88,50,67,,0.67,33.5,39,47,,0.47,18.33,0,86,,0.86,0,97,48,,0.48,46.56,98,19,,0.19,18.62
5/9/18,82.5,82.51999664,81.62000275,82,60000,74,67,,0.67,49.58,50,67,,0.67,33.5,39,47,,0.47,18.33,0,86,,0.86,0,90,48,,0.48,43.2,88,19,,0.19,16.72
5/10/18,82.34999847,83.51000214,82.34999847,83.43000031,76500,60,67,,0.67,40.2,0,67,,0.67,0,40,47,,0.47,18.8,0,86,,0.86,0,88,48,,0.48,42.24,82,19,,0.19,15.58
5/11/18,83.83999634,84.55999756,83.83999634,84.09999847,55400,65,67,,0.67,43.55,52,67,,0.67,34.84,0,47,,0.47,0,0,86,,0.86,0,85,48,,0.48,40.8,78,19,,0.19,14.82
5/14/18,84.26000214,84.30000305,83.44999695,83.62000275,44600,59,67,,0.67,39.53,51,67,,0.67,34.17,41,47,,0.47,19.27,0,86,,0.86,0,77,48,,0.48,36.96,84,19,,0.19,15.96
5/15/18,83.08000183,83.44000244,82.72000122,83.09999847,82800,57,67,,0.67,38.19,50,67,,0.67,33.5,40,47,,0.47,18.8,0,86,,0.86,0,82,48,,0.48,39.36,84,19,,0.19,15.96
5/16/18,83.11000061,83.63999939,82.98000336,83.38999939,106100,80,67,,0.67,53.6,100,67,,0.67,67,40,47,,0.47,18.8,95,86,,0.86,81.7,83,48,,0.48,39.84,76,19,,0.19,14.44
5/17/18,83.41999817,83.75,83.25,83.29000092,38600,71,67,,0.67,47.57,51,67,,0.67,34.17,41,47,,0.47,19.27,0,86,,0.86,0,81,48,,0.48,38.88,81,19,,0.19,15.39
5/18/18,83.23999786,83.43000031,82.87000275,83.27999878,55200,62,67,,0.67,41.54,53,67,,0.67,35.51,83,47,,0.47,39.01,0,86,,0.86,0,72,48,,0.48,34.56,85,19,,0.19,16.15
5/21/18,83.45999908,84.11000061,83.33999634,84.01000214,106600,62,67,,0.67,41.54,50,67,,0.67,33.5,0,47,,0.47,0,0,86,,0.86,0,79,48,,0.48,37.92,68,19,,0.19,12.92
5/22/18,84.34999847,84.68000031,83.98999786,83.98999786,93800,95,67,,0.67,63.65,51,67,,0.67,34.17,40,47,,0.47,18.8,97,86,,0.86,83.42,81,48,,0.48,38.88,69,19,,0.19,13.11
5/23/18,83.86000061,83.94999695,83.05999756,83.56999969,62600,63,67,,0.67,42.21,52,67,,0.67,34.84,41,47,,0.47,19.27,0,86,,0.86,0,82,48,,0.48,39.36,71,19,,0.19,13.49
5/24/18,83.54000092,83.73999786,83.19000244,83.44000244,37800,70,67,,0.67,46.9,0,67,,0.67,0,42,47,,0.47,19.74,0,86,,0.86,0,84,48,,0.48,40.32,88,19,,0.19,16.72
5/25/18,83.30999756,83.30999756,82.44999695,82.58000183,96300,65,67,,0.67,43.55,56,67,,0.67,37.52,43,47,,0.47,20.21,0,86,,0.86,0,73,48,,0.48,35.04,77,19,,0.19,14.63
5/29/18,82.16999817,82.63999939,81.76999664,82.27999878,171200,53,67,,0.67,35.51,0,67,,0.67,0,0,47,,0.47,0,0,86,,0.86,0,87,48,,0.48,41.76,78,19,,0.19,14.82
5/30/18,82.65000153,83.63999939,82.43000031,83.55000305,137400,71,67,,0.67,47.57,52,67,,0.67,34.84,41,47,,0.47,19.27,100,86,,0.86,86,92,48,,0.48,44.16,96,19,,0.19,18.24
5/31/18,83.29000092,83.29000092,82.19000244,82.58000183,176200,64,67,,0.67,42.88,78,67,,0.67,52.26,41,47,,0.47,19.27,0,86,,0.86,0,100,48,,0.48,48,100,19,,0.19,19
6/1/18,82.38999939,83.56999969,82.38999939,83.22000122,73700,78,60,FALSE,0.6,46.8,81,73,FALSE,0.73,59.13,0,61,FALSE,0.61,0,0,58,FALSE,0.58,0,78,51,FALSE,0.51,39.78,46,24,FALSE,0.24,11.04
6/4/18,83.48999786,83.83999634,83.48999786,83.62999725,88400,75,60,,0.6,45,0,73,,0.73,0,0,61,,0.61,0,0,58,,0.58,0,64,51,,0.51,32.64,41,24,,0.24,9.84
6/5/18,83.69999695,84.19999695,83.61000061,83.91999817,54300,76,60,,0.6,45.6,40,73,,0.73,29.2,0,61,,0.61,0,0,58,,0.58,0,69,51,,0.51,35.19,47,24,,0.24,11.28
6/6/18,84.12000275,84.30000305,83.62999725,84.29000092,194600,85,60,,0.6,51,40,73,,0.73,29.2,0,61,,0.61,0,76,58,,0.58,44.08,70,51,,0.51,35.7,45,24,,0.24,10.8
6/7/18,84.12999725,84.90000153,83.94999695,84.55999756,45900,70,60,,0.6,42,40,73,,0.73,29.2,71,61,,0.61,43.31,0,58,,0.58,0,75,51,,0.51,38.25,43,24,,0.24,10.32
6/8/18,84.30000305,84.93000031,83.98000336,84.76999664,40100,79,60,,0.6,47.4,41,73,,0.73,29.93,0,61,,0.61,0,0,58,,0.58,0,67,51,,0.51,34.17,46,24,,0.24,11.04
6/11/18,84.79000092,85.45999908,84.79000092,85.22000122,61100,78,60,,0.6,46.8,0,73,,0.73,0,0,61,,0.61,0,72,58,,0.58,41.76,67,51,,0.51,34.17,64,24,,0.24,15.36
6/12/18,85.25,85.94000244,85.25,85.76000214,62700,75,60,,0.6,45,93,73,,0.73,67.89,40,61,,0.61,24.4,0,58,,0.58,0,73,51,,0.51,37.23,100,24,,0.24,24
6/13/18,85.44000244,85.44000244,84.62999725,84.62999725,66200,81,60,,0.6,48.6,56,73,,0.73,40.88,40,61,,0.61,24.4,72,58,,0.58,41.76,71,51,,0.51,36.21,57,24,,0.24,13.68
6/14/18,84.98000336,86.30999756,84.98000336,86.25,65300,80,60,,0.6,48,0,73,,0.73,0,42,61,,0.61,25.62,0,58,,0.58,0,65,51,,0.51,33.15,57,24,,0.24,13.68
6/15/18,86.19999695,86.75,85.90000153,86.75,48800,82,60,,0.6,49.2,41,73,,0.73,29.93,0,61,,0.61,0,0,58,,0.58,0,75,51,,0.51,38.25,54,24,,0.24,12.96
6/18/18,86.25,86.59999847,86.05999756,86.48999786,56200,80,60,,0.6,48,0,73,,0.73,0,0,61,,0.61,0,0,58,,0.58,0,67,51,,0.51,34.17,46,24,,0.24,11.04
6/19/18,85.80000305,87.19999695,85.80000305,86.98999786,61400,77,60,,0.6,46.2,39,73,,0.73,28.47,42,61,,0.61,25.62,100,58,,0.58,58,100,51,,0.51,51,57,24,,0.24,13.68
6/20/18,87.47000122,87.47000122,86.80000305,86.94000244,100600,89,60,,0.6,53.4,61,73,,0.73,44.53,0,61,,0.61,0,77,58,,0.58,44.66,90,51,,0.51,45.9,76,24,,0.24,18.24
6/21/18,87.15000153,87.16000366,86.06999969,86.22000122,48600,92,60,,0.6,55.2,40,73,,0.73,29.2,0,61,,0.61,0,0,58,,0.58,0,78,51,,0.51,39.78,81,24,,0.24,19.44
6/22/18,86.38999939,87.04000092,86.38999939,86.75,41200,96,60,,0.6,57.6,62,73,,0.73,45.26,65,61,,0.61,39.65,0,58,,0.58,0,77,51,,0.51,39.27,76,24,,0.24,18.24
6/25/18,86.55000305,86.55000305,85.25,85.66000366,127900,95,60,,0.6,57,0,73,,0.73,0,42,61,,0.61,25.62,0,58,,0.58,0,91,51,,0.51,46.41,48,24,,0.24,11.52
6/26/18,85.86000061,85.91999817,85.23999786,85.76999664,94600,81,60,,0.6,48.6,40,73,,0.73,29.2,64,61,,0.61,39.04,78,58,,0.58,45.24,91,51,,0.51,46.41,53,24,,0.24,12.72
6/27/18,85.77999878,86.18000031,84.91000366,84.91000366,48500,100,60,,0.6,60,100,73,,0.73,73,43,61,,0.61,26.23,0,58,,0.58,0,85,51,,0.51,43.35,49,24,,0.24,11.76
6/28/18,84.23000336,85.43000031,84.08000183,85.26000214,100500,99,60,,0.6,59.4,41,73,,0.73,29.93,0,61,,0.61,0,0,58,,0.58,0,81,51,,0.51,41.31,47,24,,0.24,11.28
6/29/18,85.30999756,85.41999817,84.87000275,84.91999817,130000,88,60,,0.6,52.8,0,73,,0.73,0,0,61,,0.61,0,0,58,,0.58,0,77,51,,0.51,39.27,45,24,,0.24,10.8
7/2/18,84.40000153,85.22000122,84.15000153,85.19000244,288200,79,61,,0.61,48.19,66,52,,0.52,34.32,29,63,,0.63,18.27,0,29,,0.29,0,78,46,,0.46,35.88,34,25,,0.25,8.5
7/3/18,85.37999725,85.75,84.75,84.75,161100,75,61,,0.61,45.75,67,52,,0.52,34.84,22,63,,0.63,13.86,0,29,,0.29,0,76,46,,0.46,34.96,36,25,,0.25,9
7/5/18,85.72000122,86.5,85.44999695,86.38999939,147200,86,61,,0.61,52.46,0,52,,0.52,0,0,63,,0.63,0,0,29,,0.29,0,81,46,,0.46,37.26,45,25,,0.25,11.25
7/6/18,86.36000061,87.45999908,86.36000061,87.37000275,56200,78,61,,0.61,47.58,100,52,,0.52,52,22,63,,0.63,13.86,85,29,,0.29,24.65,93,46,,0.46,42.78,44,25,,0.25,11
7/9/18,87.88999939,87.88999939,87.5,87.75,92200,81,61,,0.61,49.41,66,52,,0.52,34.32,21,63,,0.63,13.23,0,29,,0.29,0,84,46,,0.46,38.64,38,25,,0.25,9.5
7/10/18,87.94000244,88.05000305,87.66999817,88.02999878,211100,89,61,,0.61,54.29,63,52,,0.52,32.76,0,63,,0.63,0,0,29,,0.29,0,85,46,,0.46,39.1,46,25,,0.25,11.5
7/11/18,87.30000305,87.80999756,87.12000275,87.18000031,113100,78,61,,0.61,47.58,61,52,,0.52,31.72,20,63,,0.63,12.6,0,29,,0.29,0,94,46,,0.46,43.24,41,25,,0.25,10.25
7/12/18,87.33000183,88.25,87.31999969,88.11000061,114400,86,61,,0.61,52.46,68,52,,0.52,35.36,33,63,,0.63,20.79,0,29,,0.29,0,93,46,,0.46,42.78,46,25,,0.25,11.5
7/13/18,88.02999878,88.11000061,87.63999939,87.88999939,70300,86,61,,0.61,52.46,0,52,,0.52,0,0,63,,0.63,0,0,29,,0.29,0,88,46,,0.46,40.48,65,25,,0.25,16.25
7/16/18,87.83000183,88.02999878,87.58999634,87.66000366,98600,79,61,,0.61,48.19,0,52,,0.52,0,0,63,,0.63,0,86,29,,0.29,24.94,79,46,,0.46,36.34,76,25,,0.25,19
7/17/18,86.98999786,87.80000305,86.76000214,87.5,76400,92,61,,0.61,56.12,65,52,,0.52,33.8,0,63,,0.63,0,0,29,,0.29,0,86,46,,0.46,39.56,100,25,,0.25,25
7/18/18,87.33000183,87.40000153,86.77999878,86.98000336,161200,84,61,,0.61,51.24,0,52,,0.52,0,22,63,,0.63,13.86,0,29,,0.29,0,82,46,,0.46,37.72,69,25,,0.25,17.25
7/19/18,86.81999969,86.90000153,86.19999695,86.30000305,54700,87,61,,0.61,53.07,0,52,,0.52,0,0,63,,0.63,0,0,29,,0.29,0,80,46,,0.46,36.8,58,25,,0.25,14.5
7/20/18,86.26000214,86.37999725,85.90000153,85.97000122,88100,82,61,,0.61,50.02,0,52,,0.52,0,22,63,,0.63,13.86,0,29,,0.29,0,80,46,,0.46,36.8,53,25,,0.25,13.25
7/23/18,85.91000366,86.23000336,85.5,86.16000366,90500,89,61,,0.61,54.29,66,52,,0.52,34.32,0,63,,0.63,0,88,29,,0.29,25.52,73,46,,0.46,33.58,50,25,,0.25,12.5
7/24/18,87.30000305,87.44999695,86.34999847,86.84999847,63200,73,61,,0.61,44.53,66,52,,0.52,34.32,21,63,,0.63,13.23,85,29,,0.29,24.65,80,46,,0.46,36.8,48,25,,0.25,12
7/25/18,86.69999695,86.90000153,86.26999664,86.68000031,48200,80,61,,0.61,48.8,66,52,,0.52,34.32,0,63,,0.63,0,0,29,,0.29,0,86,46,,0.46,39.56,62,25,,0.25,15.5
7/26/18,84.69000244,85.38999939,84.16999817,85.30000305,297600,89,61,,0.61,54.29,90,52,,0.52,46.8,22,63,,0.63,13.86,0,29,,0.29,0,100,46,,0.46,46,51,25,,0.25,12.75
7/27/18,85.47000122,85.61000061,84.30000305,84.65000153,280100,76,61,,0.61,46.36,69,52,,0.52,35.88,22,63,,0.63,13.86,0,29,,0.29,0,97,46,,0.46,44.62,50,25,,0.25,12.5
7/30/18,84.58999634,84.58999634,83.83999634,84.22000122,108900,82,61,,0.61,50.02,67,52,,0.52,34.84,0,63,,0.63,0,0,29,,0.29,0,78,46,,0.46,35.88,38,25,,0.25,9.5
7/31/18,84.31999969,84.91999817,84.16999817,84.41999817,109200,100,61,,0.61,61,65,52,,0.52,33.8,21,63,,0.63,13.23,0,29,,0.29,0,82,46,,0.46,37.72,40,25,,0.25,10
8/1/18,84.37000275,84.91000366,83.95999908,84.19999695,66200,83,67,FALSE,0.67,55.61,0,85,FALSE,0.85,0,48,51,FALSE,0.51,24.48,0,75,FALSE,0.75,0,85,46,FALSE,0.46,39.1,61,24,FALSE,0.24,14.64
8/2/18,83.58000183,84.91999817,83.55000305,84.83999634,102400,91,67,,0.67,60.97,47,85,,0.85,39.95,0,51,,0.51,0,80,75,,0.75,60,82,46,,0.46,37.72,60,24,,0.24,14.4
8/3/18,85.06999969,85.40000153,84.76000214,85.23000336,43900,77,67,,0.67,51.59,49,85,,0.85,41.65,0,51,,0.51,0,82,75,,0.75,61.5,84,46,,0.46,38.64,58,24,,0.24,13.92
8/6/18,85.43000031,86.44000244,85.23000336,86.44000244,61700,80,67,,0.67,53.6,96,85,,0.85,81.6,49,51,,0.51,24.99,80,75,,0.75,60,76,46,,0.46,34.96,60,24,,0.24,14.4
8/7/18,86.68000031,86.88999939,86.55999756,86.55999756,68200,87,67,,0.67,58.29,49,85,,0.85,41.65,0,51,,0.51,0,0,75,,0.75,0,80,46,,0.46,36.8,60,24,,0.24,14.4
8/8/18,86.55999756,86.76000214,86.33000183,86.36000061,76400,96,67,,0.67,64.32,48,85,,0.85,40.8,48,51,,0.51,24.48,0,75,,0.75,0,83,46,,0.46,38.18,55,24,,0.24,13.2
8/9/18,86.62000275,87.43000031,86.45999908,87.08999634,113100,79,67,,0.67,52.93,100,85,,0.85,85,0,51,,0.51,0,0,75,,0.75,0,75,46,,0.46,34.5,51,24,,0.24,12.24
8/10/18,86.75,86.81999969,86.30000305,86.5,51400,100,67,,0.67,67,49,85,,0.85,41.65,100,51,,0.51,51,0,75,,0.75,0,82,46,,0.46,37.72,54,24,,0.24,12.96
8/13/18,86.5,86.98000336,86.27999878,86.33000183,47500,84,67,,0.67,56.28,0,85,,0.85,0,49,51,,0.51,24.99,80,75,,0.75,60,74,46,,0.46,34.04,50,24,,0.24,12
8/14/18,86.51000214,87.22000122,86.43000031,87.13999939,61000,67,67,,0.67,44.89,0,85,,0.85,0,48,51,,0.51,24.48,0,75,,0.75,0,80,46,,0.46,36.8,58,24,,0.24,13.92
8/15/18,86.75,86.75,85.48999786,86.12999725,98300,84,67,,0.67,56.28,49,85,,0.85,41.65,0,51,,0.51,0,0,75,,0.75,0,92,46,,0.46,42.32,56,24,,0.24,13.44
8/16/18,86.5,86.79000092,86.01999664,86.18000031,70000,87,67,,0.67,58.29,0,85,,0.85,0,50,51,,0.51,25.5,0,75,,0.75,0,97,46,,0.46,44.62,62,24,,0.24,14.88
8/17/18,85.94000244,86.30999756,85.51999664,86.05999756,46500,79,67,,0.67,52.93,50,85,,0.85,42.5,49,51,,0.51,24.99,0,75,,0.75,0,93,46,,0.46,42.78,61,24,,0.24,14.64
8/20/18,86.19000244,86.33999634,85.66999817,86.15000153,80800,81,67,,0.67,54.27,49,85,,0.85,41.65,49,51,,0.51,24.99,0,75,,0.75,0,77,46,,0.46,35.42,50,24,,0.24,12
8/21/18,86.25,87.04000092,86.25,86.51000214,61400,91,67,,0.67,60.97,72,85,,0.85,61.2,0,51,,0.51,0,83,75,,0.75,62.25,87,46,,0.46,40.02,64,24,,0.24,15.36
8/22/18,86.41999817,86.54000092,86.12000275,86.43000031,42700,95,67,,0.67,63.65,50,85,,0.85,42.5,0,51,,0.51,0,81,75,,0.75,60.75,93,46,,0.46,42.78,99,24,,0.24,23.76
8/23/18,86.23000336,86.75,85.94999695,85.98000336,42800,81,67,,0.67,54.27,51,85,,0.85,43.35,0,51,,0.51,0,0,75,,0.75,0,89,46,,0.46,40.94,79,24,,0.24,18.96
8/24/18,86.20999908,87.16000366,86.20999908,87.15000153,79400,77,67,,0.67,51.59,0,85,,0.85,0,50,51,,0.51,25.5,0,75,,0.75,0,84,46,,0.46,38.64,77,24,,0.24,18.48
8/27/18,87.51000214,88.08000183,87.5,87.79000092,58500,80,67,,0.67,53.6,48,85,,0.85,40.8,0,51,,0.51,0,0,75,,0.75,0,100,46,,0.46,46,77,24,,0.24,18.48
8/28/18,87.87999725,87.90000153,87.41999817,87.54000092,44200,86,67,,0.67,57.62,48,85,,0.85,40.8,0,51,,0.51,0,0,75,,0.75,0,99,46,,0.46,45.54,88,24,,0.24,21.12
8/29/18,87.58999634,88.02999878,87.38999939,87.95999908,218100,89,67,,0.67,59.63,47,85,,0.85,39.95,73,51,,0.51,37.23,0,75,,0.75,0,90,46,,0.46,41.4,71,24,,0.24,17.04
8/30/18,87.70999908,88,87.22000122,87.48000336,56500,81,67,,0.67,54.27,49,85,,0.85,41.65,49,51,,0.51,24.99,82,75,,0.75,61.5,88,46,,0.46,40.48,65,24,,0.24,15.6
8/31/18,87.05999756,87.19000244,86.51000214,86.80999756,53600,76,67,,0.67,50.92,48,85,,0.85,40.8,48,51,,0.51,24.48,0,75,,0.75,0,81,46,,0.46,37.26,70,24,,0.24,16.8
9/4/18,86.20999908,86.26000214,85.5,85.98000336,213700,79,69,,0.69,54.51,75,100,,1,75,87,60,,0.6,52.2,0,66,,0.66,0,82,38,,0.38,31.16,73,22,,0.22,16.06
9/5/18,85.75,85.75,84.65000153,84.93000031,87900,79,69,,0.69,54.51,49,100,,1,49,66,60,,0.6,39.6,0,66,,0.66,0,93,38,,0.38,35.34,83,22,,0.22,18.26
9/6/18,84.69000244,85.09999847,83.76000214,84.33000183,197200,75,69,,0.69,51.75,71,100,,1,71,0,60,,0.6,0,0,66,,0.66,0,86,38,,0.38,32.68,100,22,,0.22,22
9/7/18,83.94000244,84.91999817,83.86000061,84.54000092,103600,71,69,,0.69,48.99,49,100,,1,49,45,60,,0.6,27,0,66,,0.66,0,84,38,,0.38,31.92,95,22,,0.22,20.9
9/10/18,84.91000366,84.98000336,84.38999939,84.76999664,91100,66,69,,0.69,45.54,72,100,,1,72,0,60,,0.6,0,0,66,,0.66,0,72,38,,0.38,27.36,65,22,,0.22,14.3
9/11/18,84.75,85.62999725,84.70999908,85.52999878,102200,72,69,,0.69,49.68,71,100,,1,71,57,60,,0.6,34.2,0,66,,0.66,0,79,38,,0.38,30.02,74,22,,0.22,16.28
9/12/18,85.30000305,85.66999817,84.94999695,85.62000275,137600,71,69,,0.69,48.99,49,100,,1,49,42,60,,0.6,25.2,0,66,,0.66,0,81,38,,0.38,30.78,74,22,,0.22,16.28
9/13/18,85.86000061,86.22000122,85.69999695,86.13999939,48700,67,69,,0.69,46.23,48,100,,1,48,44,60,,0.6,26.4,0,66,,0.66,0,82,38,,0.38,31.16,74,22,,0.22,16.28
9/14/18,86.37999725,86.38999939,85.80999756,86.08999634,78600,69,69,,0.69,47.61,74,100,,1,74,46,60,,0.6,27.6,0,66,,0.66,0,84,38,,0.38,31.92,71,22,,0.22,15.62
