,Open,High,Low,Close,Volume,VOX_unscaled,VOX_monthly,isPartial,scale,VOX,VOX stock_unscaled,VOX stock_monthly,isPartial,scale,VOX stock,VOX price_unscaled,VOX price_monthly,isPartial,scale,VOX price,VOX vanguard_unscaled,VOX vanguard_monthly,isPartial,scale,VOX vanguard,Dow Jones_unscaled,Dow Jones_monthly,isPartial,scale,Dow Jones,Trump_unscaled,Trump_monthly,isPartial,scale,Trump
6/6/13,76.55000305,78.23000336,76.55000305,78.16000366,53800,85,38,,0.38,32.3,0,15,,0.15,0,0,28,,0.28,0,0,28,,0.28,0,64,13,,0.13,8.32,55,1,,0.01,0.55
6/7/13,78.30000305,78.5,77.98000336,78.26999664,33000,100,38,,0.38,38,0,15,,0.15,0,0,28,,0.28,0,0,28,,0.28,0,57,13,,0.13,7.41,56,1,,0.01,0.56
6/10/13,78.19999695,79.06999969,78.19999695,78.88999939,37900,87,38,,0.38,33.06,0,15,,0.15,0,74,28,,0.28,20.72,0,28,,0.28,0,49,13,,0.13,6.37,51,1,,0.01,0.51
6/11/13,77.91999817,79.16999817,77.91999817,78.33000183,42500,90,38,,0.38,34.2,77,15,,0.15,11.55,73,28,,0.28,20.44,0,28,,0.28,0,50,13,,0.13,6.5,52,1,,0.01,0.52
6/12/13,78.81999969,78.81999969,77.80999756,78.01999664,39700,86,38,,0.38,32.68,82,15,,0.15,12.3,0,28,,0.28,0,0,28,,0.28,0,47,13,,0.13,6.11,56,1,,0.01,0.56
6/13/13,77.98999786,79.34999847,77.98999786,79.23000336,19700,68,38,,0.38,25.84,0,15,,0.15,0,0,28,,0.28,0,0,28,,0.28,0,57,13,,0.13,7.41,58,1,,0.01,0.58
6/14/13,79.16999817,79.62000275,79.16999817,79.18000031,27000,89,38,,0.38,33.82,0,15,,0.15,0,0,28,,0.28,0,0,28,,0.28,0,53,13,,0.13,6.89,63,1,,0.01,0.63
6/17/13,79.08999634,79.86000061,77.97000122,78.56999969,1012700,87,38,,0.38,33.06,0,15,,0.15,0,0,28,,0.28,0,0,28,,0.28,0,50,13,,0.13,6.5,73,1,,0.01,0.73
6/18/13,78.09999847,79.77999878,78.09999847,79.62999725,33600,81,38,,0.38,30.78,0,15,,0.15,0,77,28,,0.28,21.56,0,28,,0.28,0,52,13,,0.13,6.76,69,1,,0.01,0.69
6/19/13,79.63999939,79.63999939,77.98000336,78.04000092,47000,63,38,,0.38,23.94,79,15,,0.15,11.85,0,28,,0.28,0,0,28,,0.28,0,59,13,,0.13,7.67,66,1,,0.01,0.66
6/20/13,77.37000275,77.43000031,76.37000275,76.5,150000,94,38,,0.38,35.72,0,15,,0.15,0,76,28,,0.28,21.28,0,28,,0.28,0,84,13,,0.13,10.92,78,1,,0.01,0.78
6/21/13,77.16999817,77.16999817,76.18000031,76.86000061,57200,85,38,,0.38,32.3,0,15,,0.15,0,0,28,,0.28,0,0,28,,0.28,0,100,13,,0.13,13,70,1,,0.01,0.7
6/24/13,76.18000031,76.61000061,75.75,76.15000153,182800,87,38,,0.38,33.06,0,15,,0.15,0,0,28,,0.28,0,0,28,,0.28,0,82,13,,0.13,10.66,58,1,,0.01,0.58
6/25/13,76.65000153,77.73000336,76.59999847,77.52999878,58000,73,38,,0.38,27.74,0,15,,0.15,0,75,28,,0.28,21,0,28,,0.28,0,83,13,,0.13,10.79,54,1,,0.01,0.54
6/26/13,78.06999969,78.06999969,77.51999664,77.86000061,28300,79,38,,0.38,30.02,0,15,,0.15,0,0,28,,0.28,0,0,28,,0.28,0,68,13,,0.13,8.84,50,1,,0.01,0.5
6/27/13,78.29000092,79.30000305,78.29000092,79.05000305,36900,65,38,,0.38,24.7,83,15,,0.15,12.45,0,28,,0.28,0,0,28,,0.28,0,67,13,,0.13,8.71,56,1,,0.01,0.56
6/28/13,78.98999786,79.30999756,78.80999756,78.91000366,24100,66,38,,0.38,25.08,0,15,,0.15,0,0,28,,0.28,0,0,28,,0.28,0,63,13,,0.13,8.19,55,1,,0.01,0.55
7/1/13,78.98000336,79.41000366,78.70999908,78.73999786,80200,84,36,FALSE,0.36,30.24,51,30,FALSE,0.3,15.3,0,50,FALSE,0.5,0,0,26,FALSE,0.26,0,84,12,FALSE,0.12,10.08,75,1,FALSE,0.01,0.75
7/2/13,78.73999786,79.47000122,78.51000214,78.91000366,20600,92,36,,0.36,33.12,0,30,,0.3,0,51,50,,0.5,25.5,0,26,,0.26,0,94,12,,0.12,11.28,70,1,,0.01,0.7
7/3/13,78.33000183,79.59999847,78.33000183,79.33999634,14500,79,36,,0.36,28.44,0,30,,0.3,0,0,50,,0.5,0,0,26,,0.26,0,83,12,,0.12,9.96,76,1,,0.01,0.76
7/5/13,79.83999634,80.05999756,78.80999756,80.05999756,32200,60,36,,0.36,21.6,0,30,,0.3,0,0,50,,0.5,0,0,26,,0.26,0,80,12,,0.12,9.6,100,1,,0.01,1
7/8/13,80.48000336,80.58000183,79.91000366,80.36000061,54800,86,36,,0.36,30.96,0,30,,0.3,0,0,50,,0.5,0,0,26,,0.26,0,90,12,,0.12,10.8,77,1,,0.01,0.77
7/9/13,80.65000153,80.76999664,80.34999847,80.62000275,37700,74,36,,0.36,26.64,48,30,,0.3,14.4,50,50,,0.5,25,0,26,,0.26,0,85,12,,0.12,10.2,75,1,,0.01,0.75
7/10/13,80.86000061,81.05999756,80.33999634,80.86000061,67900,83,36,,0.36,29.88,49,30,,0.3,14.7,51,50,,0.5,25.5,0,26,,0.26,0,87,12,,0.12,10.44,83,1,,0.01,0.83
7/11/13,81.88999939,81.94000244,81.33000183,81.80999756,152100,83,36,,0.36,29.88,0,30,,0.3,0,52,50,,0.5,26,0,26,,0.26,0,98,12,,0.12,11.76,71,1,,0.01,0.71
7/12/13,81.79000092,82.02999878,81.48000336,81.86000061,40700,88,36,,0.36,31.68,0,30,,0.3,0,54,50,,0.5,27,0,26,,0.26,0,96,12,,0.12,11.52,77,1,,0.01,0.77
7/15/13,83.25,83.5,82.62999725,83.44000244,74000,88,36,,0.36,31.68,49,30,,0.3,14.7,0,50,,0.5,0,100,26,,0.26,26,100,12,,0.12,12,79,1,,0.01,0.79
7/16/13,83.72000122,83.98000336,83.34999847,83.73999786,23800,76,36,,0.36,27.36,0,30,,0.3,0,0,50,,0.5,0,0,26,,0.26,0,95,12,,0.12,11.4,77,1,,0.01,0.77
7/17/13,83.94000244,84.19000244,83.80999756,83.83000183,24500,81,36,,0.36,29.16,0,30,,0.3,0,51,50,,0.5,25.5,0,26,,0.26,0,93,12,,0.12,11.16,75,1,,0.01,0.75
7/18/13,83.66999817,83.90000153,83.18000031,83.51000214,31000,93,36,,0.36,33.48,100,30,,0.3,30,0,50,,0.5,0,0,26,,0.26,0,95,12,,0.12,11.4,85,1,,0.01,0.85
7/19/13,83.55000305,83.58000183,83.18000031,83.48000336,14800,88,36,,0.36,31.68,0,30,,0.3,0,0,50,,0.5,0,0,26,,0.26,0,84,12,,0.12,10.08,68,1,,0.01,0.68
7/22/13,83.5,83.81999969,83.05999756,83.76000214,60100,88,36,,0.36,31.68,0,30,,0.3,0,51,50,,0.5,25.5,0,26,,0.26,0,72,12,,0.12,8.64,65,1,,0.01,0.65
7/23/13,83.94999695,83.94999695,83.38999939,83.79000092,29900,77,36,,0.36,27.72,0,30,,0.3,0,100,50,,0.5,50,0,26,,0.26,0,77,12,,0.12,9.24,80,1,,0.01,0.8
7/24/13,83.58000183,83.58000183,82.88999939,83.12999725,29500,73,36,,0.36,26.28,49,30,,0.3,14.7,50,50,,0.5,25,0,26,,0.26,0,81,12,,0.12,9.72,73,1,,0.01,0.73
7/25/13,82.90000153,83.55000305,82.90000153,83.48000336,23000,69,36,,0.36,24.84,51,30,,0.3,15.3,0,50,,0.5,0,0,26,,0.26,0,87,12,,0.12,10.44,73,1,,0.01,0.73
7/26/13,83.33999634,83.44999695,83.01000214,83.41000366,9800,85,36,,0.36,30.6,0,30,,0.3,0,54,50,,0.5,27,0,26,,0.26,0,78,12,,0.12,9.36,69,1,,0.01,0.69
7/29/13,83.34999847,83.86000061,83.34999847,83.5,72900,84,36,,0.36,30.24,0,30,,0.3,0,0,50,,0.5,0,0,26,,0.26,0,71,12,,0.12,8.52,65,1,,0.01,0.65
7/30/13,83.83999634,83.91999817,82.73000336,82.76999664,36300,86,36,,0.36,30.96,0,30,,0.3,0,0,50,,0.5,0,0,26,,0.26,0,82,12,,0.12,9.84,75,1,,0.01,0.75
7/31/13,82.86000061,83,82.12999725,82.26000214,27700,84,36,,0.36,30.24,0,30,,0.3,0,0,50,,0.5,0,0,26,,0.26,0,83,12,,0.12,9.96,67,1,,0.01,0.67
8/1/13,83,83,82.11000061,82.75,32800,78,32,FALSE,0.32,24.96,0,9,FALSE,0.09,0,50,52,FALSE,0.52,26,0,38,FALSE,0.38,0,86,12,FALSE,0.12,10.32,44,1,FALSE,0.01,0.44
8/2/13,82.31999969,82.73999786,82.31999969,82.73999786,12900,85,32,,0.32,27.2,0,9,,0.09,0,0,52,,0.52,0,0,38,,0.38,0,83,12,,0.12,9.96,37,1,,0.01,0.37
8/5/13,82.54000092,83.09999847,82.38999939,83.06999969,64900,68,32,,0.32,21.76,0,9,,0.09,0,0,52,,0.52,0,0,38,,0.38,0,72,12,,0.12,8.64,38,1,,0.01,0.38
8/6/13,83.08999634,83.16000366,82.61000061,82.62000275,21300,74,32,,0.32,23.68,0,9,,0.09,0,0,52,,0.52,0,0,38,,0.38,0,75,12,,0.12,9,36,1,,0.01,0.36
8/7/13,82.66000366,82.83000183,82.29000092,82.73000336,82100,77,32,,0.32,24.64,0,9,,0.09,0,50,52,,0.52,26,0,38,,0.38,0,76,12,,0.12,9.12,45,1,,0.01,0.45
8/8/13,83.08999634,83.08999634,82.26999664,82.41999817,20100,80,32,,0.32,25.6,0,9,,0.09,0,51,52,,0.52,26.52,0,38,,0.38,0,72,12,,0.12,8.64,38,1,,0.01,0.38
8/9/13,82.41999817,82.54000092,81.73999786,82.02999878,19300,85,32,,0.32,27.2,0,9,,0.09,0,0,52,,0.52,0,0,38,,0.38,0,67,12,,0.12,8.04,38,1,,0.01,0.38
8/12/13,81.91999817,82.36000061,81.83000183,82.15000153,14000,74,32,,0.32,23.68,0,9,,0.09,0,50,52,,0.52,26,0,38,,0.38,0,67,12,,0.12,8.04,39,1,,0.01,0.39
8/13/13,82.22000122,82.22000122,81.30999756,81.36000061,377700,93,32,,0.32,29.76,0,9,,0.09,0,49,52,,0.52,25.48,0,38,,0.38,0,69,12,,0.12,8.28,37,1,,0.01,0.37
8/14/13,81.48000336,81.48000336,81.09999847,81.23000336,21400,91,32,,0.32,29.12,0,9,,0.09,0,0,52,,0.52,0,0,38,,0.38,0,68,12,,0.12,8.16,38,1,,0.01,0.38
8/15/13,80.76999664,80.84999847,80.27999878,80.36000061,14700,69,32,,0.32,22.08,0,9,,0.09,0,0,52,,0.52,0,0,38,,0.38,0,84,12,,0.12,10.08,36,1,,0.01,0.36
8/16/13,80.41999817,80.41999817,79.37999725,79.76000214,30100,75,32,,0.32,24,0,9,,0.09,0,0,52,,0.52,0,0,38,,0.38,0,91,12,,0.12,10.92,39,1,,0.01,0.39
8/19/13,79.41999817,79.68000031,78.79000092,78.79000092,42100,82,32,,0.32,26.24,79,9,,0.09,7.11,51,52,,0.52,26.52,0,38,,0.38,0,74,12,,0.12,8.88,40,1,,0.01,0.4
8/20/13,78.87999725,79.80999756,78.87999725,79.52999878,35500,89,32,,0.32,28.48,81,9,,0.09,7.29,100,52,,0.52,52,0,38,,0.38,0,90,12,,0.12,10.8,42,1,,0.01,0.42
8/21/13,79.33000183,79.33000183,78.59999847,78.59999847,27800,78,32,,0.32,24.96,0,9,,0.09,0,0,52,,0.52,0,0,38,,0.38,0,80,12,,0.12,9.6,40,1,,0.01,0.4
8/22/13,79.01999664,79.26000214,78.29000092,79.06999969,31600,86,32,,0.32,27.52,0,9,,0.09,0,50,52,,0.52,26,77,38,,0.38,29.26,83,12,,0.12,9.96,36,1,,0.01,0.36
8/23/13,79.13999939,79.94999695,79.13999939,79.94999695,14100,65,32,,0.32,20.8,0,9,,0.09,0,0,52,,0.52,0,0,38,,0.38,0,81,12,,0.12,9.72,39,1,,0.01,0.39
8/26/13,80.05999756,80.05999756,79.22000122,79.27999878,15900,62,32,,0.32,19.84,0,9,,0.09,0,0,52,,0.52,0,0,38,,0.38,0,66,12,,0.12,7.92,100,1,,0.01,1
8/27/13,78.58999634,79.06999969,78.37000275,78.45999908,23200,83,32,,0.32,26.56,0,9,,0.09,0,0,52,,0.52,0,0,38,,0.38,0,87,12,,0.12,10.44,70,1,,0.01,0.7
8/28/13,78.33999634,78.61000061,78.23000336,78.30000305,10000,74,32,,0.32,23.68,0,9,,0.09,0,0,52,,0.52,0,0,38,,0.38,0,100,12,,0.12,12,66,1,,0.01,0.66
8/29/13,78.98999786,79.70999908,78.98999786,79.15000153,15100,94,32,,0.32,30.08,0,9,,0.09,0,0,52,,0.52,0,0,38,,0.38,0,87,12,,0.12,10.44,50,1,,0.01,0.5
8/30/13,79.12000275,79.26999664,78.40000153,78.44999695,11900,65,32,,0.32,20.8,0,9,,0.09,0,51,52,,0.52,26.52,0,38,,0.38,0,73,12,,0.12,8.76,40,1,,0.01,0.4
9/3/13,78.69999695,78.69999695,77.83999634,77.98999786,26900,84,32,,0.32,26.88,0,26,,0.26,0,0,44,,0.44,0,0,0,,0,0,73,12,,0.12,8.76,75,1,,0.01,0.75
9/4/13,77.87999725,78.84999847,77.87999725,78.62999725,31800,66,32,,0.32,21.12,0,26,,0.26,0,0,44,,0.44,0,0,0,,0,0,69,12,,0.12,8.28,74,1,,0.01,0.74
9/5/13,78.79000092,79.30999756,78.23999786,78.29000092,16700,96,32,,0.32,30.72,0,26,,0.26,0,0,44,,0.44,0,0,0,,0,0,56,12,,0.12,6.72,77,1,,0.01,0.77
9/6/13,78.70999908,78.80999756,77.94999695,78.20999908,15900,93,32,,0.32,29.76,100,26,,0.26,26,0,44,,0.44,0,0,0,,0,0,66,12,,0.12,7.92,64,1,,0.01,0.64
9/9/13,78.47000122,78.72000122,78.19000244,78.72000122,23000,94,32,,0.32,30.08,0,26,,0.26,0,67,44,,0.44,29.48,0,0,,0,0,60,12,,0.12,7.2,76,1,,0.01,0.76
9/10/13,79.05000305,79.61000061,78.98000336,79.58999634,22700,83,32,,0.32,26.56,0,26,,0.26,0,0,44,,0.44,0,0,0,,0,0,100,12,,0.12,12,80,1,,0.01,0.8
9/11/13,79.68000031,80.38999939,79.62000275,80.02999878,39400,90,32,,0.32,28.8,93,26,,0.26,24.18,100,44,,0.44,44,0,0,,0,0,93,12,,0.12,11.16,78,1,,0.01,0.78
9/12/13,80.25,80.52999878,80.08999634,80.37999725,10900,78,32,,0.32,24.96,0,26,,0.26,0,66,44,,0.44,29.04,0,0,,0,0,74,12,,0.12,8.88,77,1,,0.01,0.77
9/13/13,81.18000031,81.18000031,80.44000244,80.58000183,11700,84,32,,0.32,26.88,0,26,,0.26,0,0,44,,0.44,0,0,0,,0,0,79,12,,0.12,9.48,73,1,,0.01,0.73
9/16/13,81.44999695,81.44999695,80.38999939,80.5,16200,79,32,,0.32,25.28,0,26,,0.26,0,0,44,,0.44,0,0,0,,0,0,69,12,,0.12,8.28,100,1,,0.01,1
9/17/13,80.55000305,81.19000244,80.55000305,81.02999878,11400,87,32,,0.32,27.84,94,26,,0.26,24.44,0,44,,0.44,0,0,0,,0,0,71,12,,0.12,8.52,90,1,,0.01,0.9
9/18/13,80.98999786,81.68000031,80.19000244,81.62000275,17300,69,32,,0.32,22.08,0,26,,0.26,0,0,44,,0.44,0,0,0,,0,0,78,12,,0.12,9.36,66,1,,0.01,0.66
9/19/13,81.62000275,81.68000031,81.23000336,81.44999695,23400,84,32,,0.32,26.88,0,26,,0.26,0,0,44,,0.44,0,0,0,,0,0,86,12,,0.12,10.32,69,1,,0.01,0.69
9/20/13,81.55000305,81.69000244,80.51999664,80.65000153,14600,87,32,,0.32,27.84,0,26,,0.26,0,70,44,,0.44,30.8,0,0,,0,0,73,12,,0.12,8.76,66,1,,0.01,0.66
9/23/13,80.68000031,80.87000275,80.09999847,80.81999969,16200,92,32,,0.32,29.44,0,26,,0.26,0,67,44,,0.44,29.48,100,0,,0,0,71,12,,0.12,8.52,66,1,,0.01,0.66
9/24/13,80.58000183,81.05999756,80.37000275,80.69000244,12500,81,32,,0.32,25.92,0,26,,0.26,0,0,44,,0.44,0,0,0,,0,0,80,12,,0.12,9.6,70,1,,0.01,0.7
9/25/13,80.87999725,81.36000061,80.58999634,80.93000031,13500,76,32,,0.32,24.32,0,26,,0.26,0,0,44,,0.44,0,0,0,,0,0,70,12,,0.12,8.4,63,1,,0.01,0.63
9/26/13,81.11000061,81.73999786,81.11000061,81.41000366,15100,70,32,,0.32,22.4,0,26,,0.26,0,69,44,,0.44,30.36,0,0,,0,0,72,12,,0.12,8.64,75,1,,0.01,0.75
9/27/13,81.05000305,81.26000214,80.76999664,81.02999878,13300,98,32,,0.32,31.36,0,26,,0.26,0,0,44,,0.44,0,0,0,,0,0,71,12,,0.12,8.52,74,1,,0.01,0.74
9/30/13,80.23999786,80.86000061,80.12000275,80.76999664,15500,100,32,,0.32,32,0,26,,0.26,0,0,44,,0.44,0,0,0,,0,0,89,12,,0.12,10.68,70,1,,0.01,0.7
10/1/13,80.69000244,81.5,80.69000244,81.30999756,52000,67,31,FALSE,0.31,20.77,0,13,FALSE,0.13,0,0,45,FALSE,0.45,0,0,0,FALSE,0,0,97,15,FALSE,0.15,14.55,64,1,FALSE,0.01,0.64
10/2/13,81.16999817,81.59999847,80.70999908,81.23999786,286100,88,31,,0.31,27.28,0,13,,0.13,0,73,45,,0.45,32.85,0,0,,0,0,80,15,,0.15,12,57,1,,0.01,0.57
10/3/13,81.20999908,81.20999908,80.36000061,80.66000366,28100,76,31,,0.31,23.56,0,13,,0.13,0,0,45,,0.45,0,0,0,,0,0,74,15,,0.15,11.1,59,1,,0.01,0.59
10/4/13,80.84999847,80.97000122,80.5,80.76999664,178300,79,31,,0.31,24.49,0,13,,0.13,0,0,45,,0.45,0,0,0,,0,0,63,15,,0.15,9.45,57,1,,0.01,0.57
10/7/13,80.52999878,81.34999847,80.5,80.91000366,17100,78,31,,0.31,24.18,0,13,,0.13,0,0,45,,0.45,0,0,0,,0,0,65,15,,0.15,9.75,59,1,,0.01,0.59
10/8/13,81.06999969,81.06999969,79.76000214,79.76000214,22100,93,31,,0.31,28.83,0,13,,0.13,0,49,45,,0.45,22.05,0,0,,0,0,78,15,,0.15,11.7,56,1,,0.01,0.56
10/9/13,79.76999664,80.68000031,79.76999664,79.98000336,22700,83,31,,0.31,25.73,0,13,,0.13,0,0,45,,0.45,0,0,0,,0,0,74,15,,0.15,11.1,61,1,,0.01,0.61
10/10/13,80.73999786,81.45999908,80.73999786,81.38999939,17600,85,31,,0.31,26.35,0,13,,0.13,0,50,45,,0.45,22.5,0,0,,0,0,83,15,,0.15,12.45,60,1,,0.01,0.6
10/11/13,81.18000031,82.20999908,81.18000031,82.04000092,13200,99,31,,0.31,30.69,0,13,,0.13,0,0,45,,0.45,0,0,0,,0,0,76,15,,0.15,11.4,63,1,,0.01,0.63
10/14/13,81.79000092,82.05000305,81.62999725,81.93000031,14200,90,31,,0.31,27.9,0,13,,0.13,0,50,45,,0.45,22.5,0,0,,0,0,77,15,,0.15,11.55,77,1,,0.01,0.77
10/15/13,81.95999908,82.15000153,81.5,81.55000305,29200,85,31,,0.31,26.35,0,13,,0.13,0,48,45,,0.45,21.6,0,0,,0,0,73,15,,0.15,10.95,92,1,,0.01,0.92
10/16/13,82.01999664,82.80000305,81.93000031,82.76000214,25300,70,31,,0.31,21.7,0,13,,0.13,0,0,45,,0.45,0,0,0,,0,0,100,15,,0.15,15,100,1,,0.01,1
10/17/13,83.12000275,84.26000214,83.09999847,84.23999786,34100,85,31,,0.31,26.35,0,13,,0.13,0,48,45,,0.45,21.6,100,0,,0,0,91,15,,0.15,13.65,64,1,,0.01,0.64
10/18/13,84.73000336,85.20999908,84.26999664,85.16000366,26800,90,31,,0.31,27.9,0,13,,0.13,0,52,45,,0.45,23.4,0,0,,0,0,76,15,,0.15,11.4,80,1,,0.01,0.8
10/21/13,85.66999817,85.66999817,85.06999969,85.40000153,421700,81,31,,0.31,25.11,0,13,,0.13,0,97,45,,0.45,43.65,0,0,,0,0,55,15,,0.15,8.25,63,1,,0.01,0.63
10/22/13,85.81999969,85.90000153,85.25,85.66000366,115800,83,31,,0.31,25.73,0,13,,0.13,0,48,45,,0.45,21.6,0,0,,0,0,62,15,,0.15,9.3,56,1,,0.01,0.56
10/23/13,85.37000275,85.73000336,85.25,85.5,23000,86,31,,0.31,26.66,0,13,,0.13,0,73,45,,0.45,32.85,0,0,,0,0,54,15,,0.15,8.1,62,1,,0.01,0.62
10/24/13,85.65000153,85.65000153,85,85.54000092,92700,77,31,,0.31,23.87,0,13,,0.13,0,0,45,,0.45,0,0,0,,0,0,63,15,,0.15,9.45,60,1,,0.01,0.6
10/25/13,85.5,85.95999908,85.31999969,85.95999908,12100,99,31,,0.31,30.69,0,13,,0.13,0,0,45,,0.45,0,0,0,,0,0,60,15,,0.15,9,56,1,,0.01,0.56
10/28/13,86.5,86.5,85.88999939,86.31999969,27700,85,31,,0.31,26.35,0,13,,0.13,0,0,45,,0.45,0,0,0,,0,0,51,15,,0.15,7.65,52,1,,0.01,0.52
10/29/13,86.55000305,87.31999969,85.47000122,87.18000031,20700,83,31,,0.31,25.73,0,13,,0.13,0,48,45,,0.45,21.6,0,0,,0,0,59,15,,0.15,8.85,58,1,,0.01,0.58
10/30/13,87.25,87.48999786,86.33999634,86.79000092,45900,73,31,,0.31,22.63,0,13,,0.13,0,97,45,,0.45,43.65,0,0,,0,0,63,15,,0.15,9.45,53,1,,0.01,0.53
10/31/13,87.16999817,87.55000305,85.72000122,86.51000214,39200,84,31,,0.31,26.04,0,13,,0.13,0,100,45,,0.45,45,0,0,,0,0,61,15,,0.15,9.15,48,1,,0.01,0.48
4/1/14,84.94000244,85.87000275,84.69000244,85.87000275,60600,48,44,FALSE,0.44,21.12,0,22,FALSE,0.22,0,0,54,FALSE,0.54,0,0,24,FALSE,0.24,0,70,12,FALSE,0.12,8.4,81,1,FALSE,0.01,0.81
4/2/14,85.88999939,86.37999725,85.87000275,86.08999634,94500,45,44,,0.44,19.8,0,22,,0.22,0,48,54,,0.54,25.92,0,24,,0.24,0,71,12,,0.12,8.52,78,1,,0.01,0.78
4/3/14,86.01999664,86.11000061,85.66000366,85.87999725,59200,41,44,,0.44,18.04,78,22,,0.22,17.16,0,54,,0.54,0,0,24,,0.24,0,71,12,,0.12,8.52,69,1,,0.01,0.69
4/4/14,86.54000092,86.54000092,84.83000183,84.94999695,43400,39,44,,0.44,17.16,0,22,,0.22,0,52,54,,0.54,28.08,0,24,,0.24,0,72,12,,0.12,8.64,67,1,,0.01,0.67
4/7/14,84.56999969,84.84999847,84.20999908,84.26999664,56400,100,44,,0.44,44,75,22,,0.22,16.5,0,54,,0.54,0,0,24,,0.24,0,69,12,,0.12,8.28,64,1,,0.01,0.64
4/8/14,84.37999725,85.20999908,84.20999908,85.20999908,62300,61,44,,0.44,26.84,74,22,,0.22,16.28,49,54,,0.54,26.46,0,24,,0.24,0,68,12,,0.12,8.16,53,1,,0.01,0.53
4/9/14,85.31999969,85.31999969,84.62999725,85.16999817,40100,48,44,,0.44,21.12,0,22,,0.22,0,48,54,,0.54,25.92,100,24,,0.24,24,73,12,,0.12,8.76,64,1,,0.01,0.64
4/10/14,85.19999695,85.65000153,84.18000031,84.23000336,352300,61,44,,0.44,26.84,0,22,,0.22,0,0,54,,0.54,0,0,24,,0.24,0,82,12,,0.12,9.84,61,1,,0.01,0.61
4/11/14,84,84.02999878,83.09999847,83.16999817,49400,64,44,,0.44,28.16,0,22,,0.22,0,51,54,,0.54,27.54,0,24,,0.24,0,100,12,,0.12,12,69,1,,0.01,0.69
4/14/14,83.63999939,83.76000214,83.05000305,83.55999756,45500,49,44,,0.44,21.56,0,22,,0.22,0,0,54,,0.54,0,0,24,,0.24,0,81,12,,0.12,9.72,73,1,,0.01,0.73
4/15/14,83.56999969,83.80999756,82.76000214,83.70999908,75700,45,44,,0.44,19.8,0,22,,0.22,0,47,54,,0.54,25.38,0,24,,0.24,0,81,12,,0.12,9.72,98,1,,0.01,0.98
4/16/14,84.55000305,84.55000305,83.72000122,84.45999908,41100,52,44,,0.44,22.88,0,22,,0.22,0,0,54,,0.54,0,0,24,,0.24,0,78,12,,0.12,9.36,90,1,,0.01,0.9
4/17/14,84.72000122,85.5,84.26999664,85.16000366,74700,65,44,,0.44,28.6,0,22,,0.22,0,100,54,,0.54,54,0,24,,0.24,0,75,12,,0.12,9,84,1,,0.01,0.84
4/21/14,85.43000031,85.43000031,85.01000214,85.19000244,50400,59,44,,0.44,25.96,0,22,,0.22,0,52,54,,0.54,28.08,0,24,,0.24,0,65,12,,0.12,7.8,68,1,,0.01,0.68
4/22/14,85.29000092,85.98999786,85.08999634,85.72000122,60900,58,44,,0.44,25.52,0,22,,0.22,0,48,54,,0.54,25.92,0,24,,0.24,0,79,12,,0.12,9.48,66,1,,0.01,0.66
4/23/14,85.20999908,85.20999908,83.91000366,84.25,155100,61,44,,0.44,26.84,0,22,,0.22,0,0,54,,0.54,0,0,24,,0.24,0,74,12,,0.12,8.88,65,1,,0.01,0.65
4/24/14,84.72000122,84.72000122,83.08999634,83.16999817,64600,57,44,,0.44,25.08,0,22,,0.22,0,50,54,,0.54,27,0,24,,0.24,0,77,12,,0.12,9.24,64,1,,0.01,0.64
4/25/14,83.30999756,83.30999756,82.37000275,82.41999817,104500,52,44,,0.44,22.88,81,22,,0.22,17.82,0,54,,0.54,0,0,24,,0.24,0,71,12,,0.12,8.52,69,1,,0.01,0.69
4/28/14,82.65000153,83.12999725,82,82.72000122,36400,58,44,,0.44,25.52,0,22,,0.22,0,0,54,,0.54,0,0,24,,0.24,0,67,12,,0.12,8.04,88,1,,0.01,0.88
4/29/14,83.05999756,83.62000275,82.97000122,83.44999695,68800,63,44,,0.44,27.72,75,22,,0.22,16.5,0,54,,0.54,0,0,24,,0.24,0,69,12,,0.12,8.28,100,1,,0.01,1
4/30/14,83.11000061,84.41999817,83.11000061,84.41999817,48100,60,44,,0.44,26.4,0,22,,0.22,0,71,54,,0.54,38.34,0,24,,0.24,0,72,12,,0.12,8.64,91,1,,0.01,0.91
5/1/14,84.80000305,85,84.54000092,85,78800,93,41,FALSE,0.41,38.13,0,18,FALSE,0.18,0,0,32,FALSE,0.32,0,0,25,FALSE,0.25,0,86,11,FALSE,0.11,9.46,97,1,FALSE,0.01,0.97
5/2/14,85.13999939,85.81999969,85,85.26999664,30400,91,41,,0.41,37.31,0,18,,0.18,0,69,32,,0.32,22.08,0,25,,0.25,0,93,11,,0.11,10.23,88,1,,0.01,0.88
5/5/14,85.40000153,85.61000061,84.94000244,85.55999756,34400,83,41,,0.41,34.03,0,18,,0.18,0,0,32,,0.32,0,100,25,,0.25,25,84,11,,0.11,9.24,85,1,,0.01,0.85
5/6/14,85.59999847,85.59999847,84.62999725,84.65000153,29500,77,41,,0.41,31.57,0,18,,0.18,0,0,32,,0.32,0,0,25,,0.25,0,91,11,,0.11,10.01,88,1,,0.01,0.88
5/7/14,85.11000061,85.37999725,84.37000275,85.16000366,29200,96,41,,0.41,39.36,0,18,,0.18,0,67,32,,0.32,21.44,0,25,,0.25,0,86,11,,0.11,9.46,85,1,,0.01,0.85
